X,DATE,EXERCISE,CATEGORY,WEIGHT,REPS,SET_NUM,SOURCE,BIG_FOUR,VOLUME,IMPLEMENT,ASSISTED,MOVEMENT
1622,2015-01-21,One-Arm Cable Face Pull,Shoulders,12.5,10.0,1,FitNotes,Other,125.0,Cable,FALSE,Pull
1623,2015-01-21,One-Arm Cable Face Pull,Shoulders,15.0,10.0,2,FitNotes,Other,150.0,Cable,FALSE,Pull
1624,2015-01-21,One-Arm Cable Face Pull,Shoulders,17.5,10.0,3,FitNotes,Other,175.0,Cable,FALSE,Pull
1625,2015-01-21,Standing One-Arm Cable Rear Delt Fly,Shoulders,7.5,10.0,1,FitNotes,Other,75.0,Cable,FALSE,NA
1626,2015-01-21,Standing One-Arm Cable Rear Delt Fly,Shoulders,10.0,10.0,2,FitNotes,Other,100.0,Cable,FALSE,NA
1627,2015-01-21,Overhead Press,Shoulders,35.0,5.0,1,FitNotes,Overhead Press,175.0,NA,FALSE,Push
1628,2015-01-21,Overhead Press,Shoulders,40.0,5.0,2,FitNotes,Overhead Press,200.0,NA,FALSE,Push
1629,2015-01-21,Overhead Press,Shoulders,50.0,5.0,3,FitNotes,Overhead Press,250.0,NA,FALSE,Push
1630,2015-01-21,Overhead Press,Shoulders,55.0,3.0,4,FitNotes,Overhead Press,165.0,NA,FALSE,Push
1631,2015-01-21,Overhead Press,Shoulders,60.0,3.0,5,FitNotes,Overhead Press,180.0,NA,FALSE,Push
1632,2015-01-21,Overhead Press,Shoulders,62.5,3.0,6,FitNotes,Overhead Press,187.5,NA,FALSE,Push
1633,2015-01-21,Overhead Press,Shoulders,65.0,2.0,7,FitNotes,Overhead Press,130.0,NA,FALSE,Push
1634,2015-01-21,Overhead Press,Shoulders,67.5,1.0,8,FitNotes,Overhead Press,67.5,NA,FALSE,Push
1635,2015-01-21,Barbell Squat,Legs,40.0,5.0,1,FitNotes,Squat,200.0,Barbell,FALSE,Squat
1636,2015-01-21,Barbell Squat,Legs,60.0,5.0,2,FitNotes,Squat,300.0,Barbell,FALSE,Squat
1637,2015-01-21,Barbell Squat,Legs,80.0,5.0,3,FitNotes,Squat,400.0,Barbell,FALSE,Squat
1638,2015-01-21,Barbell Squat,Legs,85.0,5.0,4,FitNotes,Squat,425.0,Barbell,FALSE,Squat
1639,2015-01-21,Barbell Squat,Legs,90.0,5.0,5,FitNotes,Squat,450.0,Barbell,FALSE,Squat
1640,2015-01-21,Barbell Squat,Legs,95.0,5.0,6,FitNotes,Squat,475.0,Barbell,FALSE,Squat
1641,2015-01-21,Barbell Squat,Legs,110.0,3.0,7,FitNotes,Squat,330.0,Barbell,FALSE,Squat
1642,2015-01-21,Barbell Squat,Legs,110.0,3.0,8,FitNotes,Squat,330.0,Barbell,FALSE,Squat
1643,2015-01-21,Barbell Squat,Legs,115.0,3.0,9,FitNotes,Squat,345.0,Barbell,FALSE,Squat
1644,2015-01-21,Deadlift,Back,110.0,5.0,1,FitNotes,Deadlift,550.0,NA,FALSE,Hinge
1645,2015-01-21,Deadlift,Back,140.0,8.0,2,FitNotes,Deadlift,1120.0,NA,FALSE,Hinge
1646,2015-01-21,Deadlift,Back,160.0,4.0,3,FitNotes,Deadlift,640.0,NA,FALSE,Hinge
1647,2015-01-21,Deadlift,Back,170.0,3.0,4,FitNotes,Deadlift,510.0,NA,FALSE,Hinge
1648,2015-01-21,Deadlift,Back,180.0,1.0,5,FitNotes,Deadlift,180.0,NA,FALSE,Hinge
1649,2015-01-21,Deadlift,Back,190.0,1.0,6,FitNotes,Deadlift,190.0,NA,FALSE,Hinge
1650,2015-01-23,Chin Up,Back,5.0,6.0,1,FitNotes,Other,30.0,NA,FALSE,Pull
1651,2015-01-23,Neutral Chin Up,Back,0.0,4.0,1,FitNotes,Other,0.0,NA,FALSE,Pull
1652,2015-01-23,Pull Up,Back,0.0,3.0,1,FitNotes,Other,0.0,NA,FALSE,Pull
1653,2015-01-23,Overhead Press,Shoulders,60.0,1.0,1,FitNotes,Overhead Press,60.0,NA,FALSE,Push
1654,2015-01-24,Pull Up,Back,0.0,6.0,1,FitNotes,Other,0.0,NA,FALSE,Pull
1655,2015-01-24,Overhead Press,Shoulders,45.0,5.0,1,FitNotes,Overhead Press,225.0,NA,FALSE,Push
1656,2015-01-27,Pull Up,Back,0.0,10.0,1,FitNotes,Other,0.0,NA,FALSE,Pull
1657,2015-01-27,Pull Up,Back,0.0,3.0,2,FitNotes,Other,0.0,NA,FALSE,Pull
1658,2015-01-27,Pull Up,Back,0.0,3.0,3,FitNotes,Other,0.0,NA,FALSE,Pull
1659,2015-02-01,Cable Face Pull,Shoulders,22.5,10.0,1,FitNotes,Other,225.0,Cable,FALSE,Pull
1660,2015-02-01,Cable Face Pull,Shoulders,30.0,10.0,2,FitNotes,Other,300.0,Cable,FALSE,Pull
1661,2015-02-01,Cable Face Pull,Shoulders,35.0,10.0,3,FitNotes,Other,350.0,Cable,FALSE,Pull
1662,2015-02-01,High Cable Rear Delt Fly,Shoulders,15.0,10.0,1,FitNotes,Other,150.0,Cable,FALSE,NA
1663,2015-02-01,High Cable Rear Delt Fly,Shoulders,20.0,8.0,2,FitNotes,Other,160.0,Cable,FALSE,NA
1664,2015-02-01,Pull Up,Back,0.0,6.0,1,FitNotes,Other,0.0,NA,FALSE,Pull
1665,2015-02-01,Flat Barbell Bench Press,Chest,40.0,5.0,1,FitNotes,Bench Press,200.0,Barbell,FALSE,Push
1666,2015-02-01,Flat Barbell Bench Press,Chest,60.0,5.0,2,FitNotes,Bench Press,300.0,Barbell,FALSE,Push
1667,2015-02-01,Flat Barbell Bench Press,Chest,70.0,3.0,3,FitNotes,Bench Press,210.0,Barbell,FALSE,Push
1668,2015-02-01,Flat Barbell Bench Press,Chest,75.0,3.0,4,FitNotes,Bench Press,225.0,Barbell,FALSE,Push
1669,2015-02-01,Flat Barbell Bench Press,Chest,50.0,5.0,5,FitNotes,Bench Press,250.0,Barbell,FALSE,Push
1670,2015-02-01,Overhead Press,Shoulders,20.0,5.0,1,FitNotes,Overhead Press,100.0,NA,FALSE,Push
1671,2015-02-01,Overhead Press,Shoulders,50.0,5.0,2,FitNotes,Overhead Press,250.0,NA,FALSE,Push
1672,2015-02-01,Flat Barbell Bench Press,Chest,70.0,3.0,6,FitNotes,Bench Press,210.0,Barbell,FALSE,Push
1673,2015-02-01,Flat Barbell Bench Press,Chest,82.5,1.0,7,FitNotes,Bench Press,82.5,Barbell,FALSE,Push
1674,2015-02-01,Cable Lat Pulldown,Back,40.0,5.0,1,FitNotes,Other,200.0,Cable,FALSE,Pull
1675,2015-02-01,Cable Lat Pulldown,Back,60.0,5.0,2,FitNotes,Other,300.0,Cable,FALSE,Pull
1676,2015-02-01,Cable Lat Pulldown,Back,70.0,5.0,3,FitNotes,Other,350.0,Cable,FALSE,Pull
1677,2015-02-01,Cable Lat Pulldown,Back,75.0,5.0,4,FitNotes,Other,375.0,Cable,FALSE,Pull
1678,2015-02-01,Cable Rope Triceps Pushdown,Triceps,30.0,10.0,1,FitNotes,Other,300.0,Cable,FALSE,Push
1679,2015-02-01,Cable Rope Triceps Pushdown,Triceps,40.0,10.0,2,FitNotes,Other,400.0,Cable,FALSE,Push
1680,2015-02-01,Cable Rope Triceps Pushdown,Triceps,50.0,5.0,3,FitNotes,Other,250.0,Cable,FALSE,Push
1681,2015-02-01,Pull Up,Back,0.0,5.0,2,FitNotes,Other,0.0,NA,FALSE,Pull
1682,2015-02-01,Double Long Cycle,Shoulders,12.0,5.0,1,FitNotes,Other,60.0,NA,FALSE,NA
1683,2015-02-01,Double Long Cycle,Shoulders,18.0,3.0,2,FitNotes,Other,54.0,NA,FALSE,NA
1684,2015-02-03,Pull Up,Back,0.0,8.0,1,FitNotes,Other,0.0,NA,FALSE,Pull
1685,2015-02-03,Pull Up,Back,0.0,3.0,2,FitNotes,Other,0.0,NA,FALSE,Pull
1686,2015-02-03,Flat Barbell Bench Press,Chest,40.0,10.0,1,FitNotes,Bench Press,400.0,Barbell,FALSE,Push
1687,2015-02-03,Flat Barbell Bench Press,Chest,50.0,5.0,2,FitNotes,Bench Press,250.0,Barbell,FALSE,Push
1688,2015-02-03,Flat Barbell Bench Press,Chest,60.0,5.0,3,FitNotes,Bench Press,300.0,Barbell,FALSE,Push
1689,2015-02-03,Flat Barbell Bench Press,Chest,70.0,5.0,4,FitNotes,Bench Press,350.0,Barbell,FALSE,Push
1690,2015-02-03,Flat Barbell Bench Press,Chest,75.0,3.0,5,FitNotes,Bench Press,225.0,Barbell,FALSE,Push
1691,2015-02-03,Flat Barbell Bench Press,Chest,77.5,3.0,6,FitNotes,Bench Press,232.5,Barbell,FALSE,Push
1692,2015-02-03,Flat Barbell Bench Press,Chest,80.0,4.0,7,FitNotes,Bench Press,320.0,Barbell,FALSE,Push
1693,2015-02-03,Flat Barbell Bench Press,Chest,60.0,10.0,8,FitNotes,Bench Press,600.0,Barbell,FALSE,Push
1694,2015-02-03,Cable Face Pull,Shoulders,20.0,10.0,1,FitNotes,Other,200.0,Cable,FALSE,Pull
1695,2015-02-03,Cable Face Pull,Shoulders,30.0,10.0,2,FitNotes,Other,300.0,Cable,FALSE,Pull
1696,2015-02-03,Cable Face Pull,Shoulders,40.0,10.0,3,FitNotes,Other,400.0,Cable,FALSE,Pull
1697,2015-02-03,Cable Rope Triceps Pushdown,Triceps,30.0,10.0,1,FitNotes,Other,300.0,Cable,FALSE,Push
1698,2015-02-03,Cable Rope Triceps Pushdown,Triceps,40.0,10.0,2,FitNotes,Other,400.0,Cable,FALSE,Push
1699,2015-02-03,Cable Rope Triceps Pushdown,Triceps,50.0,5.0,3,FitNotes,Other,250.0,Cable,FALSE,Push
1700,2015-02-03,Cable Rope Triceps Pushdown,Triceps,60.0,3.0,4,FitNotes,Other,180.0,Cable,FALSE,Push
1701,2015-02-03,Barbell Squat,Legs,20.0,5.0,1,FitNotes,Squat,100.0,Barbell,FALSE,Squat
1702,2015-02-03,Barbell Squat,Legs,20.0,5.0,2,FitNotes,Squat,100.0,Barbell,FALSE,Squat
1703,2015-02-03,Barbell Squat,Legs,60.0,5.0,3,FitNotes,Squat,300.0,Barbell,FALSE,Squat
1704,2015-02-03,Barbell Squat,Legs,70.0,5.0,4,FitNotes,Squat,350.0,Barbell,FALSE,Squat
1705,2015-02-03,Barbell Squat,Legs,90.0,5.0,5,FitNotes,Squat,450.0,Barbell,FALSE,Squat
1706,2015-02-03,Barbell Squat,Legs,100.0,5.0,6,FitNotes,Squat,500.0,Barbell,FALSE,Squat
1707,2015-02-03,Barbell Squat,Legs,110.0,5.0,7,FitNotes,Squat,550.0,Barbell,FALSE,Squat
1708,2015-02-03,Barbell Squat,Legs,120.0,3.0,8,FitNotes,Squat,360.0,Barbell,FALSE,Squat
1709,2015-02-03,Seated Calf Raise Machine,Legs,50.0,10.0,1,FitNotes,Other,500.0,Machine,FALSE,Pull
1710,2015-02-03,Seated Calf Raise Machine,Legs,50.0,10.0,2,FitNotes,Other,500.0,Machine,FALSE,Pull
1711,2015-02-03,Seated Calf Raise Machine,Legs,50.0,10.0,3,FitNotes,Other,500.0,Machine,FALSE,Pull
1712,2015-02-04,Flat Barbell Bench Press,Chest,40.0,10.0,1,FitNotes,Bench Press,400.0,Barbell,FALSE,Push
1713,2015-02-04,Flat Barbell Bench Press,Chest,45.0,10.0,2,FitNotes,Bench Press,450.0,Barbell,FALSE,Push
1714,2015-02-04,Flat Barbell Bench Press,Chest,50.0,10.0,3,FitNotes,Bench Press,500.0,Barbell,FALSE,Push
1715,2015-02-04,Flat Barbell Bench Press,Chest,55.0,10.0,4,FitNotes,Bench Press,550.0,Barbell,FALSE,Push
1716,2015-02-04,Flat Barbell Bench Press,Chest,60.0,10.0,5,FitNotes,Bench Press,600.0,Barbell,FALSE,Push
1717,2015-02-04,Flat Barbell Bench Press,Chest,65.0,5.0,6,FitNotes,Bench Press,325.0,Barbell,FALSE,Push
1718,2015-02-04,Cable Lat Pulldown,Back,50.0,10.0,1,FitNotes,Other,500.0,Cable,FALSE,Pull
1719,2015-02-04,Cable Lat Pulldown,Back,65.0,10.0,2,FitNotes,Other,650.0,Cable,FALSE,Pull
1720,2015-02-04,Cable Lat Pulldown,Back,70.0,5.0,3,FitNotes,Other,350.0,Cable,FALSE,Pull
1721,2015-02-04,Barbell Curl,Biceps,20.0,10.0,1,FitNotes,Other,200.0,Barbell,FALSE,NA
1722,2015-02-04,Barbell Curl,Biceps,25.0,10.0,2,FitNotes,Other,250.0,Barbell,FALSE,NA
1723,2015-02-04,Trap-Bar Farmers Walk,Back,100.0,8.0,1,FitNotes,Other,800.0,Trap Bar,FALSE,Carry
1724,2015-02-04,Trap-Bar Farmers Walk,Back,100.0,8.0,2,FitNotes,Other,800.0,Trap Bar,FALSE,Carry
1725,2015-02-04,Trap-Bar Farmers Walk,Back,100.0,13.0,3,FitNotes,Other,1300.0,Trap Bar,FALSE,Carry
1726,2015-02-04,Trap-Bar Farmers Walk,Back,100.0,13.0,4,FitNotes,Other,1300.0,Trap Bar,FALSE,Carry
1727,2015-02-04,Trap-Bar Deadlift,Back,140.0,5.0,1,FitNotes,Deadlift*,700.0,Trap Bar,FALSE,Hinge
1728,2015-02-04,Trap-Bar Deadlift,Back,160.0,1.0,2,FitNotes,Deadlift*,160.0,Trap Bar,FALSE,Hinge
1729,2015-02-04,Trap-Bar Deadlift,Back,180.0,1.0,3,FitNotes,Deadlift*,180.0,Trap Bar,FALSE,Hinge
1730,2015-02-04,Trap-Bar Deadlift,Back,200.0,1.0,4,FitNotes,Deadlift*,200.0,Trap Bar,FALSE,Hinge
1731,2015-02-04,Trap-Bar Deadlift,Back,210.0,1.0,5,FitNotes,Deadlift*,210.0,Trap Bar,FALSE,Hinge
1732,2015-02-06,One-Arm Cable Face Pull,Shoulders,15.0,10.0,1,FitNotes,Other,150.0,Cable,FALSE,Pull
1733,2015-02-06,Cable Face Pull,Shoulders,30.0,10.0,1,FitNotes,Other,300.0,Cable,FALSE,Pull
1734,2015-02-06,Cable Face Pull,Shoulders,40.0,10.0,2,FitNotes,Other,400.0,Cable,FALSE,Pull
1735,2015-02-06,Flat Dumbbell Bench Press,Chest,22.5,5.0,1,FitNotes,Bench Press*,112.5,Dumbbell,FALSE,Push
1736,2015-02-06,Flat Dumbbell Bench Press,Chest,25.0,5.0,2,FitNotes,Bench Press*,125.0,Dumbbell,FALSE,Push
1737,2015-02-06,Flat Dumbbell Bench Press,Chest,32.5,5.0,3,FitNotes,Bench Press*,162.5,Dumbbell,FALSE,Push
1738,2015-02-06,Flat Dumbbell Bench Press,Chest,35.0,3.0,4,FitNotes,Bench Press*,105.0,Dumbbell,FALSE,Push
1739,2015-02-06,Barbell Squat,Legs,20.0,5.0,1,FitNotes,Squat,100.0,Barbell,FALSE,Squat
1740,2015-02-06,Barbell Squat,Legs,60.0,5.0,2,FitNotes,Squat,300.0,Barbell,FALSE,Squat
1741,2015-02-06,Barbell Squat,Legs,80.0,5.0,3,FitNotes,Squat,400.0,Barbell,FALSE,Squat
1742,2015-02-06,Barbell Squat,Legs,100.0,3.0,4,FitNotes,Squat,300.0,Barbell,FALSE,Squat
1743,2015-02-06,Barbell Squat,Legs,110.0,1.0,5,FitNotes,Squat,110.0,Barbell,FALSE,Squat
1744,2015-02-06,Barbell Squat,Legs,120.0,1.0,6,FitNotes,Squat,120.0,Barbell,FALSE,Squat
1745,2015-02-06,Barbell Squat,Legs,130.0,1.0,7,FitNotes,Squat,130.0,Barbell,FALSE,Squat
1746,2015-02-07,Cable Face Pull,Shoulders,22.5,10.0,1,FitNotes,Other,225.0,Cable,FALSE,Pull
1747,2015-02-07,Cable Face Pull,Shoulders,35.0,10.0,2,FitNotes,Other,350.0,Cable,FALSE,Pull
1748,2015-02-07,Flat Barbell Bench Press,Chest,40.0,5.0,1,FitNotes,Bench Press,200.0,Barbell,FALSE,Push
1749,2015-02-07,Flat Barbell Bench Press,Chest,60.0,5.0,2,FitNotes,Bench Press,300.0,Barbell,FALSE,Push
1750,2015-02-07,Flat Barbell Bench Press,Chest,70.0,5.0,3,FitNotes,Bench Press,350.0,Barbell,FALSE,Push
1751,2015-02-07,Flat Barbell Bench Press,Chest,75.0,5.0,4,FitNotes,Bench Press,375.0,Barbell,FALSE,Push
1752,2015-02-07,Flat Barbell Bench Press,Chest,77.5,5.0,5,FitNotes,Bench Press,387.5,Barbell,FALSE,Push
1753,2015-02-07,Flat Barbell Bench Press,Chest,60.0,5.0,6,FitNotes,Bench Press,300.0,Barbell,FALSE,Push
1754,2015-02-07,Flat Barbell Bench Press,Chest,60.0,10.0,7,FitNotes,Bench Press,600.0,Barbell,FALSE,Push
1755,2015-02-07,Barbell Sumo Deadlift,Legs,110.0,5.0,1,FitNotes,Deadlift,550.0,Barbell,FALSE,Hinge
1756,2015-02-07,Barbell Sumo Deadlift,Legs,140.0,5.0,2,FitNotes,Deadlift,700.0,Barbell,FALSE,Hinge
1757,2015-02-07,Barbell Sumo Deadlift,Legs,160.0,1.0,3,FitNotes,Deadlift,160.0,Barbell,FALSE,Hinge
1758,2015-02-07,Barbell Sumo Deadlift,Legs,180.0,1.0,4,FitNotes,Deadlift,180.0,Barbell,FALSE,Hinge
1759,2015-02-07,Barbell Sumo Deadlift,Legs,190.0,1.0,5,FitNotes,Deadlift,190.0,Barbell,FALSE,Hinge
1760,2015-02-07,Deadlift,Back,110.0,5.0,1,FitNotes,Deadlift,550.0,NA,FALSE,Hinge
1761,2015-02-07,Barbell Power Clean,Back,60.0,1.0,1,FitNotes,Other,60.0,Barbell,FALSE,Pull
1762,2015-02-07,Barbell Front Squat,Legs,60.0,5.0,1,FitNotes,Squat*,300.0,Barbell,FALSE,Squat
1763,2015-02-07,Overhead Press,Shoulders,60.0,1.0,1,FitNotes,Overhead Press,60.0,NA,FALSE,Push
1764,2015-02-07,Barbell Power Clean,Back,60.0,1.0,2,FitNotes,Other,60.0,Barbell,FALSE,Pull
1765,2015-02-07,Barbell Power Clean,Back,60.0,1.0,3,FitNotes,Other,60.0,Barbell,FALSE,Pull
1766,2015-02-07,Barbell Front Squat,Legs,60.0,5.0,2,FitNotes,Squat*,300.0,Barbell,FALSE,Squat
1767,2015-02-07,Distanced One-Arm Rope Triceps Pushdown,Triceps,17.5,10.0,1,FitNotes,Other,175.0,NA,FALSE,Push
1768,2015-02-07,Distanced One-Arm Rope Triceps Pushdown,Triceps,20.0,10.0,2,FitNotes,Other,200.0,NA,FALSE,Push
1769,2015-02-07,V-Bar Lat Pulldown,Back,30.0,10.0,1,FitNotes,Other,300.0,NA,FALSE,Pull
1770,2015-02-07,V-Bar Lat Pulldown,Back,45.0,10.0,2,FitNotes,Other,450.0,NA,FALSE,Pull
1771,2015-02-07,V-Bar Lat Pulldown,Back,55.0,10.0,3,FitNotes,Other,550.0,NA,FALSE,Pull
1772,2015-02-07,V-Bar Lat Pulldown,Back,65.0,5.0,4,FitNotes,Other,325.0,NA,FALSE,Pull
1773,2015-02-12,Cable Face Pull,Shoulders,22.5,10.0,1,FitNotes,Other,225.0,Cable,FALSE,Pull
1774,2015-02-12,Cable Face Pull,Shoulders,30.0,10.0,2,FitNotes,Other,300.0,Cable,FALSE,Pull
1775,2015-02-12,Flat Dumbbell Bench Press,Chest,17.5,10.0,1,FitNotes,Bench Press*,175.0,Dumbbell,FALSE,Push
1776,2015-02-12,Flat Dumbbell Bench Press,Chest,20.0,10.0,2,FitNotes,Bench Press*,200.0,Dumbbell,FALSE,Push
1777,2015-02-12,Flat Dumbbell Bench Press,Chest,22.5,10.0,3,FitNotes,Bench Press*,225.0,Dumbbell,FALSE,Push
1778,2015-02-12,Flat Dumbbell Bench Press,Chest,25.0,10.0,4,FitNotes,Bench Press*,250.0,Dumbbell,FALSE,Push
1779,2015-02-12,Flat Barbell Bench Press,Chest,50.0,10.0,1,FitNotes,Bench Press,500.0,Barbell,FALSE,Push
1780,2015-02-12,Flat Barbell Bench Press,Chest,60.0,10.0,2,FitNotes,Bench Press,600.0,Barbell,FALSE,Push
1781,2015-02-12,Flat Barbell Bench Press,Chest,65.0,5.0,3,FitNotes,Bench Press,325.0,Barbell,FALSE,Push
1782,2015-02-12,Barbell Squat,Legs,20.0,5.0,1,FitNotes,Squat,100.0,Barbell,FALSE,Squat
1783,2015-02-12,Barbell Squat,Legs,70.0,5.0,2,FitNotes,Squat,350.0,Barbell,FALSE,Squat
1784,2015-02-12,Barbell Squat,Legs,80.0,5.0,3,FitNotes,Squat,400.0,Barbell,FALSE,Squat
1785,2015-02-12,Barbell Squat,Legs,95.0,5.0,4,FitNotes,Squat,475.0,Barbell,FALSE,Squat
1786,2015-02-12,Barbell Squat,Legs,100.0,5.0,5,FitNotes,Squat,500.0,Barbell,FALSE,Squat
1787,2015-02-12,Barbell Squat,Legs,110.0,3.0,6,FitNotes,Squat,330.0,Barbell,FALSE,Squat
1788,2015-02-12,Barbell Squat,Legs,120.0,1.0,7,FitNotes,Squat,120.0,Barbell,FALSE,Squat
1789,2015-02-12,Barbell Squat,Legs,130.0,1.0,8,FitNotes,Squat,130.0,Barbell,FALSE,Squat
1790,2015-02-12,Barbell Squat,Legs,130.0,1.0,9,FitNotes,Squat,130.0,Barbell,FALSE,Squat
1791,2015-02-12,Barbell Squat,Legs,100.0,5.0,10,FitNotes,Squat,500.0,Barbell,FALSE,Squat
1792,2015-02-12,Barbell Squat,Legs,70.0,5.0,11,FitNotes,Squat,350.0,Barbell,FALSE,Squat
1793,2015-02-13,Overhead Press,Shoulders,40.0,5.0,1,FitNotes,Overhead Press,200.0,NA,FALSE,Push
1794,2015-02-13,Overhead Press,Shoulders,45.0,5.0,2,FitNotes,Overhead Press,225.0,NA,FALSE,Push
1795,2015-02-13,Overhead Press,Shoulders,52.5,7.0,3,FitNotes,Overhead Press,367.5,NA,FALSE,Push
1796,2015-02-13,Overhead Press,Shoulders,40.0,8.0,4,FitNotes,Overhead Press,320.0,NA,FALSE,Push
1797,2015-02-13,Pull Up,Back,0.0,7.0,1,FitNotes,Other,0.0,NA,FALSE,Pull
1798,2015-02-13,Chin Up,Back,0.0,3.0,1,FitNotes,Other,0.0,NA,FALSE,Pull
1799,2015-02-13,Flat Dumbbell Bench Press,Chest,20.0,10.0,1,FitNotes,Bench Press*,200.0,Dumbbell,FALSE,Push
1800,2015-02-13,Flat Dumbbell Bench Press,Chest,20.0,10.0,2,FitNotes,Bench Press*,200.0,Dumbbell,FALSE,Push
1801,2015-02-13,Flat Dumbbell Bench Press,Chest,20.0,10.0,3,FitNotes,Bench Press*,200.0,Dumbbell,FALSE,Push
1802,2015-02-13,Flat Dumbbell Bench Press,Chest,20.0,10.0,4,FitNotes,Bench Press*,200.0,Dumbbell,FALSE,Push
1803,2015-02-13,Flat Dumbbell Bench Press,Chest,20.0,10.0,5,FitNotes,Bench Press*,200.0,Dumbbell,FALSE,Push
1804,2015-02-13,Standing One-Arm Cable Rear Delt Fly,Shoulders,10.0,10.0,1,FitNotes,Other,100.0,Cable,FALSE,NA
1805,2015-02-13,Leaning One-Arm Cable Lateral Raise,Shoulders,10.0,10.0,1,FitNotes,Other,100.0,Cable,FALSE,Pull
1806,2015-02-15,Cable Face Pull,Shoulders,22.5,15.0,1,FitNotes,Other,337.5,Cable,FALSE,Pull
1807,2015-02-15,Pull Up,Back,0.0,4.0,1,FitNotes,Other,0.0,NA,FALSE,Pull
1808,2015-02-15,Cable Face Pull,Shoulders,30.0,15.0,2,FitNotes,Other,450.0,Cable,FALSE,Pull
1809,2015-02-15,Standing One-Arm Cable Rear Delt Fly,Shoulders,10.0,10.0,1,FitNotes,Other,100.0,Cable,FALSE,NA
1810,2015-02-15,Standing One-Arm Cable Rear Delt Fly,Shoulders,12.5,10.0,2,FitNotes,Other,125.0,Cable,FALSE,NA
1811,2015-02-15,Barbell Squat,Legs,20.0,5.0,1,FitNotes,Squat,100.0,Barbell,FALSE,Squat
1812,2015-02-15,Barbell Squat,Legs,60.0,5.0,2,FitNotes,Squat,300.0,Barbell,FALSE,Squat
1813,2015-02-15,Barbell Squat,Legs,80.0,5.0,3,FitNotes,Squat,400.0,Barbell,FALSE,Squat
1814,2015-02-15,Barbell Squat,Legs,92.5,5.0,4,FitNotes,Squat,462.5,Barbell,FALSE,Squat
1815,2015-02-15,Barbell Squat,Legs,105.0,8.0,5,FitNotes,Squat,840.0,Barbell,FALSE,Squat
1816,2015-02-15,Barbell Squat,Legs,80.0,15.0,6,FitNotes,Squat,1200.0,Barbell,FALSE,Squat
1817,2015-02-15,Snatch-Grip Barbell Deadlift,Back,80.0,5.0,1,FitNotes,Deadlift*,400.0,Barbell,FALSE,Hinge
1818,2015-02-15,Snatch-Grip Barbell Deadlift,Back,100.0,2.0,2,FitNotes,Deadlift*,200.0,Barbell,FALSE,Hinge
1819,2015-02-15,Distanced One-Arm Rope Triceps Pushdown,Triceps,17.5,10.0,1,FitNotes,Other,175.0,NA,FALSE,Push
1820,2015-02-15,Distanced One-Arm Rope Triceps Pushdown,Triceps,20.0,15.0,2,FitNotes,Other,300.0,NA,FALSE,Push
1821,2015-02-16,Cable Face Pull,Shoulders,30.0,10.0,1,FitNotes,Other,300.0,Cable,FALSE,Pull
1822,2015-02-16,Cable Face Pull,Shoulders,40.0,10.0,2,FitNotes,Other,400.0,Cable,FALSE,Pull
1823,2015-02-16,V-Bar Lat Pulldown,Back,50.0,10.0,1,FitNotes,Other,500.0,NA,FALSE,Pull
1824,2015-02-16,V-Bar Lat Pulldown,Back,65.0,10.0,2,FitNotes,Other,650.0,NA,FALSE,Pull
1825,2015-02-16,Flat Barbell Bench Press,Chest,20.0,5.0,1,FitNotes,Bench Press,100.0,Barbell,FALSE,Push
1826,2015-02-16,Flat Barbell Bench Press,Chest,45.0,5.0,2,FitNotes,Bench Press,225.0,Barbell,FALSE,Push
1827,2015-02-16,Flat Barbell Bench Press,Chest,52.5,5.0,3,FitNotes,Bench Press,262.5,Barbell,FALSE,Push
1828,2015-02-16,Flat Barbell Bench Press,Chest,60.0,15.0,4,FitNotes,Bench Press,900.0,Barbell,FALSE,Push
1829,2015-02-16,Flat Barbell Bench Press,Chest,40.0,20.0,5,FitNotes,Bench Press,800.0,Barbell,FALSE,Push
1830,2015-02-16,Overhead Press,Shoulders,20.0,10.0,1,FitNotes,Overhead Press,200.0,NA,FALSE,Push
1831,2015-02-16,Overhead Press,Shoulders,30.0,10.0,2,FitNotes,Overhead Press,300.0,NA,FALSE,Push
1832,2015-02-16,Overhead Press,Shoulders,40.0,10.0,3,FitNotes,Overhead Press,400.0,NA,FALSE,Push
1833,2015-02-16,Distanced One-Arm Rope Triceps Pushdown,Triceps,20.0,10.0,1,FitNotes,Other,200.0,NA,FALSE,Push
1834,2015-02-16,Distanced One-Arm Rope Triceps Pushdown,Triceps,22.5,5.0,2,FitNotes,Other,112.5,NA,FALSE,Push
1835,2015-02-17,Barbell Sumo Deadlift,Legs,100.0,5.0,1,FitNotes,Deadlift,500.0,Barbell,FALSE,Hinge
1836,2015-02-17,Barbell Sumo Deadlift,Legs,110.0,5.0,2,FitNotes,Deadlift,550.0,Barbell,FALSE,Hinge
1837,2015-02-17,Barbell Sumo Deadlift,Legs,127.5,5.0,3,FitNotes,Deadlift,637.5,Barbell,FALSE,Hinge
1838,2015-02-17,Barbell Sumo Deadlift,Legs,145.0,7.0,4,FitNotes,Deadlift,1015.0,Barbell,FALSE,Hinge
1839,2015-02-17,Barbell Sumo Deadlift,Legs,110.0,7.0,5,FitNotes,Deadlift,770.0,Barbell,FALSE,Hinge
1840,2015-02-17,Seated Cable Row,Back,50.0,10.0,1,FitNotes,Other,500.0,Cable,FALSE,Pull
