X,DATE,EXERCISE,CATEGORY,WEIGHT,REPS,SET_NUM,SOURCE,BIG_FOUR,VOLUME,IMPLEMENT,ASSISTED,MOVEMENT
116,2014-08-15,Trap-Bar Deadlift,Back,180.0,1.0,3,FitNotes,Deadlift*,180.0,Trap Bar,FALSE,Hinge
117,2014-08-15,Machine Leg Press,Legs,100.0,12.0,1,FitNotes,Other,1200.0,Machine,FALSE,Push
118,2014-08-15,Machine Leg Press,Legs,120.0,12.0,2,FitNotes,Other,1440.0,Machine,FALSE,Push
119,2014-08-15,Machine Leg Press,Legs,120.0,12.0,3,FitNotes,Other,1440.0,Machine,FALSE,Push
120,2014-08-15,Lying Leg Curl Machine,Legs,35.0,12.0,1,FitNotes,Other,420.0,Machine,FALSE,NA
121,2014-08-15,Lying Leg Curl Machine,Legs,40.0,12.0,2,FitNotes,Other,480.0,Machine,FALSE,NA
122,2014-08-15,Seated Calf Raise Machine,Legs,50.0,15.0,1,FitNotes,Other,750.0,Machine,FALSE,Pull
123,2014-08-15,Seated Calf Raise Machine,Legs,60.0,10.0,2,FitNotes,Other,600.0,Machine,FALSE,Pull
124,2014-08-15,Seated Calf Raise Machine,Legs,60.0,8.0,3,FitNotes,Other,480.0,Machine,FALSE,Pull
125,2014-08-15,Lying Leg Curl Machine,Legs,40.0,12.0,3,FitNotes,Other,480.0,Machine,FALSE,NA
126,2014-08-15,Adductor Machine,Legs,60.0,12.0,1,FitNotes,Other,720.0,Machine,FALSE,NA
127,2014-08-15,Adductor Machine,Legs,85.0,12.0,2,FitNotes,Other,1020.0,Machine,FALSE,NA
128,2014-08-15,Adductor Machine,Legs,100.0,10.0,3,FitNotes,Other,1e3,Machine,FALSE,NA
129,2014-08-15,Abductor Machine,Legs,65.0,15.0,1,FitNotes,Other,975.0,Machine,FALSE,NA
130,2014-08-15,Abductor Machine,Legs,80.0,12.0,2,FitNotes,Other,960.0,Machine,FALSE,NA
