"","EXERCISE","DATE","WEIGHT","REPS","SOURCE","CATEGORY","SET_NUM"
"877","Barbell Deadlift",2012-08-31,62,5,"Fitocracy",NA,NA
"878","Barbell Deadlift",2012-08-31,82,5,"Fitocracy",NA,NA
"879","Barbell Deadlift",2012-08-31,82,5,"Fitocracy",NA,NA
"880","Barbell Deadlift",2012-08-31,112,3,"Fitocracy",NA,NA
"881","Barbell Deadlift",2012-08-31,122,2,"Fitocracy",NA,NA
"882","Barbell Deadlift",2012-08-31,132,1,"Fitocracy",NA,NA
"883","Barbell Deadlift",2012-08-31,132,1,"Fitocracy",NA,NA
"884","Barbell Deadlift",2012-08-31,137,1,"Fitocracy",NA,NA
"885","Barbell Deadlift",2012-09-03,70,5,"Fitocracy",NA,NA
"886","Barbell Deadlift",2012-09-03,85,5,"Fitocracy",NA,NA
"887","Barbell Deadlift",2012-09-03,110,5,"Fitocracy",NA,NA
"888","Barbell Deadlift",2012-09-03,110,5,"Fitocracy",NA,NA
"889","Barbell Deadlift",2012-09-03,110,5,"Fitocracy",NA,NA
"890","Barbell Deadlift",2012-09-12,92,5,"Fitocracy",NA,NA
"891","Barbell Deadlift",2012-09-12,112,5,"Fitocracy",NA,NA
"892","Barbell Deadlift",2012-09-17,92,5,"Fitocracy",NA,NA
"893","Barbell Deadlift",2012-09-17,112,5,"Fitocracy",NA,NA
"894","Barbell Deadlift",2012-09-17,122,5,"Fitocracy",NA,NA
"895","Barbell Deadlift",2012-09-17,132,3,"Fitocracy",NA,NA
"896","Barbell Deadlift",2012-09-28,71,5,"Fitocracy",NA,NA
"897","Barbell Deadlift",2012-09-28,81,5,"Fitocracy",NA,NA
"898","Barbell Deadlift",2012-09-28,96,5,"Fitocracy",NA,NA
"899","Barbell Deadlift",2012-09-28,113.5,5,"Fitocracy",NA,NA
"900","Barbell Deadlift",2012-10-05,81,5,"Fitocracy",NA,NA
"901","Barbell Deadlift",2012-10-05,81,5,"Fitocracy",NA,NA
"902","Barbell Deadlift",2012-10-05,101,5,"Fitocracy",NA,NA
"903","Barbell Deadlift",2012-10-05,116,5,"Fitocracy",NA,NA
"904","Barbell Deadlift",2012-10-17,85,3,"Fitocracy",NA,NA
"905","Barbell Deadlift",2012-10-17,85,3,"Fitocracy",NA,NA
"906","Barbell Deadlift",2012-10-17,85,3,"Fitocracy",NA,NA
"907","Barbell Deadlift",2012-10-17,85,3,"Fitocracy",NA,NA
"908","Barbell Deadlift",2012-10-17,85,3,"Fitocracy",NA,NA
"909","Barbell Deadlift",2012-10-17,85,3,"Fitocracy",NA,NA
"910","Barbell Deadlift",2012-10-17,85,3,"Fitocracy",NA,NA
"911","Barbell Deadlift",2012-10-17,85,3,"Fitocracy",NA,NA
"912","Barbell Deadlift",2012-10-17,85,3,"Fitocracy",NA,NA
"913","Barbell Deadlift",2012-10-17,85,3,"Fitocracy",NA,NA
"914","Barbell Deadlift",2012-10-17,95,3,"Fitocracy",NA,NA
"915","Barbell Deadlift",2012-10-17,95,3,"Fitocracy",NA,NA
"916","Barbell Deadlift",2012-10-17,95,3,"Fitocracy",NA,NA
"917","Barbell Deadlift",2012-10-17,95,3,"Fitocracy",NA,NA
"918","Barbell Deadlift",2012-10-17,95,3,"Fitocracy",NA,NA
"919","Barbell Deadlift",2012-10-17,95,3,"Fitocracy",NA,NA
"920","Barbell Deadlift",2012-10-17,95,3,"Fitocracy",NA,NA
"921","Barbell Deadlift",2012-10-17,95,3,"Fitocracy",NA,NA
"922","Barbell Deadlift",2012-10-17,95,3,"Fitocracy",NA,NA
"923","Barbell Deadlift",2012-10-17,95,3,"Fitocracy",NA,NA
"924","Barbell Deadlift",2012-10-17,100,3,"Fitocracy",NA,NA
"925","Barbell Deadlift",2012-10-17,100,3,"Fitocracy",NA,NA
"926","Barbell Deadlift",2012-10-17,100,3,"Fitocracy",NA,NA
"927","Barbell Deadlift",2012-10-17,100,3,"Fitocracy",NA,NA
"928","Barbell Deadlift",2012-10-17,100,3,"Fitocracy",NA,NA
"929","Barbell Deadlift",2012-10-17,100,3,"Fitocracy",NA,NA
"930","Barbell Deadlift",2012-10-17,100,3,"Fitocracy",NA,NA
"931","Barbell Deadlift",2012-10-17,100,3,"Fitocracy",NA,NA
"932","Barbell Deadlift",2012-10-17,100,3,"Fitocracy",NA,NA
"933","Barbell Deadlift",2012-10-17,100,3,"Fitocracy",NA,NA
"934","Barbell Deadlift",2012-10-17,105,3,"Fitocracy",NA,NA
"935","Barbell Deadlift",2012-10-17,105,3,"Fitocracy",NA,NA
"936","Barbell Deadlift",2012-10-17,105,3,"Fitocracy",NA,NA
"937","Barbell Deadlift",2012-10-17,105,3,"Fitocracy",NA,NA
"938","Barbell Deadlift",2012-10-17,105,3,"Fitocracy",NA,NA
"939","Barbell Deadlift",2012-10-17,115,2,"Fitocracy",NA,NA
"940","Barbell Deadlift",2012-10-17,125,1,"Fitocracy",NA,NA
"941","Barbell Deadlift",2012-10-17,130,1,"Fitocracy",NA,NA
"942","Barbell Deadlift",2012-10-17,135,1,"Fitocracy",NA,NA
"943","Barbell Deadlift",2012-10-17,151,1,"Fitocracy",NA,NA
"944","Barbell Deadlift",2012-10-21,62.5,1,"Fitocracy",NA,NA
"945","Barbell Deadlift",2012-10-25,91,3,"Fitocracy",NA,NA
"946","Barbell Deadlift",2012-10-25,111,3,"Fitocracy",NA,NA
"947","Barbell Deadlift",2012-10-25,125,3,"Fitocracy",NA,NA
"948","Barbell Deadlift",2012-10-25,130,2,"Fitocracy",NA,NA
"949","Barbell Deadlift",2012-10-25,140,1,"Fitocracy",NA,NA
"950","Barbell Deadlift",2012-10-25,155,1,"Fitocracy",NA,NA
"951","Barbell Deadlift",2012-11-02,90,8,"Fitocracy",NA,NA
"952","Barbell Deadlift",2012-11-02,90,8,"Fitocracy",NA,NA
"953","Barbell Deadlift",2012-11-02,100,8,"Fitocracy",NA,NA
"954","Barbell Deadlift",2012-11-02,110,3,"Fitocracy",NA,NA
"955","Barbell Deadlift",2012-11-02,130,3,"Fitocracy",NA,NA
"956","Barbell Deadlift",2012-11-02,135,2,"Fitocracy",NA,NA
"957","Barbell Deadlift",2012-11-04,90,5,"Fitocracy",NA,NA
"958","Barbell Deadlift",2012-11-04,90,5,"Fitocracy",NA,NA
"959","Barbell Deadlift",2012-11-04,90,5,"Fitocracy",NA,NA
"960","Barbell Deadlift",2012-11-09,40,10,"Fitocracy",NA,NA
"961","Barbell Deadlift",2012-11-09,60,10,"Fitocracy",NA,NA
"962","Barbell Deadlift",2012-11-09,90,10,"Fitocracy",NA,NA
"963","Barbell Deadlift",2012-11-09,90,10,"Fitocracy",NA,NA
"964","Barbell Deadlift",2012-11-09,100,10,"Fitocracy",NA,NA
"965","Barbell Deadlift",2012-12-14,90,5,"Fitocracy",NA,NA
"966","Barbell Deadlift",2012-12-14,110,3,"Fitocracy",NA,NA
"967","Barbell Deadlift",2012-12-14,120,5,"Fitocracy",NA,NA
"968","Barbell Deadlift",2012-12-14,120,3,"Fitocracy",NA,NA
"969","Barbell Deadlift",2012-12-14,140,1,"Fitocracy",NA,NA
"970","Barbell Deadlift",2012-12-14,150,1,"Fitocracy",NA,NA
"971","Barbell Deadlift",2012-12-14,160,1,"Fitocracy",NA,NA
"972","Barbell Deadlift",2012-12-31,90,10,"Fitocracy",NA,NA
"973","Barbell Deadlift",2013-01-04,60,5,"Fitocracy",NA,NA
"974","Barbell Deadlift",2013-01-04,60,5,"Fitocracy",NA,NA
"975","Barbell Deadlift",2013-01-04,60,3,"Fitocracy",NA,NA
"976","Barbell Deadlift",2013-01-04,82.5,5,"Fitocracy",NA,NA
"977","Barbell Deadlift",2013-01-04,90,5,"Fitocracy",NA,NA
"978","Barbell Deadlift",2013-01-04,95,10,"Fitocracy",NA,NA
"979","Barbell Deadlift",2013-01-11,90,3,"Fitocracy",NA,NA
"980","Barbell Deadlift",2013-01-11,95,3,"Fitocracy",NA,NA
"981","Barbell Deadlift",2013-01-11,100,12,"Fitocracy",NA,NA
"982","Barbell Deadlift",2013-01-17,82.5,5,"Fitocracy",NA,NA
"983","Barbell Deadlift",2013-01-17,95,3,"Fitocracy",NA,NA
"984","Barbell Deadlift",2013-01-17,105,12,"Fitocracy",NA,NA
"985","Barbell Deadlift",2013-01-19,105,3,"Fitocracy",NA,NA
"986","Barbell Deadlift",2013-02-05,90,5,"Fitocracy",NA,NA
"987","Barbell Deadlift",2013-02-05,95,5,"Fitocracy",NA,NA
"988","Barbell Deadlift",2013-02-05,105,8,"Fitocracy",NA,NA
"989","Barbell Deadlift",2013-02-09,95,3,"Fitocracy",NA,NA
"990","Barbell Deadlift",2013-02-09,100,3,"Fitocracy",NA,NA
"991","Barbell Deadlift",2013-02-09,105,15,"Fitocracy",NA,NA
"992","Barbell Deadlift",2013-02-17,90,5,"Fitocracy",NA,NA
"993","Barbell Deadlift",2013-02-17,100,3,"Fitocracy",NA,NA
"994","Barbell Deadlift",2013-02-17,115,10,"Fitocracy",NA,NA
"995","Barbell Deadlift",2013-02-23,100,3,"Fitocracy",NA,NA
"996","Barbell Deadlift",2013-02-23,105,3,"Fitocracy",NA,NA
"997","Barbell Deadlift",2013-02-23,110,7,"Fitocracy",NA,NA
"998","Barbell Deadlift",2013-02-23,120,4,"Fitocracy",NA,NA
"999","Barbell Deadlift",2013-02-23,120,3,"Fitocracy",NA,NA
"1000","Barbell Deadlift",2013-03-03,50,10,"Fitocracy",NA,NA
"1001","Barbell Deadlift",2013-03-03,92.5,5,"Fitocracy",NA,NA
"1002","Barbell Deadlift",2013-03-03,105,3,"Fitocracy",NA,NA
"1003","Barbell Deadlift",2013-03-03,115,5,"Fitocracy",NA,NA
"1004","Barbell Deadlift",2013-03-03,115,8,"Fitocracy",NA,NA
"1005","Barbell Deadlift",2013-03-09,50,10,"Fitocracy",NA,NA
"1006","Barbell Deadlift",2013-03-09,97.5,5,"Fitocracy",NA,NA
"1007","Barbell Deadlift",2013-03-09,105,5,"Fitocracy",NA,NA
"1008","Barbell Deadlift",2013-03-09,110,16,"Fitocracy",NA,NA
"1009","Barbell Deadlift",2013-03-13,65,10,"Fitocracy",NA,NA
"1010","Barbell Deadlift",2013-03-29,50,5,"Fitocracy",NA,NA
"1011","Barbell Deadlift",2013-03-29,60,5,"Fitocracy",NA,NA
"1012","Barbell Deadlift",2013-03-29,70,5,"Fitocracy",NA,NA
"1013","Barbell Deadlift",2013-03-29,90,5,"Fitocracy",NA,NA
"1014","Barbell Deadlift",2013-03-29,102.5,5,"Fitocracy",NA,NA
"1015","Barbell Deadlift",2013-03-29,115,5,"Fitocracy",NA,NA
"1016","Barbell Deadlift",2013-03-29,130,2,"Fitocracy",NA,NA
"1017","Barbell Deadlift",2013-03-29,145,1,"Fitocracy",NA,NA
"1018","Barbell Deadlift",2013-03-29,155,1,"Fitocracy",NA,NA
"1019","Barbell Deadlift",2013-03-29,165,1,"Fitocracy",NA,NA
"1020","Barbell Deadlift",2013-03-31,110,2,"Fitocracy",NA,NA
"1021","Barbell Deadlift",2013-04-01,67.5,10,"Fitocracy",NA,NA
"1022","Barbell Deadlift",2013-04-01,67.5,10,"Fitocracy",NA,NA
"1023","Barbell Deadlift",2013-04-01,67.5,10,"Fitocracy",NA,NA
"1024","Barbell Deadlift",2013-04-01,67.5,10,"Fitocracy",NA,NA
"1025","Barbell Deadlift",2013-04-01,67.5,10,"Fitocracy",NA,NA
"1026","Barbell Deadlift",2013-04-06,60,5,"Fitocracy",NA,NA
"1027","Barbell Deadlift",2013-04-06,70,5,"Fitocracy",NA,NA
"1028","Barbell Deadlift",2013-04-06,80,5,"Fitocracy",NA,NA
"1029","Barbell Deadlift",2013-04-06,95,3,"Fitocracy",NA,NA
"1030","Barbell Deadlift",2013-04-06,110,3,"Fitocracy",NA,NA
"1031","Barbell Deadlift",2013-04-06,125,5,"Fitocracy",NA,NA
"1032","Barbell Deadlift",2013-04-08,67.5,5,"Fitocracy",NA,NA
"1033","Barbell Deadlift",2013-04-08,67.5,10,"Fitocracy",NA,NA
"1034","Barbell Deadlift",2013-04-08,67.5,10,"Fitocracy",NA,NA
"1035","Barbell Deadlift",2013-04-08,67.5,10,"Fitocracy",NA,NA
"1036","Barbell Deadlift",2013-04-08,67.5,5,"Fitocracy",NA,NA
"1037","Barbell Deadlift",2013-04-12,65,5,"Fitocracy",NA,NA
"1038","Barbell Deadlift",2013-04-12,65,5,"Fitocracy",NA,NA
"1039","Barbell Deadlift",2013-04-12,100,3,"Fitocracy",NA,NA
"1040","Barbell Deadlift",2013-04-12,115,3,"Fitocracy",NA,NA
"1041","Barbell Deadlift",2013-04-12,135,7,"Fitocracy",NA,NA
"1042","Barbell Deadlift",2013-04-12,145,3,"Fitocracy",NA,NA
"1043","Barbell Deadlift",2013-04-12,145,2,"Fitocracy",NA,NA
"1044","Barbell Deadlift",2013-04-15,70,5,"Fitocracy",NA,NA
"1045","Barbell Deadlift",2013-04-15,70,5,"Fitocracy",NA,NA
"1046","Barbell Deadlift",2013-04-15,140,5,"Fitocracy",NA,NA
"1047","Barbell Deadlift",2013-04-15,150,3,"Fitocracy",NA,NA
"1048","Barbell Deadlift",2013-04-15,150,1,"Fitocracy",NA,NA
"1049","Barbell Deadlift",2013-04-19,60,10,"Fitocracy",NA,NA
"1050","Barbell Deadlift",2013-04-19,110,5,"Fitocracy",NA,NA
"1051","Barbell Deadlift",2013-04-19,140,5,"Fitocracy",NA,NA
"1052","Barbell Deadlift",2013-04-19,150,5,"Fitocracy",NA,NA
"1053","Barbell Deadlift",2013-04-23,60,5,"Fitocracy",NA,NA
"1054","Barbell Deadlift",2013-04-23,110,3,"Fitocracy",NA,NA
"1055","Barbell Deadlift",2013-04-23,140,1,"Fitocracy",NA,NA
"1056","Barbell Deadlift",2013-05-01,62.5,5,"Fitocracy",NA,NA
"1057","Barbell Deadlift",2013-05-01,110,3,"Fitocracy",NA,NA
"1058","Barbell Deadlift",2013-05-01,130,3,"Fitocracy",NA,NA
"1059","Barbell Deadlift",2013-05-08,60,10,"Fitocracy",NA,NA
"1060","Barbell Deadlift",2013-05-08,110,5,"Fitocracy",NA,NA
"1061","Barbell Deadlift",2013-05-08,120,4,"Fitocracy",NA,NA
"1062","Barbell Deadlift",2013-05-08,130,2,"Fitocracy",NA,NA
"1063","Barbell Deadlift",2013-05-14,60,5,"Fitocracy",NA,NA
"1064","Barbell Deadlift",2013-05-14,60,5,"Fitocracy",NA,NA
"1065","Barbell Deadlift",2013-05-14,110,8,"Fitocracy",NA,NA
"1066","Barbell Deadlift",2013-05-14,120,5,"Fitocracy",NA,NA
"1067","Barbell Deadlift",2013-05-14,140,1,"Fitocracy",NA,NA
"1068","Barbell Deadlift",2013-05-14,160,1,"Fitocracy",NA,NA
"1069","Barbell Deadlift",2013-06-10,60,5,"Fitocracy",NA,NA
"1070","Barbell Deadlift",2013-06-10,60,5,"Fitocracy",NA,NA
"1071","Barbell Deadlift",2013-06-10,60,5,"Fitocracy",NA,NA
"1072","Barbell Deadlift",2013-06-10,90,5,"Fitocracy",NA,NA
"1073","Barbell Deadlift",2013-06-10,100,5,"Fitocracy",NA,NA
"1074","Barbell Deadlift",2013-06-10,115,5,"Fitocracy",NA,NA
"1075","Barbell Deadlift",2013-06-14,115,3,"Fitocracy",NA,NA
"1076","Barbell Deadlift",2013-06-14,115,2,"Fitocracy",NA,NA
"1077","Barbell Deadlift",2013-06-17,90,5,"Fitocracy",NA,NA
"1078","Barbell Deadlift",2013-06-17,100,3,"Fitocracy",NA,NA
"1079","Barbell Deadlift",2013-06-17,140,1,"Fitocracy",NA,NA
"1080","Barbell Deadlift",2013-06-17,160,1,"Fitocracy",NA,NA
"1081","Barbell Deadlift",2013-06-17,170,1,"Fitocracy",NA,NA
"1082","Barbell Deadlift",2013-06-24,110,3,"Fitocracy",NA,NA
"1083","Barbell Deadlift",2013-06-24,140,1,"Fitocracy",NA,NA
"1084","Barbell Deadlift",2013-06-24,170,1,"Fitocracy",NA,NA
"1085","Barbell Deadlift",2013-07-01,110,5,"Fitocracy",NA,NA
"1086","Barbell Deadlift",2013-07-01,140,3,"Fitocracy",NA,NA
"1087","Barbell Deadlift",2013-07-01,180,1,"Fitocracy",NA,NA
"1088","Barbell Deadlift",2013-07-01,180,1,"Fitocracy",NA,NA
"1089","Barbell Deadlift",2013-07-08,110,3,"Fitocracy",NA,NA
"1090","Barbell Deadlift",2013-07-08,130,2,"Fitocracy",NA,NA
"1091","Barbell Deadlift",2013-07-08,130,3,"Fitocracy",NA,NA
"1092","Barbell Deadlift",2013-07-25,110,3,"Fitocracy",NA,NA
"1093","Barbell Deadlift",2013-07-25,140,3,"Fitocracy",NA,NA
"1094","Barbell Deadlift",2013-07-25,160,1,"Fitocracy",NA,NA
"1095","Barbell Deadlift",2013-07-25,160,1,"Fitocracy",NA,NA
"1096","Barbell Deadlift",2013-07-25,160,1,"Fitocracy",NA,NA
"1097","Barbell Deadlift",2013-09-09,60,5,"Fitocracy",NA,NA
"1098","Barbell Deadlift",2013-09-09,60,5,"Fitocracy",NA,NA
"1099","Barbell Deadlift",2013-09-14,60,5,"Fitocracy",NA,NA
"1100","Barbell Deadlift",2013-09-14,100,5,"Fitocracy",NA,NA
"1101","Barbell Deadlift",2013-09-14,115,5,"Fitocracy",NA,NA
"1102","Barbell Deadlift",2013-09-14,130,6,"Fitocracy",NA,NA
"1103","Barbell Deadlift",2013-11-15,110,3,"Fitocracy",NA,NA
"1104","Barbell Deadlift",2013-11-15,130,3,"Fitocracy",NA,NA
"1105","Barbell Deadlift",2013-11-15,140,1,"Fitocracy",NA,NA
"1106","Barbell Deadlift",2013-12-06,130,2,"Fitocracy",NA,NA
"1107","Barbell Deadlift",2013-12-06,150,1,"Fitocracy",NA,NA
"1108","Barbell Deadlift",2013-12-06,170,1,"Fitocracy",NA,NA
"1109","Barbell Deadlift",2013-12-06,190,1,"Fitocracy",NA,NA
"1110","Barbell Deadlift",2013-12-16,90,5,"Fitocracy",NA,NA
"1111","Barbell Deadlift",2013-12-16,140,3,"Fitocracy",NA,NA
"1112","Barbell Deadlift",2013-12-16,160,1,"Fitocracy",NA,NA
"1113","Barbell Deadlift",2013-12-21,70,5,"Fitocracy",NA,NA
"1114","Barbell Deadlift",2014-01-29,90,5,"Fitocracy",NA,NA
"1115","Barbell Deadlift",2014-01-29,140,1,"Fitocracy",NA,NA
"1116","Barbell Deadlift",2014-01-29,140,3,"Fitocracy",NA,NA
"1117","Barbell Deadlift",2014-01-29,150,2,"Fitocracy",NA,NA
"1118","Barbell Deadlift",2014-01-29,160,1,"Fitocracy",NA,NA
"1119","Barbell Deadlift",2014-01-29,160,1,"Fitocracy",NA,NA
"1120","Barbell Deadlift",2014-01-29,170,1,"Fitocracy",NA,NA
"1121","Barbell Deadlift",2014-03-20,110,5,"Fitocracy",NA,NA
"1122","Barbell Deadlift",2014-03-20,150,3,"Fitocracy",NA,NA
"1123","Barbell Deadlift",2014-03-20,165,3,"Fitocracy",NA,NA
"1124","Barbell Deadlift",2014-03-20,175,1,"Fitocracy",NA,NA
"1125","Barbell Deadlift",2014-03-23,110,1,"Fitocracy",NA,NA
"1126","Barbell Floor Press",2013-08-13,50,5,"Fitocracy",NA,NA
"1127","Barbell Glute Bridge",2012-08-06,12,5,"Fitocracy",NA,NA
"1128","Barbell Glute Bridge",2012-08-06,42,5,"Fitocracy",NA,NA
"1129","Barbell Glute Bridge",2012-08-06,42,5,"Fitocracy",NA,NA
"1130","Barbell Glute Bridge",2012-08-06,42,10,"Fitocracy",NA,NA
"1131","Barbell Glute Bridge",2012-08-26,12,5,"Fitocracy",NA,NA
"1132","Barbell Glute Bridge",2012-10-25,45,10,"Fitocracy",NA,NA
"1133","Barbell Glute Bridge",2012-10-25,50,10,"Fitocracy",NA,NA
"1134","Barbell Glute Bridge",2012-10-31,55,8,"Fitocracy",NA,NA
"1135","Barbell Glute Bridge",2012-10-31,55,8,"Fitocracy",NA,NA
"1136","Barbell Glute Bridge",2012-10-31,55,8,"Fitocracy",NA,NA
"1137","Barbell Glute Bridge",2013-04-23,60,5,"Fitocracy",NA,NA
"1138","Barbell Glute Bridge",2013-04-23,60,6,"Fitocracy",NA,NA
"1139","Barbell Glute Bridge",2013-04-23,60,10,"Fitocracy",NA,NA
"1140","Barbell Glute Bridge",2013-10-03,60,6,"Fitocracy",NA,NA
"1141","Barbell Glute Bridge",2013-10-03,60,6,"Fitocracy",NA,NA
"1142","Barbell Glute Bridge",2013-10-03,60,15,"Fitocracy",NA,NA
"1143","Barbell Hip Thrust",2012-08-02,10,5,"Fitocracy",NA,NA
"1144","Barbell Incline Bench Press",2012-10-25,35,5,"Fitocracy",NA,NA
"1145","Barbell Incline Bench Press",2012-10-25,35,5,"Fitocracy",NA,NA
"1146","Barbell Incline Bench Press",2012-10-25,40,5,"Fitocracy",NA,NA
"1147","Barbell Incline Bench Press",2012-10-25,45,5,"Fitocracy",NA,NA
"1148","Barbell Incline Bench Press",2012-10-25,50,5,"Fitocracy",NA,NA
"1149","Barbell Incline Bench Press",2012-10-31,35,5,"Fitocracy",NA,NA
"1150","Barbell Incline Bench Press",2012-10-31,35,10,"Fitocracy",NA,NA
"1151","Barbell Incline Bench Press",2012-10-31,35,10,"Fitocracy",NA,NA
"1152","Barbell Incline Bench Press",2012-10-31,35,5,"Fitocracy",NA,NA
"1153","Barbell Incline Bench Press",2012-10-31,35,5,"Fitocracy",NA,NA
"1154","Barbell Incline Bench Press",2012-11-08,35,5,"Fitocracy",NA,NA
"1155","Barbell Incline Bench Press",2012-11-08,40,5,"Fitocracy",NA,NA
"1156","Barbell Incline Bench Press",2012-11-08,40,5,"Fitocracy",NA,NA
"1157","Barbell Incline Bench Press",2013-01-13,15,5,"Fitocracy",NA,NA
"1158","Barbell Incline Bench Press",2013-01-13,35,10,"Fitocracy",NA,NA
"1159","Barbell Incline Bench Press",2013-01-13,35,10,"Fitocracy",NA,NA
"1160","Barbell Incline Bench Press",2013-01-19,30,10,"Fitocracy",NA,NA
"1161","Barbell Incline Bench Press",2013-01-19,35,10,"Fitocracy",NA,NA
"1162","Barbell Incline Bench Press",2013-02-05,45,10,"Fitocracy",NA,NA
"1163","Barbell Incline Bench Press",2013-02-05,35,10,"Fitocracy",NA,NA
"1164","Barbell Incline Bench Press",2013-02-05,35,10,"Fitocracy",NA,NA
"1165","Barbell Incline Bench Press",2013-03-09,40,10,"Fitocracy",NA,NA
"1166","Barbell Incline Bench Press",2013-03-09,35,10,"Fitocracy",NA,NA
"1167","Barbell Incline Bench Press",2013-03-09,35,10,"Fitocracy",NA,NA
"1168","Barbell Incline Bench Press",2013-06-09,30,10,"Fitocracy",NA,NA
"1169","Barbell Incline Bench Press",2013-06-09,30,10,"Fitocracy",NA,NA
"1170","Barbell Incline Bench Press",2013-06-09,30,10,"Fitocracy",NA,NA
"1171","Barbell Incline Bench Press",2013-08-16,30,3,"Fitocracy",NA,NA
"1172","Barbell Incline Bench Press",2013-08-16,30,3,"Fitocracy",NA,NA
"1173","Barbell Incline Bench Press",2013-08-18,30,5,"Fitocracy",NA,NA
"1174","Barbell Incline Bench Press",2013-08-18,30,5,"Fitocracy",NA,NA
"1175","Barbell Incline Bench Press",2013-08-18,50,5,"Fitocracy",NA,NA
"1176","Barbell Incline Bench Press",2013-08-18,70,1,"Fitocracy",NA,NA
"1177","Barbell Incline Bench Press",2013-08-18,50,5,"Fitocracy",NA,NA
"1178","Barbell Incline Bench Press",2013-09-09,50,5,"Fitocracy",NA,NA
"1179","Barbell Incline Bench Press",2013-09-09,55,5,"Fitocracy",NA,NA
"1180","Barbell Incline Bench Press",2013-09-09,60,5,"Fitocracy",NA,NA
"1181","Barbell Incline Bench Press",2013-09-09,62.5,5,"Fitocracy",NA,NA
"1182","Barbell Incline Bench Press",2013-09-09,55,5,"Fitocracy",NA,NA
"1183","Barbell Incline Bench Press",2013-09-09,57.5,5,"Fitocracy",NA,NA
"1184","Barbell Incline Bench Press",2013-09-19,30,5,"Fitocracy",NA,NA
"1185","Barbell Incline Bench Press",2013-09-19,30,5,"Fitocracy",NA,NA
"1186","Barbell Incline Bench Press",2013-09-19,40,5,"Fitocracy",NA,NA
"1187","Barbell Incline Bench Press",2013-09-19,47.5,5,"Fitocracy",NA,NA
"1188","Barbell Incline Bench Press",2013-09-19,54,10,"Fitocracy",NA,NA
"1189","Barbell Incline Bench Press",2013-09-27,70,2,"Fitocracy",NA,NA
"1190","Barbell Incline Bench Press",2013-09-27,60,4,"Fitocracy",NA,NA
"1191","Barbell Incline Bench Press",2013-09-27,50,6,"Fitocracy",NA,NA
"1192","Barbell Incline Bench Press",2013-09-27,50,8,"Fitocracy",NA,NA
"1193","Barbell Incline Bench Press",2013-09-27,40,10,"Fitocracy",NA,NA
"1194","Barbell Incline Bench Press",2013-09-27,30,8,"Fitocracy",NA,NA
"1195","Barbell Incline Bench Press",2013-09-29,40,5,"Fitocracy",NA,NA
"1196","Barbell Incline Bench Press",2013-09-29,40,5,"Fitocracy",NA,NA
"1197","Barbell Incline Bench Press",2013-09-29,64,2,"Fitocracy",NA,NA
"1198","Barbell Incline Bench Press",2013-09-29,64,4,"Fitocracy",NA,NA
"1199","Barbell Incline Bench Press",2013-09-29,60,6,"Fitocracy",NA,NA
"1200","Barbell Incline Bench Press",2013-09-29,54,8,"Fitocracy",NA,NA
"1201","Barbell Incline Bench Press",2013-09-29,50,10,"Fitocracy",NA,NA
"1202","Barbell Incline Bench Press",2013-10-05,40,8,"Fitocracy",NA,NA
"1203","Barbell Incline Bench Press",2013-10-05,70,3,"Fitocracy",NA,NA
"1204","Barbell Incline Bench Press",2013-10-05,65,4,"Fitocracy",NA,NA
"1205","Barbell Incline Bench Press",2013-10-05,60,6,"Fitocracy",NA,NA
"1206","Barbell Incline Bench Press",2013-10-05,55,8,"Fitocracy",NA,NA
"1207","Barbell Incline Bench Press",2013-10-09,50,10,"Fitocracy",NA,NA
"1208","Barbell Incline Bench Press",2013-10-09,50,10,"Fitocracy",NA,NA
"1209","Barbell Incline Bench Press",2013-10-15,40,10,"Fitocracy",NA,NA
"1210","Barbell Incline Bench Press",2013-10-15,60,6,"Fitocracy",NA,NA
"1211","Barbell Incline Bench Press",2013-10-15,50,8,"Fitocracy",NA,NA
"1212","Barbell Incline Bench Press",2013-10-15,45,10,"Fitocracy",NA,NA
"1213","Barbell Incline Bench Press",2013-10-15,50,8,"Fitocracy",NA,NA
"1214","Barbell Incline Bench Press",2013-10-15,55,6,"Fitocracy",NA,NA
"1215","Barbell Incline Bench Press",2013-10-22,40,10,"Fitocracy",NA,NA
"1216","Barbell Incline Bench Press",2013-10-22,65,6,"Fitocracy",NA,NA
"1217","Barbell Incline Bench Press",2013-10-22,60,8,"Fitocracy",NA,NA
"1218","Barbell Incline Bench Press",2013-10-22,50,10,"Fitocracy",NA,NA
"1219","Barbell Incline Bench Press",2013-10-22,45,10,"Fitocracy",NA,NA
"1220","Barbell Incline Bench Press",2013-11-08,40,10,"Fitocracy",NA,NA
"1221","Barbell Incline Bench Press",2013-11-08,40,10,"Fitocracy",NA,NA
"1222","Barbell Incline Bench Press",2013-11-08,40,10,"Fitocracy",NA,NA
"1223","Barbell Incline Bench Press",2013-11-15,40,10,"Fitocracy",NA,NA
"1224","Barbell Incline Bench Press",2013-11-15,40,10,"Fitocracy",NA,NA
"1225","Barbell Incline Bench Press",2013-11-15,50,5,"Fitocracy",NA,NA
"1226","Barbell Incline Bench Press",2013-11-15,55,10,"Fitocracy",NA,NA
"1227","Barbell Incline Bench Press",2013-11-15,60,10,"Fitocracy",NA,NA
"1228","Barbell Incline Bench Press",2013-12-13,40,5,"Fitocracy",NA,NA
