"","EXERCISE","DATE","WEIGHT","REPS","SOURCE","CATEGORY","SET_NUM"
"1","Ab Wheel (kneeling)",2012-05-30,5,5,"Fitocracy",NA,NA
"2","Abductor Machine",2012-01-29,45,10,"Fitocracy",NA,NA
"3","Abductor Machine",2012-01-29,50,10,"Fitocracy",NA,NA
"4","Abductor Machine",2012-01-29,55,10,"Fitocracy",NA,NA
"5","Adductor Machine",2012-01-29,35,10,"Fitocracy",NA,NA
"6","Adductor Machine",2012-01-29,45,10,"Fitocracy",NA,NA
"7","Adductor Machine",2012-01-29,50,10,"Fitocracy",NA,NA
"8","Alternate Hammer Dumbbell  Curl",2012-02-13,10,30,"Fitocracy",NA,NA
"9","Alternate Hammer Dumbbell  Curl",2012-02-13,10,10,"Fitocracy",NA,NA
"10","Alternate Hammer Dumbbell  Curl",2012-09-21,11.5,8,"Fitocracy",NA,NA
"11","Alternate Hammer Dumbbell  Curl",2012-09-21,11.5,8,"Fitocracy",NA,NA
"12","Alternating Kettlebell Row",2013-05-14,6,8,"Fitocracy",NA,NA
"13","Alternating Kettlebell Row",2013-05-23,10,10,"Fitocracy",NA,NA
"14","Arnold Dumbbell Press",2012-12-31,17.5,5,"Fitocracy",NA,NA
"15","Arnold Dumbbell Press",2013-01-06,12,10,"Fitocracy",NA,NA
"16","Arnold Dumbbell Press",2013-01-06,12,8,"Fitocracy",NA,NA
"17","Arnold Dumbbell Press",2013-01-06,8,10,"Fitocracy",NA,NA
"18","Arnold Dumbbell Press",2013-04-30,7,12,"Fitocracy",NA,NA
"19","Arnold Dumbbell Press",2013-04-30,7,12,"Fitocracy",NA,NA
"20","Arnold Dumbbell Press",2013-05-03,7,12,"Fitocracy",NA,NA
"21","Arnold Dumbbell Press",2013-05-03,7,12,"Fitocracy",NA,NA
"22","Arnold Dumbbell Press",2013-05-03,7,8,"Fitocracy",NA,NA
"23","Arnold Dumbbell Press",2013-05-03,7,8,"Fitocracy",NA,NA
"24","Arnold Dumbbell Press",2013-05-03,7,8,"Fitocracy",NA,NA
"25","Arnold Dumbbell Press",2013-05-03,7,8,"Fitocracy",NA,NA
"26","Arnold Dumbbell Press",2013-05-03,7,8,"Fitocracy",NA,NA
"27","Arnold Dumbbell Press",2013-05-03,7,8,"Fitocracy",NA,NA
"28","Arnold Dumbbell Press",2013-05-03,7,8,"Fitocracy",NA,NA
"29","Arnold Dumbbell Press",2013-05-03,7,8,"Fitocracy",NA,NA
"30","Arnold Dumbbell Press",2013-05-05,12,5,"Fitocracy",NA,NA
"31","Arnold Dumbbell Press",2013-05-12,6,10,"Fitocracy",NA,NA
"32","Arnold Dumbbell Press",2013-05-22,10,8,"Fitocracy",NA,NA
"33","Arnold Dumbbell Press",2013-05-22,10,8,"Fitocracy",NA,NA
"34","Arnold Dumbbell Press",2013-05-25,10,10,"Fitocracy",NA,NA
"35","Arnold Dumbbell Press",2013-05-25,10,10,"Fitocracy",NA,NA
"36","Arnold Dumbbell Press",2013-08-29,10,10,"Fitocracy",NA,NA
"37","Arnold Dumbbell Press",2013-10-27,5.5,15,"Fitocracy",NA,NA
"38","Arnold Dumbbell Press",2013-10-27,8.5,10,"Fitocracy",NA,NA
"39","Arnold Dumbbell Press",2013-11-08,8.5,10,"Fitocracy",NA,NA
"40","Arnold Dumbbell Press",2013-11-08,8.5,10,"Fitocracy",NA,NA
"41","Arnold Dumbbell Press",2013-12-27,13.5,12,"Fitocracy",NA,NA
"42","Arnold Dumbbell Press",2014-02-20,12.5,8,"Fitocracy",NA,NA
"43","Arnold Dumbbell Press",2014-02-20,7,15,"Fitocracy",NA,NA
"44","Arnold Dumbbell Press",2014-03-29,10.5,6,"Fitocracy",NA,NA
"45","Arnold Dumbbell Press",2014-03-29,22.5,1,"Fitocracy",NA,NA
"46","Arnold Dumbbell Press",2014-03-29,10.5,6,"Fitocracy",NA,NA
"47","Arnold Dumbbell Press",2014-03-29,10.5,6,"Fitocracy",NA,NA
"48","Ball Slams",2013-02-13,25,6.5,"Fitocracy",NA,NA
"49","Ball Slams",2013-02-13,25,6.5,"Fitocracy",NA,NA
"50","Ball Slams",2013-02-15,25,6.5,"Fitocracy",NA,NA
"51","Ball Slams",2013-02-15,25,6.5,"Fitocracy",NA,NA
"52","Ball Slams",2013-02-25,25,6.5,"Fitocracy",NA,NA
"53","Ball Slams",2013-09-17,5,7.5,"Fitocracy",NA,NA
"54","Ball Slams",2013-09-17,5,7.5,"Fitocracy",NA,NA
"55","Ball Slams",2013-09-17,5,7.5,"Fitocracy",NA,NA
"56","Ball Slams",2013-09-19,5,7.5,"Fitocracy",NA,NA
"57","Ball Slams",2013-09-19,5,7.5,"Fitocracy",NA,NA
"58","Ball Slams",2013-09-19,5,7.5,"Fitocracy",NA,NA
"59","Band Pull Aparts",2013-06-23,10,10,"Fitocracy",NA,NA
"60","Band Pull Aparts",2013-06-29,10,10,"Fitocracy",NA,NA
"61","Band Pull Aparts",2013-06-29,10,10,"Fitocracy",NA,NA
"62","Band Pull Aparts",2013-06-29,10,10,"Fitocracy",NA,NA
"63","Band Pull Aparts",2013-07-05,10,10,"Fitocracy",NA,NA
"64","Band Pull Aparts",2013-07-05,10,10,"Fitocracy",NA,NA
"65","Band Pull Aparts",2013-07-05,10,10,"Fitocracy",NA,NA
"66","Band Pull Aparts",2013-07-25,10,10,"Fitocracy",NA,NA
"67","Band Pull Aparts",2013-07-25,10,10,"Fitocracy",NA,NA
"68","Band Pull Aparts",2013-07-27,10,10,"Fitocracy",NA,NA
"69","Band Pull Aparts",2013-07-27,10,10,"Fitocracy",NA,NA
"70","Band Pull Aparts",2013-07-27,10,10,"Fitocracy",NA,NA
"71","Band Pull Aparts",2013-07-27,10,10,"Fitocracy",NA,NA
"72","Band Pull Aparts",2013-07-27,10,10,"Fitocracy",NA,NA
"73","Band Pull Aparts",2013-07-30,10,10,"Fitocracy",NA,NA
"74","Band Pull Aparts",2013-08-14,10,10,"Fitocracy",NA,NA
"75","Band Pull Aparts",2013-08-14,10,10,"Fitocracy",NA,NA
"76","Band Pull Aparts",2013-08-14,10,10,"Fitocracy",NA,NA
"77","Band Pull Aparts",2013-08-14,10,10,"Fitocracy",NA,NA
"78","Band Pull Aparts",2013-08-14,10,10,"Fitocracy",NA,NA
"79","Band Pull Aparts",2013-09-14,10,10,"Fitocracy",NA,NA
"80","Band Pull Aparts",2013-09-14,10,10,"Fitocracy",NA,NA
"81","Band Pull Aparts",2013-09-14,10,10,"Fitocracy",NA,NA
"82","Band Pull Aparts",2013-09-17,10,10,"Fitocracy",NA,NA
"83","Band Pull Aparts",2013-09-17,10,10,"Fitocracy",NA,NA
"84","Band Pull Aparts",2013-09-17,10,10,"Fitocracy",NA,NA
"85","Band Pull Aparts",2013-09-19,10,10,"Fitocracy",NA,NA
"86","Band Pull Aparts",2013-09-19,10,10,"Fitocracy",NA,NA
"87","Band Pull Aparts",2013-09-19,10,10,"Fitocracy",NA,NA
"88","Band Pull Aparts",2014-03-17,1,NA,"Fitocracy",NA,NA
"89","Band Pull Aparts",2014-03-17,10,NA,"Fitocracy",NA,NA
"90","Band Pull Aparts",2014-03-17,10,NA,"Fitocracy",NA,NA
"91","Band Pull Aparts",2014-03-17,10,NA,"Fitocracy",NA,NA
"92","Band Pull Aparts",2014-03-23,10,NA,"Fitocracy",NA,NA
"93","Band Pull Aparts",2014-03-23,10,NA,"Fitocracy",NA,NA
"94","Band Pull Aparts",2014-03-23,10,NA,"Fitocracy",NA,NA
"95","Band Pull Aparts",2014-03-23,10,NA,"Fitocracy",NA,NA
"96","Band Pull Aparts",2014-03-23,10,NA,"Fitocracy",NA,NA
"97","Band Pull Aparts",2014-03-23,10,NA,"Fitocracy",NA,NA
"98","Band Pull Aparts",2014-03-31,10,NA,"Fitocracy",NA,NA
"99","Band Pull Aparts",2014-03-31,10,NA,"Fitocracy",NA,NA
"100","Band Pull Aparts",2014-03-31,10,NA,"Fitocracy",NA,NA
"101","Barbell Bench Press",2012-03-06,30,7,"Fitocracy",NA,NA
"102","Barbell Bench Press",2012-05-24,9,5,"Fitocracy",NA,NA
"103","Barbell Bench Press",2012-05-24,29,5,"Fitocracy",NA,NA
"104","Barbell Bench Press",2012-05-24,39,5,"Fitocracy",NA,NA
"105","Barbell Bench Press",2012-05-24,49,5,"Fitocracy",NA,NA
"106","Barbell Bench Press",2012-05-24,54,4,"Fitocracy",NA,NA
"107","Barbell Bench Press",2012-06-01,10,10,"Fitocracy",NA,NA
"108","Barbell Bench Press",2012-06-01,50,5,"Fitocracy",NA,NA
"109","Barbell Bench Press",2012-06-01,50,5,"Fitocracy",NA,NA
"110","Barbell Bench Press",2012-06-01,50,5,"Fitocracy",NA,NA
"111","Barbell Bench Press",2012-06-01,60,2,"Fitocracy",NA,NA
"112","Barbell Bench Press",2012-06-01,50,5,"Fitocracy",NA,NA
"113","Barbell Bench Press",2012-06-01,50,5,"Fitocracy",NA,NA
"114","Barbell Bench Press",2012-06-03,10,20,"Fitocracy",NA,NA
"115","Barbell Bench Press",2012-06-03,50,5,"Fitocracy",NA,NA
"116","Barbell Bench Press",2012-06-03,50,5,"Fitocracy",NA,NA
"117","Barbell Bench Press",2012-06-03,55,5,"Fitocracy",NA,NA
"118","Barbell Bench Press",2012-06-03,55,5,"Fitocracy",NA,NA
"119","Barbell Bench Press",2012-06-03,55,3,"Fitocracy",NA,NA
"120","Barbell Bench Press",2012-06-03,50,5,"Fitocracy",NA,NA
"121","Barbell Bench Press",2012-06-06,50,5,"Fitocracy",NA,NA
"122","Barbell Bench Press",2012-06-06,60,4,"Fitocracy",NA,NA
"123","Barbell Bench Press",2012-06-06,50,5,"Fitocracy",NA,NA
"124","Barbell Bench Press",2012-06-06,50,5,"Fitocracy",NA,NA
"125","Barbell Bench Press",2012-06-06,50,5,"Fitocracy",NA,NA
"126","Barbell Bench Press",2012-06-08,55,5,"Fitocracy",NA,NA
"127","Barbell Bench Press",2012-06-08,55,3,"Fitocracy",NA,NA
"128","Barbell Bench Press",2012-06-08,50,5,"Fitocracy",NA,NA
"129","Barbell Bench Press",2012-06-08,50,5,"Fitocracy",NA,NA
"130","Barbell Bench Press",2012-06-08,50,3,"Fitocracy",NA,NA
"131","Barbell Bench Press",2012-06-11,50,10,"Fitocracy",NA,NA
"132","Barbell Bench Press",2012-06-11,55,5,"Fitocracy",NA,NA
"133","Barbell Bench Press",2012-06-11,57.5,4,"Fitocracy",NA,NA
"134","Barbell Bench Press",2012-06-11,50,5,"Fitocracy",NA,NA
"135","Barbell Bench Press",2012-06-11,50,5,"Fitocracy",NA,NA
"136","Barbell Bench Press",2012-06-12,40,10,"Fitocracy",NA,NA
"137","Barbell Bench Press",2012-06-12,60,2,"Fitocracy",NA,NA
"138","Barbell Bench Press",2012-06-12,60,1,"Fitocracy",NA,NA
"139","Barbell Bench Press",2012-06-12,62.5,1,"Fitocracy",NA,NA
"140","Barbell Bench Press",2012-06-12,65,1,"Fitocracy",NA,NA
"141","Barbell Bench Press",2012-06-15,30,10,"Fitocracy",NA,NA
"142","Barbell Bench Press",2012-06-15,50,5,"Fitocracy",NA,NA
"143","Barbell Bench Press",2012-06-15,50,5,"Fitocracy",NA,NA
"144","Barbell Bench Press",2012-06-15,55,5,"Fitocracy",NA,NA
"145","Barbell Bench Press",2012-06-15,55,5,"Fitocracy",NA,NA
"146","Barbell Bench Press",2012-06-15,55,5,"Fitocracy",NA,NA
"147","Barbell Bench Press",2012-06-18,40,5,"Fitocracy",NA,NA
"148","Barbell Bench Press",2012-06-18,55,5,"Fitocracy",NA,NA
"149","Barbell Bench Press",2012-06-18,55,5,"Fitocracy",NA,NA
"150","Barbell Bench Press",2012-06-18,57.5,5,"Fitocracy",NA,NA
"151","Barbell Bench Press",2012-06-18,57.5,4,"Fitocracy",NA,NA
"152","Barbell Bench Press",2012-06-18,57.5,2,"Fitocracy",NA,NA
"153","Barbell Bench Press",2012-06-20,30,10,"Fitocracy",NA,NA
"154","Barbell Bench Press",2012-06-20,50,5,"Fitocracy",NA,NA
"155","Barbell Bench Press",2012-06-20,60,5,"Fitocracy",NA,NA
"156","Barbell Bench Press",2012-06-20,60,5,"Fitocracy",NA,NA
"157","Barbell Bench Press",2012-06-20,50,5,"Fitocracy",NA,NA
"158","Barbell Bench Press",2012-06-20,50,5,"Fitocracy",NA,NA
"159","Barbell Bench Press",2012-06-23,30,15,"Fitocracy",NA,NA
"160","Barbell Bench Press",2012-06-23,55,5,"Fitocracy",NA,NA
"161","Barbell Bench Press",2012-06-23,55,5,"Fitocracy",NA,NA
"162","Barbell Bench Press",2012-06-23,55,5,"Fitocracy",NA,NA
"163","Barbell Bench Press",2012-06-29,30,5,"Fitocracy",NA,NA
"164","Barbell Bench Press",2012-06-29,40,5,"Fitocracy",NA,NA
"165","Barbell Bench Press",2012-06-29,50,5,"Fitocracy",NA,NA
"166","Barbell Bench Press",2012-06-29,57.5,5,"Fitocracy",NA,NA
"167","Barbell Bench Press",2012-06-29,57.5,5,"Fitocracy",NA,NA
"168","Barbell Bench Press",2012-06-29,57.5,5,"Fitocracy",NA,NA
"169","Barbell Bench Press",2012-06-29,60,3,"Fitocracy",NA,NA
"170","Barbell Bench Press",2012-06-29,65,1,"Fitocracy",NA,NA
"171","Barbell Bench Press",2012-07-05,42,15,"Fitocracy",NA,NA
"172","Barbell Bench Press",2012-07-13,12,10,"Fitocracy",NA,NA
"173","Barbell Bench Press",2012-07-13,22,5,"Fitocracy",NA,NA
"174","Barbell Bench Press",2012-07-13,42,5,"Fitocracy",NA,NA
"175","Barbell Bench Press",2012-07-13,52,5,"Fitocracy",NA,NA
"176","Barbell Bench Press",2012-07-13,54.5,5,"Fitocracy",NA,NA
"177","Barbell Bench Press",2012-07-13,62,5,"Fitocracy",NA,NA
"178","Barbell Bench Press",2012-07-13,62,3,"Fitocracy",NA,NA
"179","Barbell Bench Press",2012-07-13,64.5,2,"Fitocracy",NA,NA
"180","Barbell Bench Press",2012-07-15,12,10,"Fitocracy",NA,NA
"181","Barbell Bench Press",2012-07-15,42,5,"Fitocracy",NA,NA
"182","Barbell Bench Press",2012-07-15,57,5,"Fitocracy",NA,NA
"183","Barbell Bench Press",2012-07-15,57,5,"Fitocracy",NA,NA
"184","Barbell Bench Press",2012-07-15,57,5,"Fitocracy",NA,NA
"185","Barbell Bench Press",2012-07-15,57,5,"Fitocracy",NA,NA
"186","Barbell Bench Press",2012-07-15,57,5,"Fitocracy",NA,NA
"187","Barbell Bench Press",2012-07-15,42,15,"Fitocracy",NA,NA
"188","Barbell Bench Press",2012-07-21,12,10,"Fitocracy",NA,NA
"189","Barbell Bench Press",2012-07-21,42,5,"Fitocracy",NA,NA
"190","Barbell Bench Press",2012-07-21,59.5,5,"Fitocracy",NA,NA
"191","Barbell Bench Press",2012-07-21,59.5,5,"Fitocracy",NA,NA
"192","Barbell Bench Press",2012-07-21,59.5,5,"Fitocracy",NA,NA
"193","Barbell Bench Press",2012-07-21,62,5,"Fitocracy",NA,NA
"194","Barbell Bench Press",2012-07-21,62,5,"Fitocracy",NA,NA
"195","Barbell Bench Press",2012-07-21,62,4,"Fitocracy",NA,NA
"196","Barbell Bench Press",2012-07-21,42,5,"Fitocracy",NA,NA
"197","Barbell Bench Press",2012-07-21,42,5,"Fitocracy",NA,NA
"198","Barbell Bench Press",2012-08-01,10,5,"Fitocracy",NA,NA
"199","Barbell Bench Press",2012-08-01,10,5,"Fitocracy",NA,NA
"200","Barbell Bench Press",2012-08-01,20,5,"Fitocracy",NA,NA
"201","Barbell Bench Press",2012-08-01,20,5,"Fitocracy",NA,NA
"202","Barbell Bench Press",2012-08-01,60,5,"Fitocracy",NA,NA
"203","Barbell Bench Press",2012-08-02,10,10,"Fitocracy",NA,NA
"204","Barbell Bench Press",2012-08-02,30,5,"Fitocracy",NA,NA
"205","Barbell Bench Press",2012-08-02,50,5,"Fitocracy",NA,NA
"206","Barbell Bench Press",2012-08-02,60,5,"Fitocracy",NA,NA
"207","Barbell Bench Press",2012-08-02,60,5,"Fitocracy",NA,NA
"208","Barbell Bench Press",2012-08-02,60,5,"Fitocracy",NA,NA
"209","Barbell Bench Press",2012-08-02,65,1,"Fitocracy",NA,NA
"210","Barbell Bench Press",2012-08-02,67.5,1,"Fitocracy",NA,NA
"211","Barbell Bench Press",2012-08-02,70,1,"Fitocracy",NA,NA
"212","Barbell Bench Press",2012-08-02,30,10,"Fitocracy",NA,NA
"213","Barbell Bench Press",2012-08-02,30,10,"Fitocracy",NA,NA
"214","Barbell Bench Press",2012-08-02,30,10,"Fitocracy",NA,NA
"215","Barbell Bench Press",2012-08-02,30,10,"Fitocracy",NA,NA
"216","Barbell Bench Press",2012-08-02,30,10,"Fitocracy",NA,NA
"217","Barbell Bench Press",2012-08-06,42,5,"Fitocracy",NA,NA
"218","Barbell Bench Press",2012-08-06,62,5,"Fitocracy",NA,NA
"219","Barbell Bench Press",2012-08-06,62,5,"Fitocracy",NA,NA
"220","Barbell Bench Press",2012-08-06,62,5,"Fitocracy",NA,NA
"221","Barbell Bench Press",2012-08-06,64.5,5,"Fitocracy",NA,NA
"222","Barbell Bench Press",2012-08-06,32,10,"Fitocracy",NA,NA
"223","Barbell Bench Press",2012-08-06,32,10,"Fitocracy",NA,NA
"224","Barbell Bench Press",2012-08-06,32,10,"Fitocracy",NA,NA
"225","Barbell Bench Press",2012-08-06,32,10,"Fitocracy",NA,NA
"226","Barbell Bench Press",2012-08-06,32,10,"Fitocracy",NA,NA
"227","Barbell Bench Press",2012-08-10,20,5,"Fitocracy",NA,NA
"228","Barbell Bench Press",2012-08-10,20,5,"Fitocracy",NA,NA
"229","Barbell Bench Press",2012-08-10,40,5,"Fitocracy",NA,NA
"230","Barbell Bench Press",2012-08-10,40,5,"Fitocracy",NA,NA
"231","Barbell Bench Press",2012-08-10,65,5,"Fitocracy",NA,NA
"232","Barbell Bench Press",2012-08-10,62.5,3,"Fitocracy",NA,NA
"233","Barbell Bench Press",2012-08-10,60,5,"Fitocracy",NA,NA
"234","Barbell Bench Press",2012-08-10,60,5,"Fitocracy",NA,NA
"235","Barbell Bench Press",2012-08-10,60,5,"Fitocracy",NA,NA
"236","Barbell Bench Press",2012-08-10,40,10,"Fitocracy",NA,NA
"237","Barbell Bench Press",2012-08-10,40,10,"Fitocracy",NA,NA
"238","Barbell Bench Press",2012-08-10,40,10,"Fitocracy",NA,NA
"239","Barbell Bench Press",2012-08-10,40,10,"Fitocracy",NA,NA
"240","Barbell Bench Press",2012-08-10,40,10,"Fitocracy",NA,NA
"241","Barbell Bench Press",2012-08-13,12,20,"Fitocracy",NA,NA
"242","Barbell Bench Press",2012-08-13,32,10,"Fitocracy",NA,NA
"243","Barbell Bench Press",2012-08-13,63,5,"Fitocracy",NA,NA
"244","Barbell Bench Press",2012-08-13,63,5,"Fitocracy",NA,NA
"245","Barbell Bench Press",2012-08-13,63,5,"Fitocracy",NA,NA
"246","Barbell Bench Press",2012-08-13,63,5,"Fitocracy",NA,NA
"247","Barbell Bench Press",2012-08-13,63,5,"Fitocracy",NA,NA
"248","Barbell Bench Press",2012-08-13,72,1,"Fitocracy",NA,NA
"249","Barbell Bench Press",2012-08-13,37,10,"Fitocracy",NA,NA
"250","Barbell Bench Press",2012-08-13,37,10,"Fitocracy",NA,NA
"251","Barbell Bench Press",2012-08-13,37,10,"Fitocracy",NA,NA
"252","Barbell Bench Press",2012-08-13,37,10,"Fitocracy",NA,NA
"253","Barbell Bench Press",2012-08-13,37,10,"Fitocracy",NA,NA
"254","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"255","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"256","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"257","Barbell Bench Press",2012-08-15,75.5,1,"Fitocracy",NA,NA
"258","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"259","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"260","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"261","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"262","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"263","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"264","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"265","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"266","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"267","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"268","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"269","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"270","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"271","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"272","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"273","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"274","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"275","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"276","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"277","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"278","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"279","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"280","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"281","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"282","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"283","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"284","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"285","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"286","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"287","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"288","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"289","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"290","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"291","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"292","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"293","Barbell Bench Press",2012-08-15,42,5,"Fitocracy",NA,NA
"294","Barbell Bench Press",2012-08-22,30,5,"Fitocracy",NA,NA
"295","Barbell Bench Press",2012-08-22,30,5,"Fitocracy",NA,NA
"296","Barbell Bench Press",2012-08-22,67.5,1,"Fitocracy",NA,NA
"297","Barbell Bench Press",2012-08-22,60,5,"Fitocracy",NA,NA
"298","Barbell Bench Press",2012-08-24,32,20,"Fitocracy",NA,NA
"299","Barbell Bench Press",2012-08-24,62,5,"Fitocracy",NA,NA
"300","Barbell Bench Press",2012-08-24,65.5,5,"Fitocracy",NA,NA
"301","Barbell Bench Press",2012-08-24,62,3,"Fitocracy",NA,NA
"302","Barbell Bench Press",2012-08-24,47,10,"Fitocracy",NA,NA
"303","Barbell Bench Press",2012-08-24,47,10,"Fitocracy",NA,NA
"304","Barbell Bench Press",2012-08-24,47,10,"Fitocracy",NA,NA
"305","Barbell Bench Press",2012-08-24,47,4,"Fitocracy",NA,NA
"306","Barbell Bench Press",2012-08-29,32,5,"Fitocracy",NA,NA
"307","Barbell Bench Press",2012-08-29,32,5,"Fitocracy",NA,NA
"308","Barbell Bench Press",2012-08-29,42,5,"Fitocracy",NA,NA
"309","Barbell Bench Press",2012-08-29,62,5,"Fitocracy",NA,NA
"310","Barbell Bench Press",2012-08-29,62,5,"Fitocracy",NA,NA
"311","Barbell Bench Press",2012-08-29,62,5,"Fitocracy",NA,NA
"312","Barbell Bench Press",2012-08-29,63,5,"Fitocracy",NA,NA
"313","Barbell Bench Press",2012-08-29,64,5,"Fitocracy",NA,NA
"314","Barbell Bench Press",2012-09-03,20,5,"Fitocracy",NA,NA
"315","Barbell Bench Press",2012-09-03,20,5,"Fitocracy",NA,NA
"316","Barbell Bench Press",2012-09-03,50,5,"Fitocracy",NA,NA
"317","Barbell Bench Press",2012-09-03,62.5,5,"Fitocracy",NA,NA
"318","Barbell Bench Press",2012-09-03,65,5,"Fitocracy",NA,NA
"319","Barbell Bench Press",2012-09-03,65,5,"Fitocracy",NA,NA
"320","Barbell Bench Press",2012-09-12,32,5,"Fitocracy",NA,NA
"321","Barbell Bench Press",2012-09-12,32,5,"Fitocracy",NA,NA
"322","Barbell Bench Press",2012-09-12,62,5,"Fitocracy",NA,NA
"323","Barbell Bench Press",2012-09-12,62,5,"Fitocracy",NA,NA
"324","Barbell Bench Press",2012-09-12,62,5,"Fitocracy",NA,NA
"325","Barbell Bench Press",2012-09-14,32,5,"Fitocracy",NA,NA
"326","Barbell Bench Press",2012-09-14,32,5,"Fitocracy",NA,NA
"327","Barbell Bench Press",2012-09-14,32,5,"Fitocracy",NA,NA
"328","Barbell Bench Press",2012-09-14,64.5,5,"Fitocracy",NA,NA
"329","Barbell Bench Press",2012-09-14,64.5,5,"Fitocracy",NA,NA
"330","Barbell Bench Press",2012-09-14,64.5,4,"Fitocracy",NA,NA
"331","Barbell Bench Press",2012-09-14,42,10,"Fitocracy",NA,NA
"332","Barbell Bench Press",2012-09-14,42,10,"Fitocracy",NA,NA
"333","Barbell Bench Press",2012-09-14,42,10,"Fitocracy",NA,NA
"334","Barbell Bench Press",2012-09-26,25,5,"Fitocracy",NA,NA
"335","Barbell Bench Press",2012-09-26,35,5,"Fitocracy",NA,NA
"336","Barbell Bench Press",2012-09-26,40,5,"Fitocracy",NA,NA
"337","Barbell Bench Press",2012-09-26,50,5,"Fitocracy",NA,NA
"338","Barbell Bench Press",2012-09-26,60,5,"Fitocracy",NA,NA
"339","Barbell Bench Press",2012-09-30,10,5,"Fitocracy",NA,NA
"340","Barbell Bench Press",2012-09-30,10,5,"Fitocracy",NA,NA
"341","Barbell Bench Press",2012-09-30,30,5,"Fitocracy",NA,NA
"342","Barbell Bench Press",2012-09-30,35,5,"Fitocracy",NA,NA
"343","Barbell Bench Press",2012-09-30,45,5,"Fitocracy",NA,NA
"344","Barbell Bench Press",2012-09-30,50,5,"Fitocracy",NA,NA
"345","Barbell Bench Press",2012-09-30,62.5,3,"Fitocracy",NA,NA
"346","Barbell Bench Press",2012-09-30,47.5,8,"Fitocracy",NA,NA
"347","Barbell Bench Press",2012-10-03,30,5,"Fitocracy",NA,NA
"348","Barbell Bench Press",2012-10-03,35,5,"Fitocracy",NA,NA
"349","Barbell Bench Press",2012-10-03,45,5,"Fitocracy",NA,NA
"350","Barbell Bench Press",2012-10-03,50,5,"Fitocracy",NA,NA
"351","Barbell Bench Press",2012-10-03,62.5,5,"Fitocracy",NA,NA
"352","Barbell Bench Press",2012-10-11,31,5,"Fitocracy",NA,NA
"353","Barbell Bench Press",2012-10-11,41,5,"Fitocracy",NA,NA
"354","Barbell Bench Press",2012-10-11,45,5,"Fitocracy",NA,NA
"355","Barbell Bench Press",2012-10-11,55,5,"Fitocracy",NA,NA
"356","Barbell Bench Press",2012-10-11,66,3,"Fitocracy",NA,NA
"357","Barbell Bench Press",2012-10-11,51,12,"Fitocracy",NA,NA
"358","Barbell Bench Press",2012-10-14,31,5,"Fitocracy",NA,NA
"359","Barbell Bench Press",2012-10-14,41,5,"Fitocracy",NA,NA
"360","Barbell Bench Press",2012-10-14,45,5,"Fitocracy",NA,NA
"361","Barbell Bench Press",2012-10-14,55,5,"Fitocracy",NA,NA
