"","DATE","EXERCISE","CATEGORY","WEIGHT","REPS","SET_NUM","SOURCE"
"2300",2015-04-17,"Seated Dumbbell Press","Shoulders","20.0","10",2,"FitNotes"
"2301",2015-04-17,"Seated Dumbbell Press","Shoulders","22.5","8",3,"FitNotes"
"2302",2015-04-17,"Seated Dumbbell Press","Shoulders","25.0","3",4,"FitNotes"
"2303",2015-04-17,"Bent-Over Cable Rear Delt Raise","Shoulders","5.0","12",1,"FitNotes"
"2304",2015-04-17,"Bent-Over Cable Rear Delt Raise","Shoulders","10.0","8",2,"FitNotes"
"2305",2015-04-17,"Cable Crossover Lateral Raise","Shoulders","10.0","8",1,"FitNotes"
"2306",2015-04-17,"Lateral Dumbbell Raise","Shoulders","7.5","5",1,"FitNotes"
"2307",2015-04-17,"Lateral Dumbbell Raise","Shoulders","5.0","8",2,"FitNotes"
"2308",2015-04-17,"Front Plate Raise","Shoulders","5.0","12",1,"FitNotes"
"2309",2015-04-17,"Front Plate Raise","Shoulders","15.0","5",2,"FitNotes"
"2310",2015-04-17,"Barbell Rear Delt Row","Back","20.0","12",1,"FitNotes"
"2311",2015-04-17,"Barbell Rear Delt Row","Back","40.0","12",2,"FitNotes"
"2312",2015-04-17,"Barbell Rear Delt Row","Back","40.0","12",3,"FitNotes"
"2313",2015-04-17,"V-Bar Lat Pulldown","Back","45.0","12",1,"FitNotes"
"2314",2015-04-17,"V-Bar Lat Pulldown","Back","55.0","12",2,"FitNotes"
"2315",2015-04-17,"Seated Cable Row","Back","50.0","12",1,"FitNotes"
"2316",2015-04-17,"Seated Cable Row","Back","60.0","5",2,"FitNotes"
"2317",2015-04-17,"Cable Face Pull","Shoulders","22.5","12",1,"FitNotes"
"2318",2015-04-17,"Cable Face Pull","Shoulders","35.0","8",2,"FitNotes"
"2319",2015-04-19,"Incline Barbell Bench Press","Chest","20.0","12",1,"FitNotes"
"2320",2015-04-19,"Incline Barbell Bench Press","Chest","50.0","12",2,"FitNotes"
"2321",2015-04-19,"Incline Barbell Bench Press","Chest","60.0","12",3,"FitNotes"
"2322",2015-04-19,"Incline Barbell Bench Press","Chest","65.0","12",4,"FitNotes"
"2323",2015-04-19,"Wide-Grip Lat Pulldown","Back","35.0","12",1,"FitNotes"
"2324",2015-04-19,"Wide-Grip Lat Pulldown","Back","45.0","12",2,"FitNotes"
"2325",2015-04-19,"Wide-Grip Lat Pulldown","Back","55.0","10",3,"FitNotes"
"2326",2015-04-19,"Wide-Grip Lat Pulldown","Back","60.0","5",4,"FitNotes"
"2327",2015-04-19,"Flat Dumbbell Bench Press","Chest","17.5","12",1,"FitNotes"
"2328",2015-04-19,"Flat Dumbbell Bench Press","Chest","17.5","12",2,"FitNotes"
"2329",2015-04-19,"Flat Dumbbell Bench Press","Chest","17.5","12",3,"FitNotes"
"2330",2015-04-19,"Seated Cable Row","Back","50.0","12",1,"FitNotes"
"2331",2015-04-19,"Seated Cable Row","Back","60.0","8",2,"FitNotes"
"2332",2015-04-19,"Seated Cable Row","Back","65.0","8",3,"FitNotes"
"2333",2015-04-19,"Seated Cable Face Pull","Back","25.0","8",1,"FitNotes"
"2334",2015-04-19,"Seated Cable Face Pull","Back","25.0","8",2,"FitNotes"
"2335",2015-04-19,"Seated Cable Face Pull","Back","20.0","8",3,"FitNotes"
"2336",2015-04-19,"Nautilus Nitro Plus Pec Fly","Chest","36.0","12",1,"FitNotes"
"2337",2015-04-19,"Nautilus Nitro Plus Pec Fly","Chest","43.0","12",2,"FitNotes"
"2338",2015-04-19,"Nautilus Nitro Plus Pec Fly","Chest","36.0","8",3,"FitNotes"
"2339",2015-04-19,"Kroc Row","Back","22.5","15",1,"FitNotes"
"2340",2015-04-19,"Underhand Cable Triceps Pushdown","Triceps","17.5","12",1,"FitNotes"
"2341",2015-04-19,"Underhand Cable Triceps Pushdown","Triceps","25.0","12",2,"FitNotes"
"2342",2015-04-19,"Underhand Cable Triceps Pushdown","Triceps","35.0","12",3,"FitNotes"
"2343",2015-04-19,"One-Arm Cable Overhead Extension","Triceps","12.5","12",1,"FitNotes"
"2344",2015-04-19,"One-Arm Cable Overhead Extension","Triceps","17.5","10",2,"FitNotes"
"2345",2015-04-19,"One-Arm Cable Overhead Extension","Triceps","17.5","8",3,"FitNotes"
"2346",2015-04-19,"Pinwheel Curl","Biceps","10.0","12",1,"FitNotes"
"2347",2015-04-19,"Pinwheel Curl","Biceps","10.0","12",2,"FitNotes"
"2348",2015-04-19,"Underhand Cable Skullcrushers","Triceps","17.5","12",1,"FitNotes"
"2349",2015-04-19,"Underhand Cable Skullcrushers","Triceps","22.5","12",2,"FitNotes"
"2350",2015-04-19,"EZ-Bar Preacher Curl","Biceps","17.5","12",1,"FitNotes"
"2351",2015-04-19,"Cybex Chest Press","Chest","40.5","12",1,"FitNotes"
"2352",2015-04-19,"Cybex Chest Press","Chest","36.0","10",2,"FitNotes"
"2353",2015-04-19,"Cybex Chest Press","Chest","31.5","8",3,"FitNotes"
"2354",2015-04-23,"Incline Barbell Bench Press","Chest","20.0","12",1,"FitNotes"
"2355",2015-04-23,"Incline Barbell Bench Press","Chest","60.0","10",2,"FitNotes"
"2356",2015-04-23,"Incline Barbell Bench Press","Chest","60.0","8",3,"FitNotes"
"2357",2015-04-23,"Incline Barbell Bench Press","Chest","60.0","8",4,"FitNotes"
"2358",2015-04-23,"Incline Barbell Bench Press","Chest","60.0","6",5,"FitNotes"
"2359",2015-04-23,"Wide-Grip Lat Pulldown","Back","45.0","12",1,"FitNotes"
"2360",2015-04-23,"Wide-Grip Lat Pulldown","Back","45.0","12",2,"FitNotes"
"2361",2015-04-23,"Wide-Grip Lat Pulldown","Back","50.0","12",3,"FitNotes"
"2362",2015-04-23,"Flat Dumbbell Bench Press","Chest","20.0","12",1,"FitNotes"
"2363",2015-04-23,"Flat Dumbbell Bench Press","Chest","22.5","12",2,"FitNotes"
"2364",2015-04-23,"Flat Dumbbell Bench Press","Chest","25.0","8",3,"FitNotes"
"2365",2015-04-23,"Flat Dumbbell Bench Press","Chest","27.5","6",4,"FitNotes"
"2366",2015-04-23,"Underhand Seated Cable Row","Back","40.0","12",1,"FitNotes"
"2367",2015-04-23,"Underhand Seated Cable Row","Back","50.0","12",2,"FitNotes"
"2368",2015-04-23,"Underhand Seated Cable Row","Back","50.0","12",3,"FitNotes"
"2369",2015-04-23,"Distanced One-Arm Rope Triceps Pushdown","Triceps","17.5","12",1,"FitNotes"
"2370",2015-04-23,"Distanced One-Arm Rope Triceps Pushdown","Triceps","22.5","12",2,"FitNotes"
"2371",2015-04-23,"One-Arm Cable Hammer Curl","Biceps","10.0","12",1,"FitNotes"
"2372",2015-04-23,"One-Arm Cable Hammer Curl","Biceps","15.0","12",2,"FitNotes"
"2373",2015-04-23,"One-Arm Cable Overhead Extension","Triceps","15.0","12",1,"FitNotes"
"2374",2015-04-23,"One-Arm Cable Overhead Extension","Triceps","20.0","12",2,"FitNotes"
"2375",2015-04-23,"Pinwheel Curl","Biceps","12.5","8",1,"FitNotes"
"2376",2015-04-23,"Dumbbell Concentration Curl","Biceps","12.5","8",1,"FitNotes"
"2377",2015-04-23,"Pinwheel Curl","Biceps","12.5","8",2,"FitNotes"
"2378",2015-04-23,"Smith Machine Close Grip Bench Press","Triceps","30.0","12",1,"FitNotes"
"2379",2015-04-23,"Smith Machine Close Grip Bench Press","Triceps","30.0","12",2,"FitNotes"
"2380",2015-04-23,"Behind The Back Smith Machine Shrug","Shoulders","30.0","12",1,"FitNotes"
"2381",2015-04-23,"Smith Machine Shrug","Shoulders","30.0","12",1,"FitNotes"
"2382",2015-04-23,"Smith Machine Shrug","Shoulders","50.0","12",2,"FitNotes"
"2383",2015-04-23,"Behind The Back Smith Machine Shrug","Shoulders","50.0","12",2,"FitNotes"
"2384",2015-04-23,"T-Bar Row","Back","25.0","12",1,"FitNotes"
"2385",2015-04-23,"T-Bar Row","Back","40.0","8",2,"FitNotes"
"2386",2015-04-25,"Seated Dumbbell Press","Shoulders","17.5","5",1,"FitNotes"
"2387",2015-04-25,"Seated Dumbbell Press","Shoulders","22.5","5",2,"FitNotes"
"2388",2015-04-25,"Seated Dumbbell Press","Shoulders","25.0","5",3,"FitNotes"
"2389",2015-04-25,"Seated Dumbbell Press","Shoulders","27.5","3",4,"FitNotes"
"2390",2015-04-25,"Underhand Seated Cable Row","Back","50.0","12",1,"FitNotes"
"2391",2015-04-25,"Underhand Seated Cable Row","Back","60.0","12",2,"FitNotes"
"2392",2015-04-25,"Underhand Seated Cable Row","Back","65.0","8",3,"FitNotes"
"2393",2015-04-25,"Underhand Lat Pulldown","Back","45.0","12",1,"FitNotes"
"2394",2015-04-25,"Underhand Lat Pulldown","Back","55.0","8",2,"FitNotes"
"2395",2015-04-25,"Underhand Lat Pulldown","Back","65.0","5",3,"FitNotes"
"2396",2015-04-25,"Cable Shoulder External Rotation","Shoulders","7.5","12",1,"FitNotes"
"2397",2015-04-25,"Cable Shoulder External Rotation","Shoulders","15.0","5",2,"FitNotes"
"2398",2015-04-25,"Standing One-Arm Cable Rear Delt Fly","Shoulders","7.5","12",1,"FitNotes"
"2399",2015-04-25,"Standing One-Arm Cable Rear Delt Fly","Shoulders","7.5","12",2,"FitNotes"
"2400",2015-04-25,"Front Dumbbell Raise","Shoulders","4.0","12",1,"FitNotes"
"2401",2015-04-25,"Front Dumbbell Raise","Shoulders","4.0","12",2,"FitNotes"
"2402",2015-04-25,"Lateral Dumbbell Raise","Shoulders","4.0","12",1,"FitNotes"
"2403",2015-04-25,"Lateral Dumbbell Raise","Shoulders","5.0","12",2,"FitNotes"
"2404",2015-04-25,"Bent-Over Cable Rear Delt Raise","Shoulders","7.5","8",1,"FitNotes"
"2405",2015-04-25,"Lateral Machine Raise","Shoulders","16.0","12",1,"FitNotes"
"2406",2015-04-25,"Lateral Machine Raise","Shoulders","23.0","12",2,"FitNotes"
"2407",2015-04-25,"Cable Overhead Triceps Extension","Triceps","20.0","12",1,"FitNotes"
"2408",2015-04-25,"Cable Overhead Triceps Extension","Triceps","25.0","12",2,"FitNotes"
"2409",2015-04-25,"Cable Overhead Triceps Extension","Triceps","30.0","12",3,"FitNotes"
"2410",2015-04-25,"Triceps Pushdown","Triceps","30.0","12",1,"FitNotes"
"2411",2015-04-25,"Triceps Pushdown","Triceps","50.0","12",2,"FitNotes"
"2412",2015-04-25,"Triceps Pushdown","Triceps","65.0","8",3,"FitNotes"
"2413",2015-04-25,"Cable Curl","Biceps","15.0","12",1,"FitNotes"
"2414",2015-04-25,"Cable Curl","Biceps","22.5","12",2,"FitNotes"
"2415",2015-04-25,"Cable Curl","Biceps","30.0","12",3,"FitNotes"
"2416",2015-04-25,"Cable Curl","Biceps","35.0","8",4,"FitNotes"
"2417",2015-06-07,"Seated Rope Cable Face Pull","Posterior Deltoid","25.0","10",1,"FitNotes"
"2418",2015-06-07,"Seated Rope Cable Face Pull","Posterior Deltoid","25.0","10",2,"FitNotes"
"2419",2015-06-07,"Seated Rope Cable Face Pull","Posterior Deltoid","25.0","10",3,"FitNotes"
"2420",2015-06-07,"Rocking Seated Cable Row","Back","50.0","10",1,"FitNotes"
"2421",2015-06-07,"Rocking Seated Cable Row","Back","65.0","10",2,"FitNotes"
"2422",2015-06-07,"Rocking Seated Cable Row","Back","75.0","8",3,"FitNotes"
"2423",2015-06-07,"Cable Lat Pulldown","Back","55.0","10",1,"FitNotes"
"2424",2015-06-07,"Cable Lat Pulldown","Back","60.0","5",2,"FitNotes"
"2425",2015-06-07,"Cable Lat Pulldown","Back","50.0","10",3,"FitNotes"
"2426",2015-06-07,"Cable Lat Pulldown","Back","50.0","10",4,"FitNotes"
"2427",2015-06-07,"Barbell Incline Bench Press","Chest","40.0","10",1,"FitNotes"
"2428",2015-06-07,"Barbell Incline Bench Press","Chest","50.0","10",2,"FitNotes"
"2429",2015-06-07,"Barbell Incline Bench Press","Chest","60.0","10",3,"FitNotes"
"2430",2015-06-07,"Barbell Incline Bench Press","Chest","50.0","8",4,"FitNotes"
"2431",2015-06-07,"Barbell Close-Grip Bench Press","Triceps","40.0","10",1,"FitNotes"
"2432",2015-06-07,"Barbell Close-Grip Bench Press","Triceps","50.0","10",2,"FitNotes"
"2433",2015-06-07,"Barbell Close-Grip Bench Press","Triceps","50.0","8",3,"FitNotes"
"2434",2015-06-07,"Far One-Arm Rope Cable Triceps Pushdown","Triceps","17.5","10",1,"FitNotes"
"2435",2015-06-07,"Far One-Arm Rope Cable Triceps Pushdown","Triceps","17.5","8",2,"FitNotes"
"2436",2015-06-08,"Barbell Front Squat","Posterior Chain","20.0","10",1,"FitNotes"
"2437",2015-06-08,"Barbell Front Squat","Posterior Chain","40.0","10",2,"FitNotes"
"2438",2015-06-08,"Barbell Front Squat","Posterior Chain","50.0","10",3,"FitNotes"
"2439",2015-06-08,"Barbell Front Squat","Posterior Chain","60.0","10",4,"FitNotes"
"2440",2015-06-08,"Barbell High-Bar Back Squat","Posterior Chain","60.0","10",1,"FitNotes"
"2441",2015-06-08,"Barbell High-Bar Back Squat","Posterior Chain","80.0","5",2,"FitNotes"
"2442",2015-06-08,"Barbell High-Bar Back Squat","Posterior Chain","90.0","5",3,"FitNotes"
"2443",2015-06-08,"Barbell Glute Bridge","Gluteus","60.0","10",1,"FitNotes"
"2444",2015-06-08,"Barbell Glute Bridge","Gluteus","60.0","10",2,"FitNotes"
"2445",2015-06-08,"Barbell Glute Bridge","Gluteus","60.0","10",3,"FitNotes"
"2446",2015-06-08,"Plate-Loaded Squat Press","Quadriceps","100.0","10",1,"FitNotes"
"2447",2015-06-08,"Plate-Loaded Squat Press","Quadriceps","140.0","10",2,"FitNotes"
"2448",2015-06-08,"Plate-Loaded Squat Press","Quadriceps","160.0","10",3,"FitNotes"
"2449",2015-06-08,"Seated Plate-Loaded Calf Raise Machine","Calves","50.0","10",1,"FitNotes"
"2450",2015-06-08,"Seated Plate-Loaded Calf Raise Machine","Calves","50.0","10",2,"FitNotes"
"2451",2015-06-08,"Lying Leg Curl Machine","Hamstrings","40.0","15",1,"FitNotes"
"2452",2015-06-08,"Lying Leg Curl Machine","Hamstrings","45.0","10",2,"FitNotes"
"2453",2015-06-12,"Bradshaw Press","Anterior Deltoid","20.0","10",1,"FitNotes"
"2454",2015-06-12,"Bradshaw Press","Anterior Deltoid","40.0","5",2,"FitNotes"
"2455",2015-06-12,"Barbell Overhead Press","Anterior Deltoid","50.0","5",1,"FitNotes"
"2456",2015-06-12,"Barbell Overhead Press","Anterior Deltoid","55.0","2",2,"FitNotes"
"2457",2015-06-12,"Bradshaw Press","Anterior Deltoid","40.0","5",3,"FitNotes"
"2458",2015-06-12,"Rocking Seated Cable Row","Back","50.0","10",1,"FitNotes"
"2459",2015-06-12,"Rocking Seated Cable Row","Back","60.0","10",2,"FitNotes"
"2460",2015-06-12,"Rocking Seated Cable Row","Back","70.0","10",3,"FitNotes"
"2461",2015-06-12,"Seated Rope Cable Face Pull","Posterior Deltoid","20.0","10",1,"FitNotes"
"2462",2015-06-12,"Seated Rope Cable Face Pull","Posterior Deltoid","20.0","10",2,"FitNotes"
"2463",2015-06-12,"Wide Hammer-Grip Cable Lat Pulldown","Back","30.0","10",1,"FitNotes"
"2464",2015-06-12,"Wide Hammer-Grip Cable Lat Pulldown","Back","50.0","10",2,"FitNotes"
"2465",2015-06-12,"Wide Hammer-Grip Cable Lat Pulldown","Back","60.0","6",3,"FitNotes"
"2466",2015-06-12,"Wide Hammer-Grip Cable Lat Pulldown","Back","55.0","10",4,"FitNotes"
"2467",2015-06-12,"Batwing Row","Posterior Deltoid","10.0","10",1,"FitNotes"
"2468",2015-06-12,"Batwing Row","Posterior Deltoid","15.0","10",2,"FitNotes"
"2469",2015-06-12,"Dumbbell Front Raise","Anterior Deltoid","5.0","5",1,"FitNotes"
"2470",2015-06-12,"Standing Dumbbell Lateral Raise","Lateral Deltoid","5.0","5",1,"FitNotes"
"2471",2015-06-12,"Standing Dumbbell Lateral Raise","Lateral Deltoid","5.0","5",2,"FitNotes"
"2472",2015-06-12,"Dumbbell Front Raise","Anterior Deltoid","5.0","5",2,"FitNotes"
"2473",2015-06-12,"Dumbbell Fly","Pectoralis","10.0","10",1,"FitNotes"
"2474",2015-06-12,"Dumbbell Fly","Pectoralis","10.0","10",2,"FitNotes"
"2475",2015-06-12,"Dumbbell Fly","Pectoralis","10.0","10",3,"FitNotes"
"2476",2015-06-12,"Rope Cable Triceps Pushdown","Triceps","40.0","10",1,"FitNotes"
"2477",2015-06-12,"Rope Cable Triceps Pushdown","Triceps","50.0","10",2,"FitNotes"
"2478",2015-06-12,"High Cable Rear Delt Crossover","Posterior Deltoid","15.0","10",1,"FitNotes"
"2479",2015-06-12,"High Cable Rear Delt Crossover","Posterior Deltoid","15.0","10",2,"FitNotes"
"2480",2015-06-12,"Barbell Close-Grip Bench Press","Triceps","40.0","10",1,"FitNotes"
"2481",2015-06-12,"Barbell Close-Grip Bench Press","Triceps","45.0","10",2,"FitNotes"
"2482",2015-06-12,"Barbell Close-Grip Bench Press","Triceps","45.0","10",3,"FitNotes"
"2483",2015-06-12,"EZ-Bar Preacher Curl","Biceps","17.5","15",1,"FitNotes"
"2484",2015-06-12,"EZ-Bar Preacher Curl","Biceps","17.5","15",2,"FitNotes"
"2485",2015-06-12,"Trap-Bar Shrug","Trapezius","70.0","15",1,"FitNotes"
"2486",2015-06-12,"Trap-Bar Shrug","Trapezius","75.0","12",2,"FitNotes"
"2487",2015-06-13,"Barbell High-Bar Back Squat","Posterior Chain","20.0","10",1,"FitNotes"
"2488",2015-06-13,"Barbell High-Bar Back Squat","Posterior Chain","60.0","10",2,"FitNotes"
"2489",2015-06-13,"Barbell High-Bar Back Squat","Posterior Chain","70.0","10",3,"FitNotes"
"2490",2015-06-13,"Barbell High-Bar Back Squat","Posterior Chain","80.0","10",4,"FitNotes"
"2491",2015-06-13,"Barbell Front Squat","Posterior Chain","80.0","2",1,"FitNotes"
"2492",2015-06-13,"Barbell High-Bar Back Squat","Posterior Chain","90.0","1",5,"FitNotes"
"2493",2015-06-13,"Barbell High-Bar Back Squat","Posterior Chain","100.0","1",6,"FitNotes"
"2494",2015-06-13,"Barbell High-Bar Back Squat","Posterior Chain","120.0","1",7,"FitNotes"
"2495",2015-06-13,"EZ-Bar Preacher Curl","Biceps","25.0","5",1,"FitNotes"
"2496",2015-06-13,"EZ-Bar Preacher Curl","Biceps","25.0","5",2,"FitNotes"
"2497",2015-06-13,"Plate-Loaded Squat Press","Quadriceps","150.0","10",1,"FitNotes"
"2498",2015-06-13,"Plate-Loaded Squat Press","Quadriceps","170.0","5",2,"FitNotes"
"2499",2015-06-13,"Plate-Loaded Squat Press","Quadriceps","200.0","5",3,"FitNotes"
"2500",2015-06-13,"Barbell Close-Grip Bench Press","Triceps","40.0","10",1,"FitNotes"
"2501",2015-06-13,"Barbell Close-Grip Bench Press","Triceps","50.0","10",2,"FitNotes"
"2502",2015-06-13,"Barbell Close-Grip Bench Press","Triceps","55.0","10",3,"FitNotes"
"2503",2015-06-13,"EZ-Bar Preacher Curl","Biceps","22.5","10",3,"FitNotes"
"2504",2015-06-13,"Abductor Machine","Gluteus","60.0","10",1,"FitNotes"
"2505",2015-06-13,"Abductor Machine","Gluteus","75.0","10",2,"FitNotes"
"2506",2015-06-13,"Abductor Machine","Gluteus","90.0","10",3,"FitNotes"
"2507",2015-06-13,"Abductor Machine","Gluteus","100.0","10",4,"FitNotes"
"2508",2015-06-13,"Abductor Machine","Gluteus","110.0","10",5,"FitNotes"
"2509",2015-06-13,"Adductor Machine","Adductors","75.0","10",1,"FitNotes"
"2510",2015-06-13,"Adductor Machine","Adductors","90.0","10",2,"FitNotes"
"2511",2015-06-13,"Adductor Machine","Adductors","105.0","6",3,"FitNotes"
"2512",2015-06-13,"Cable High-To-Low Crossover","Pectoralis","17.5","15",1,"FitNotes"
"2513",2015-06-13,"Cable High-To-Low Crossover","Pectoralis","22.5","10",2,"FitNotes"
"2514",2015-06-13,"Cable High-To-Low Crossover","Pectoralis","30.0","10",3,"FitNotes"
"2515",2015-06-18,"V-Bar Cable Lat Pulldown","Back","40.0","10",1,"FitNotes"
"2516",2015-06-18,"V-Bar Cable Lat Pulldown","Back","50.0","10",2,"FitNotes"
"2517",2015-06-18,"V-Bar Cable Lat Pulldown","Back","65.0","10",3,"FitNotes"
"2518",2015-06-18,"Rocking Seated Cable Row","Back","60.0","10",1,"FitNotes"
"2519",2015-06-18,"Rocking Seated Cable Row","Back","70.0","10",2,"FitNotes"
"2520",2015-06-18,"Rocking Seated Cable Row","Back","80.0","5",3,"FitNotes"
"2521",2015-06-18,"Barbell Bench Press","Chest","20.0","10",1,"FitNotes"
"2522",2015-06-18,"Barbell Bench Press","Chest","60.0","10",2,"FitNotes"
"2523",2015-06-18,"Barbell Bench Press","Chest","60.0","10",3,"FitNotes"
"2524",2015-06-18,"Barbell Bench Press","Chest","60.0","6",4,"FitNotes"
"2525",2015-06-18,"Barbell Bench Press","Chest","60.0","5",5,"FitNotes"
"2526",2015-06-18,"Split Stance Trap-Bar Row","Back","20.0","10",1,"FitNotes"
"2527",2015-06-18,"Split Stance Trap-Bar Row","Back","50.0","5",2,"FitNotes"
"2528",2015-06-18,"Split Stance Trap-Bar Row","Back","50.0","5",3,"FitNotes"
"2529",2015-06-18,"Rack Pendlay Row","Back","50.0","10",1,"FitNotes"
"2530",2015-06-18,"Rack Pendlay Row","Back","60.0","10",2,"FitNotes"
"2531",2015-06-18,"Rack Pendlay Row","Back","60.0","7",3,"FitNotes"
"2532",2015-06-18,"Dumbbell Fly","Pectoralis","12.5","10",1,"FitNotes"
"2533",2015-06-18,"Dumbbell Fly","Pectoralis","12.5","10",2,"FitNotes"
"2534",2015-06-18,"Dumbbell Fly","Pectoralis","12.5","8",3,"FitNotes"
"2535",2015-06-18,"Dumbbell Hammer Curl","Brachioradialis","15.0","6",1,"FitNotes"
"2536",2015-06-18,"Dumbbell Pinwheel Curl","Biceps","12.5","6",1,"FitNotes"
"2537",2015-06-18,"Dumbbell Hammer Curl","Brachioradialis","15.0","4",2,"FitNotes"
"2538",2015-06-18,"Dumbbell Pinwheel Curl","Biceps","12.5","6",2,"FitNotes"
"2539",2015-06-18,"Rope Cable Triceps Pushdown","Triceps","35.0","10",1,"FitNotes"
"2540",2015-06-18,"Rope Cable Triceps Pushdown","Triceps","45.0","10",2,"FitNotes"
"2541",2015-06-18,"Rope Cable Triceps Pushdown","Triceps","55.0","6",3,"FitNotes"
"2542",2015-06-18,"EZ-Bar Cable Triceps Pushdown","Triceps","55.0","10",1,"FitNotes"
"2543",2015-06-18,"EZ-Bar Cable Triceps Pushdown","Triceps","60.0","6",2,"FitNotes"
"2544",2015-06-19,"Barbell Front Squat","Posterior Chain","20.0","10",1,"FitNotes"
"2545",2015-06-19,"Barbell Front Squat","Posterior Chain","30.0","10",2,"FitNotes"
"2546",2015-06-19,"Barbell Front Squat","Posterior Chain","50.0","10",3,"FitNotes"
"2547",2015-06-19,"Barbell Front Squat","Posterior Chain","60.0","6",4,"FitNotes"
"2548",2015-06-19,"Barbell Front Squat","Posterior Chain","70.0","5",5,"FitNotes"
"2549",2015-06-19,"Barbell Incline Bench Press","Chest","20.0","10",1,"FitNotes"
"2550",2015-06-19,"Barbell Incline Bench Press","Chest","50.0","10",2,"FitNotes"
"2551",2015-06-19,"Barbell Incline Bench Press","Chest","50.0","10",3,"FitNotes"
"2552",2015-06-19,"Barbell Deadlift","Posterior Chain","90.0","5",1,"FitNotes"
"2553",2015-06-19,"Barbell Deadlift","Posterior Chain","110.0","5",2,"FitNotes"
"2554",2015-06-19,"Barbell Deadlift","Posterior Chain","130.0","2",3,"FitNotes"
"2555",2015-06-19,"Barbell Deadlift","Posterior Chain","150.0","1",4,"FitNotes"
"2556",2015-06-19,"Barbell Deadlift","Posterior Chain","150.0","1",5,"FitNotes"
"2557",2015-06-27,"Underhand Cable Lat Pulldown","Back","60.0","10",1,"FitNotes"
"2558",2015-06-27,"Underhand Cable Lat Pulldown","Back","70.0","10",2,"FitNotes"
"2559",2015-06-27,"Underhand Cable Lat Pulldown","Back","80.0","5",3,"FitNotes"
"2560",2015-06-27,"Underhand Cable Lat Pulldown","Back","65.0","10",4,"FitNotes"
"2561",2015-06-27,"Barbell Bench Press","Chest","20.0","10",1,"FitNotes"
"2562",2015-06-27,"Barbell Bench Press","Chest","50.0","10",2,"FitNotes"
"2563",2015-06-27,"Barbell Bench Press","Chest","60.0","5",3,"FitNotes"
"2564",2015-06-27,"Barbell Bench Press","Chest","65.0","5",4,"FitNotes"
"2565",2015-06-27,"Barbell Bench Press","Chest","70.0","5",5,"FitNotes"
"2566",2015-06-27,"Barbell Bench Press","Chest","75.0","5",6,"FitNotes"
"2567",2015-06-27,"Barbell Bench Press","Chest","77.5","3",7,"FitNotes"
"2568",2015-06-27,"Barbell Bench Press","Chest","50.0","10",8,"FitNotes"
"2569",2015-06-27,"Barbell Bench Press","Chest","50.0","10",9,"FitNotes"
"2570",2015-06-27,"Barbell Bench Press","Chest","50.0","10",10,"FitNotes"
"2571",2015-06-27,"Barbell Bench Press","Chest","50.0","10",11,"FitNotes"
"2572",2015-06-27,"Straight-Bar Cable Face Pull","Posterior Deltoid","15.0","15",1,"FitNotes"
"2573",2015-06-27,"Straight-Bar Cable Face Pull","Posterior Deltoid","20.0","15",2,"FitNotes"
"2574",2015-06-27,"High Cable Rear Delt Crossover","Posterior Deltoid","15.0","10",1,"FitNotes"
"2575",2015-06-27,"Straight-Bar Cable Face Pull","Posterior Deltoid","25.0","10",3,"FitNotes"
"2576",2015-06-27,"Straight-Bar Cable Face Pull","Posterior Deltoid","30.0","10",4,"FitNotes"
"2577",2015-06-27,"High Cable Rear Delt Crossover","Posterior Deltoid","10.0","10",2,"FitNotes"
"2578",2015-06-27,"Leaning Cable Lateral Raise","Lateral Deltoid","10.0","10",1,"FitNotes"
"2579",2015-06-27,"Leaning Cable Lateral Raise","Lateral Deltoid","10.0","10",2,"FitNotes"
"2580",2015-06-27,"Dumbbell Fly","Pectoralis","12.5","10",1,"FitNotes"
"2581",2015-06-27,"Dumbbell Fly","Pectoralis","12.5","10",2,"FitNotes"
"2582",2015-06-27,"Dumbbell Fly","Pectoralis","12.5","10",3,"FitNotes"
"2583",2015-06-27,"EZ-Bar Preacher Curl","Biceps","17.5","10",1,"FitNotes"
"2584",2015-06-27,"EZ-Bar Preacher Curl","Biceps","17.5","10",2,"FitNotes"
"2585",2015-06-27,"EZ-Bar Preacher Curl","Biceps","20.0","10",3,"FitNotes"
"2586",2015-06-27,"EZ-Bar Preacher Curl","Biceps","22.5","10",4,"FitNotes"
"2587",2015-06-27,"EZ-Bar Preacher Curl","Biceps","22.5","10",5,"FitNotes"
"2588",2015-06-27,"Dumbbell Shrug","Trapezius","30.0","12",1,"FitNotes"
"2589",2015-06-27,"Dumbbell Shrug","Trapezius","35.0","12",2,"FitNotes"
"2590",2015-06-27,"Close-Grip Smith Machine Bench Press","Triceps","40.0","10",1,"FitNotes"
"2591",2015-06-27,"Close-Grip Smith Machine Bench Press","Triceps","40.0","10",2,"FitNotes"
"2592",2015-06-27,"Close-Grip Smith Machine Bench Press","Triceps","40.0","10",3,"FitNotes"
"2593",2015-06-27,"Close-Grip Smith Machine Bench Press","Triceps","40.0","10",4,"FitNotes"
"2594",2015-06-27,"Close-Grip Smith Machine Bench Press","Triceps","40.0","10",5,"FitNotes"
"2595",2015-06-27,"Wide-Grip Decline Smith Machine Bench Press","Pectoralis","40.0","5",1,"FitNotes"
"2596",2015-06-27,"Wide-Grip Decline Smith Machine Bench Press","Pectoralis","40.0","5",2,"FitNotes"
