"Activity","Date (YYYYMMDD)","Set",,"unit",,"unit","Combined","Points"
"Kettlebell Romanian Deadlift",2013-07-17,401,16,,8,,"16 kg || 8 reps","30"
"Kettlebell Romanian Deadlift",2013-07-17,402,16,,8,,"16 kg || 8 reps","30"
"Kettlebell Romanian Deadlift",2013-07-17,403,20,,8,,"20 kg || 8 reps","32"
