"Activity","Date (YYYYMMDD)","Set",,"unit",,"unit","Combined","Points"
"Barbell Deadlift",2013-12-06,7,150,,1,,"150 kg || 1 reps","135"
"Barbell Deadlift",2013-12-06,8,170,,1,,"170 kg || 1 reps","182"
"Barbell Deadlift",2013-12-06,9,190,,1,,"190 kg || 1 reps","244"
"Barbell Deadlift",2013-12-16,1,90,,5,,"90 kg || 5 reps","101"
"Barbell Deadlift",2013-12-16,2,140,,3,,"140 kg || 3 reps","170"
"Barbell Deadlift",2013-12-16,3,160,,1,,"160 kg || 1 reps","156"
"Barbell Deadlift",2013-12-21,13,70,,5,,"70 kg || 5 reps","75"
"Barbell Deadlift",2014-01-29,1,90,,5,,"90 kg || 5 reps","101"
"Barbell Deadlift",2014-01-29,2,140,,1,,"140 kg || 1 reps","116"
"Barbell Deadlift",2014-01-29,3,140,,3,,"140 kg || 3 reps","170"
"Barbell Deadlift",2014-01-29,4,150,,2,,"150 kg || 2 reps","167"
"Barbell Deadlift",2014-01-29,5,160,,1,,"160 kg || 1 reps","156"
"Barbell Deadlift",2014-01-29,6,160,,1,,"160 kg || 1 reps","156"
"Barbell Deadlift",2014-01-29,7,170,,1,,"170 kg || 1 reps","182"
"Barbell Deadlift",2014-03-20,11,110,,5,,"110 kg || 5 reps","136"
"Barbell Deadlift",2014-03-20,12,150,,3,,"150 kg || 3 reps","198"
"Barbell Deadlift",2014-03-20,13,165,,3,,"165 kg || 3 reps","247"
"Barbell Deadlift",2014-03-20,14,175,,1,,"175 kg || 1 reps","196"
"Barbell Deadlift",2014-03-23,28,110,,1,,"110 kg || 1 reps","74"
