"Activity","Date (YYYYMMDD)","Set",,"unit",,"unit","Combined","Points"
"Barbell Squat",2013-05-31,110,60,,5,,"60 kg || 5 reps","64"
"Barbell Squat",2013-05-31,111,65,,5,,"65 kg || 5 reps","69"
"Barbell Squat",2013-05-31,112,65,,5,,"65 kg || 5 reps","69"
"Barbell Squat",2013-06-02,501,70,,5,,"70 kg || 5 reps","75"
"Barbell Squat",2013-06-02,502,70,,5,,"70 kg || 5 reps","75"
"Barbell Squat",2013-06-04,101,85,,3,,"85 kg || 3 reps","75"
"Barbell Squat",2013-06-04,102,85,,5,,"85 kg || 5 reps","94"
"Barbell Squat",2013-06-04,103,85,,5,,"85 kg || 5 reps","94"
"Barbell Squat",2013-06-04,104,85,,5,,"85 kg || 5 reps","94"
"Barbell Squat",2013-06-04,105,85,,5,,"85 kg || 5 reps","94"
"Barbell Squat",2013-06-04,106,85,,5,,"85 kg || 5 reps","94"
"Barbell Squat",2013-08-15,401,30,,10,,"30 kg || 10 reps","48"
"Barbell Squat",2013-08-15,402,30,,10,,"30 kg || 10 reps","48"
"Barbell Squat",2013-08-15,403,50,,8,,"50 kg || 8 reps","63"
"Barbell Squat",2013-08-15,404,50,,8,,"50 kg || 8 reps","63"
"Barbell Squat",2013-09-09,401,45,,30,,"45 kg || 30 reps","75"
"Barbell Squat",2013-09-09,402,15,,3,,"15 kg || 3 reps","26"
"Barbell Squat",2013-09-09,403,17.5,,3,,"17.5 kg || 3 reps","27"
"Barbell Squat",2013-09-09,404,21.5,,3,,"21.5 kg || 3 reps","29"
"Barbell Squat",2013-09-12,601,30,,3,,"30 kg || 3 reps","33"
"Barbell Squat",2013-09-12,602,30,,3,,"30 kg || 3 reps","33"
"Barbell Squat",2013-09-12,603,20,,3,,"20 kg || 3 reps","28"
"Barbell Squat",2013-09-12,604,20,,3,,"20 kg || 3 reps","28"
"Barbell Squat",2013-09-12,605,20,,3,,"20 kg || 3 reps","28"
"Barbell Squat",2013-09-12,606,44,,15,,"44 kg || 15 reps","63"
"Barbell Squat",2013-09-12,607,60,,3,,"60 kg || 3 reps","52"
"Barbell Squat",2013-09-12,608,80,,3,,"80 kg || 3 reps","70"
"Barbell Squat",2013-09-12,609,100,,1,,"100 kg || 1 reps","64"
"Barbell Squat",2013-09-17,701,42.5,,3,,"42.5 kg || 3 reps","40"
"Barbell Squat",2013-09-17,702,76,,3,,"76 kg || 3 reps","66"
"Barbell Squat",2013-09-17,703,86,,3,,"86 kg || 3 reps","76"
"Barbell Squat",2013-09-17,704,97,,3,,"97 kg || 3 reps","90"
"Barbell Squat",2013-09-17,705,40,,3,,"40 kg || 3 reps","38"
"Barbell Squat",2013-09-19,501,50,,5,,"50 kg || 5 reps","55"
"Barbell Squat",2013-09-19,502,70,,5,,"70 kg || 5 reps","75"
"Barbell Squat",2013-09-19,503,81,,5,,"81 kg || 5 reps","88"
"Barbell Squat",2013-09-19,504,92,,7,,"92 kg || 7 reps","115"
"Barbell Squat",2013-09-27,201,80,,4,,"80 kg || 4 reps","79"
"Barbell Squat",2013-09-27,202,100,,6,,"100 kg || 6 reps","124"
"Barbell Squat",2013-09-27,203,80,,6,,"80 kg || 6 reps","92"
"Barbell Squat",2013-09-27,204,65,,8,,"65 kg || 8 reps","79"
"Barbell Squat",2013-09-27,205,60,,10,,"60 kg || 10 reps","76"
"Barbell Squat",2013-09-27,206,60,,12,,"60 kg || 12 reps","78"
"Barbell Squat",2013-09-27,207,30,,5,,"30 kg || 5 reps","41"
"Barbell Squat",2013-09-27,208,50,,5,,"50 kg || 5 reps","55"
"Barbell Squat",2013-11-20,17,50,,10,,"50 kg || 10 reps","65"
"Barbell Squat",2013-11-20,18,60,,10,,"60 kg || 10 reps","76"
"Barbell Squat",2013-11-20,19,80,,5,,"80 kg || 5 reps","87"
"Barbell Squat",2013-11-22,14,50,,10,,"50 kg || 10 reps","65"
"Barbell Squat",2013-11-22,15,70,,5,,"70 kg || 5 reps","75"
"Barbell Squat",2013-11-22,16,90,,5,,"90 kg || 5 reps","101"
"Barbell Squat",2013-11-27,1,50,,10,,"50 kg || 10 reps","65"
"Barbell Squat",2013-11-27,2,70,,5,,"70 kg || 5 reps","75"
"Barbell Squat",2013-11-27,3,90,,5,,"90 kg || 5 reps","101"
"Barbell Squat",2013-11-27,4,100,,3,,"100 kg || 3 reps","94"
"Barbell Squat",2013-11-27,5,110,,2,,"110 kg || 2 reps","92"
"Barbell Squat",2013-11-29,20,10,,5,,"10 kg || 5 reps","30"
"Barbell Squat",2013-11-29,21,20,,5,,"20 kg || 5 reps","35"
"Barbell Squat",2013-11-29,22,30,,3,,"30 kg || 3 reps","33"
"Barbell Squat",2013-11-29,23,35,,3,,"35 kg || 3 reps","35"
"Barbell Squat",2013-11-29,24,40,,3,,"40 kg || 3 reps","38"
"Barbell Squat",2013-11-29,25,45,,5,,"45 kg || 5 reps","51"
"Barbell Squat",2013-12-08,1,50,,5,,"50 kg || 5 reps","55"
"Barbell Squat",2013-12-08,2,70,,5,,"70 kg || 5 reps","75"
"Barbell Squat",2013-12-08,3,90,,3,,"90 kg || 3 reps","81"
"Barbell Squat",2013-12-08,4,110,,3,,"110 kg || 3 reps","109"
"Barbell Squat",2013-12-08,5,120,,1,,"120 kg || 1 reps","86"
"Barbell Squat",2013-12-08,6,130,,1,,"130 kg || 1 reps","100"
"Barbell Squat",2013-12-10,1,50,,5,,"50 kg || 5 reps","55"
"Barbell Squat",2013-12-10,2,50,,5,,"50 kg || 5 reps","55"
"Barbell Squat",2013-12-10,3,50,,5,,"50 kg || 5 reps","55"
"Barbell Squat",2013-12-10,4,50,,5,,"50 kg || 5 reps","55"
"Barbell Squat",2013-12-10,5,50,,5,,"50 kg || 5 reps","55"
"Barbell Squat",2013-12-10,6,50,,5,,"50 kg || 5 reps","55"
"Barbell Squat",2013-12-10,7,50,,5,,"50 kg || 5 reps","55"
"Barbell Squat",2013-12-10,8,50,,5,,"50 kg || 5 reps","55"
"Barbell Squat",2013-12-10,9,50,,5,,"50 kg || 5 reps","55"
"Barbell Squat",2013-12-10,10,50,,5,,"50 kg || 5 reps","55"
"Barbell Squat",2014-01-06,4,50,,10,,"50 kg || 10 reps","65"
"Barbell Squat",2014-01-06,5,60,,10,,"60 kg || 10 reps","76"
"Barbell Squat",2014-01-06,6,70,,10,,"70 kg || 10 reps","88"
"Barbell Squat",2014-02-05,5,30,,6,,"30 kg || 6 reps","44"
"Barbell Squat",2014-02-05,6,50,,6,,"50 kg || 6 reps","59"
"Barbell Squat",2014-02-05,7,70,,6,,"70 kg || 6 reps","79"
"Barbell Squat",2014-02-05,8,90,,6,,"90 kg || 6 reps","107"
"Barbell Squat",2014-02-05,13,17.5,,10,,"17.5 kg || 10 reps","40"
"Barbell Squat",2014-02-05,14,40,,10,,"40 kg || 10 reps","56"
"Barbell Squat",2014-02-05,15,40,,10,,"40 kg || 10 reps","56"
"Barbell Squat",2014-02-07,5,30,,10,,"30 kg || 10 reps","48"
"Barbell Squat",2014-02-07,6,30,,10,,"30 kg || 10 reps","48"
"Barbell Squat",2014-02-08,1,30,,6,,"30 kg || 6 reps","44"
"Barbell Squat",2014-02-08,2,30,,6,,"30 kg || 6 reps","44"
"Barbell Squat",2014-02-08,3,30,,6,,"30 kg || 6 reps","44"
"Barbell Squat",2014-02-08,35,65,,3,,"65 kg || 3 reps","56"
"Barbell Squat",2014-02-08,36,65,,3,,"65 kg || 3 reps","56"
"Barbell Squat",2014-02-08,37,65,,3,,"65 kg || 3 reps","56"
"Barbell Squat",2014-02-08,38,65,,3,,"65 kg || 3 reps","56"
"Barbell Squat",2014-02-08,39,65,,3,,"65 kg || 3 reps","56"
"Barbell Squat",2014-02-08,40,65,,3,,"65 kg || 3 reps","56"
"Barbell Squat",2014-02-08,41,65,,3,,"65 kg || 3 reps","56"
"Barbell Squat",2014-02-08,42,65,,3,,"65 kg || 3 reps","56"
"Barbell Squat",2014-02-08,43,65,,3,,"65 kg || 3 reps","56"
"Barbell Squat",2014-02-08,44,65,,3,,"65 kg || 3 reps","56"
"Barbell Squat",2014-02-08,45,90,,1,,"90 kg || 1 reps","55"
"Barbell Squat",2014-02-08,46,105,,1,,"105 kg || 1 reps","69"
"Barbell Squat",2014-02-10,7,30,,6,,"30 kg || 6 reps","44"
"Barbell Squat",2014-02-10,8,30,,6,,"30 kg || 6 reps","44"
"Barbell Squat",2014-02-10,9,35,,6,,"35 kg || 6 reps","47"
"Barbell Squat",2014-02-10,31,35,,1,,"35 kg || 1 reps","24"
"Barbell Squat",2014-02-10,32,35,,1,,"35 kg || 1 reps","24"
"Barbell Squat",2014-02-10,33,35,,1,,"35 kg || 1 reps","24"
"Barbell Squat",2014-02-10,34,35,,1,,"35 kg || 1 reps","24"
"Barbell Squat",2014-02-10,35,35,,1,,"35 kg || 1 reps","24"
"Barbell Squat",2014-02-10,56,35,,1,,"35 kg || 1 reps","24"
"Barbell Squat",2014-02-10,57,35,,1,,"35 kg || 1 reps","24"
"Barbell Squat",2014-02-10,58,35,,1,,"35 kg || 1 reps","24"
"Barbell Squat",2014-02-10,59,35,,1,,"35 kg || 1 reps","24"
"Barbell Squat",2014-02-10,60,35,,1,,"35 kg || 1 reps","24"
"Barbell Squat",2014-02-13,16,35,,1,,"35 kg || 1 reps","24"
"Barbell Squat",2014-02-13,17,35,,1,,"35 kg || 1 reps","24"
"Barbell Squat",2014-02-13,18,35,,1,,"35 kg || 1 reps","24"
"Barbell Squat",2014-02-13,19,35,,1,,"35 kg || 1 reps","24"
"Barbell Squat",2014-02-13,20,35,,1,,"35 kg || 1 reps","24"
"Barbell Squat",2014-02-13,41,35,,1,,"35 kg || 1 reps","24"
"Barbell Squat",2014-02-13,42,35,,1,,"35 kg || 1 reps","24"
"Barbell Squat",2014-02-13,43,35,,1,,"35 kg || 1 reps","24"
"Barbell Squat",2014-02-13,44,35,,1,,"35 kg || 1 reps","24"
"Barbell Squat",2014-02-13,45,35,,1,,"35 kg || 1 reps","24"
"Barbell Squat",2014-02-13,60,40,,1,,"40 kg || 1 reps","26"
"Barbell Squat",2014-02-13,61,40,,1,,"40 kg || 1 reps","26"
"Barbell Squat",2014-02-13,62,40,,1,,"40 kg || 1 reps","26"
"Barbell Squat",2014-02-14,5,50,,6,,"50 kg || 6 reps","59"
"Barbell Squat",2014-02-14,6,70,,6,,"70 kg || 6 reps","79"
"Barbell Squat",2014-02-14,7,90,,2,,"90 kg || 2 reps","68"
"Barbell Squat",2014-02-14,8,100,,5,,"100 kg || 5 reps","117"
"Barbell Squat",2014-02-14,9,110,,3,,"110 kg || 3 reps","109"
"Barbell Squat",2014-02-14,10,120,,2,,"120 kg || 2 reps","107"
"Barbell Squat",2014-02-14,11,130,,1,,"130 kg || 1 reps","100"
"Barbell Squat",2014-02-14,20,40,,1,,"40 kg || 1 reps","26"
"Barbell Squat",2014-02-14,21,40,,1,,"40 kg || 1 reps","26"
"Barbell Squat",2014-02-14,22,40,,1,,"40 kg || 1 reps","26"
"Barbell Squat",2014-02-14,38,40,,1,,"40 kg || 1 reps","26"
"Barbell Squat",2014-02-14,39,40,,1,,"40 kg || 1 reps","26"
"Barbell Squat",2014-02-14,40,40,,1,,"40 kg || 1 reps","26"
"Barbell Squat",2014-02-14,41,40,,1,,"40 kg || 1 reps","26"
"Barbell Squat",2014-02-15,41,30,,1,,"30 kg || 1 reps","22"
"Barbell Squat",2014-02-15,42,30,,1,,"30 kg || 1 reps","22"
"Barbell Squat",2014-02-15,43,30,,1,,"30 kg || 1 reps","22"
"Barbell Squat",2014-02-15,44,30,,1,,"30 kg || 1 reps","22"
"Barbell Squat",2014-02-15,45,30,,1,,"30 kg || 1 reps","22"
"Barbell Squat",2014-02-15,46,30,,1,,"30 kg || 1 reps","22"
"Barbell Squat",2014-02-15,47,30,,1,,"30 kg || 1 reps","22"
"Barbell Squat",2014-02-15,48,30,,1,,"30 kg || 1 reps","22"
"Barbell Squat",2014-02-15,49,30,,1,,"30 kg || 1 reps","22"
"Barbell Squat",2014-02-15,50,30,,1,,"30 kg || 1 reps","22"
"Barbell Squat",2014-02-18,7,60,,6,,"60 kg || 6 reps","68"
"Barbell Squat",2014-02-18,8,80,,6,,"80 kg || 6 reps","92"
"Barbell Squat",2014-02-18,9,10,,10,,"10 kg || 10 reps","36"
"Barbell Squat",2014-02-18,10,120,,1,,"120 kg || 1 reps","86"
"Barbell Squat",2014-02-18,11,140,,1,,"140 kg || 1 reps","116"
"Barbell Squat",2014-02-26,3,40,,8,,"40 kg || 8 reps","54"
"Barbell Squat",2014-02-26,20,30,,10,,"30 kg || 10 reps","48"
"Barbell Squat",2014-02-26,21,50,,10,,"50 kg || 10 reps","65"
"Barbell Squat",2014-02-26,22,70,,10,,"70 kg || 10 reps","88"
"Barbell Squat",2014-02-26,23,80,,10,,"80 kg || 10 reps","102"
"Barbell Squat",2014-02-28,19,50,,6,,"50 kg || 6 reps","59"
"Barbell Squat",2014-03-13,1,30,,10,,"30 kg || 10 reps","48"
"Barbell Squat",2014-03-13,2,50,,5,,"50 kg || 5 reps","55"
"Barbell Squat",2014-03-13,3,70,,5,,"70 kg || 5 reps","75"
"Barbell Squat",2014-03-13,4,90,,5,,"90 kg || 5 reps","101"
"Barbell Squat",2014-03-13,5,100,,1,,"100 kg || 1 reps","64"
"Barbell Squat",2014-03-13,6,100,,6,,"100 kg || 6 reps","124"
"Barbell Squat",2014-03-18,1,30,,6,,"30 kg || 6 reps","44"
"Barbell Squat",2014-03-18,2,50,,6,,"50 kg || 6 reps","59"
"Barbell Squat",2014-03-18,3,70,,6,,"70 kg || 6 reps","79"
"Barbell Squat",2014-03-18,4,90,,6,,"90 kg || 6 reps","107"
"Barbell Squat",2014-03-18,5,90,,6,,"90 kg || 6 reps","107"
"Barbell Squat",2014-03-18,6,90,,15,,"90 kg || 15 reps","126"
"Barbell Squat",2014-03-20,5,30,,6,,"30 kg || 6 reps","44"
"Barbell Squat",2014-03-20,6,50,,6,,"50 kg || 6 reps","59"
"Barbell Squat",2014-03-20,7,70,,3,,"70 kg || 3 reps","60"
"Barbell Squat",2014-03-20,8,90,,3,,"90 kg || 3 reps","81"
"Barbell Squat",2014-03-20,9,105,,5,,"105 kg || 5 reps","126"
"Barbell Squat",2014-03-20,10,110,,5,,"110 kg || 5 reps","136"
"Barbell Squat",2014-03-23,7,30,,6,,"30 kg || 6 reps","44"
"Barbell Squat",2014-03-23,8,60,,6,,"60 kg || 6 reps","68"
"Barbell Squat",2014-03-23,9,80,,6,,"80 kg || 6 reps","92"
"Barbell Squat",2014-03-23,10,100,,6,,"100 kg || 6 reps","124"
"Barbell Squat",2014-03-23,11,100,,6,,"100 kg || 6 reps","124"
"Barbell Squat",2014-03-23,12,100,,6,,"100 kg || 6 reps","124"
"Barbell Squat",2014-03-26,4,30,,10,,"30 kg || 10 reps","48"
"Barbell Squat",2014-03-26,5,40,,10,,"40 kg || 10 reps","56"
"Barbell Squat",2014-03-26,6,50,,3,,"50 kg || 3 reps","44"
"Barbell Squat",2014-03-26,7,60,,3,,"60 kg || 3 reps","52"
"Barbell Squat",2014-03-26,8,70,,3,,"70 kg || 3 reps","60"
"Barbell Squat",2014-03-26,9,80,,3,,"80 kg || 3 reps","70"
"Barbell Squat",2014-03-26,10,90,,3,,"90 kg || 3 reps","81"
"Barbell Squat",2014-03-26,11,100,,3,,"100 kg || 3 reps","94"
"Barbell Squat",2014-03-26,12,110,,3,,"110 kg || 3 reps","109"
"Barbell Squat",2014-03-26,13,120,,1,,"120 kg || 1 reps","86"
"Barbell Squat",2014-03-26,14,90,,3,,"90 kg || 3 reps","81"
"Barbell Squat",2014-03-26,15,85,,3,,"85 kg || 3 reps","75"
"Barbell Squat",2014-03-26,16,80,,5,,"80 kg || 5 reps","87"
"Barbell Squat",2014-03-26,17,75,,5,,"75 kg || 5 reps","81"
"Barbell Squat",2014-03-26,18,70,,5,,"70 kg || 5 reps","75"
"Barbell Squat",2014-03-26,19,65,,5,,"65 kg || 5 reps","69"
