"Activity","Date (YYYYMMDD)","Set",,"unit",,"unit","Combined","Points"
"Kettlebell Halo",2013-08-07,201,8,,5,,"8 kg || 5 reps","20"
"Kettlebell Halo",2013-08-07,202,8,,5,,"8 kg || 5 reps","20"
"Kettlebell Halo",2013-08-09,401,10,,10,,"10 kg || 10 reps","25"
"Kettlebell Halo",2013-08-11,501,10,,15,,"10 kg || 15 reps","28"
"Kettlebell Halo",2013-09-11,1,10,,10,,"10 kg || 10 reps","25"
"Kettlebell Halo",2013-12-31,1,6,,12,,"6 kg || 12 reps","25"
"Kettlebell Halo",2013-12-31,2,8,,12,,"8 kg || 12 reps","26"
"Kettlebell Halo",2013-12-31,3,12,,12,,"12 kg || 12 reps","27"
"Kettlebell Halo",2013-12-31,16,20,,5,,"20 kg || 5 reps","24"
