"Activity","Date (YYYYMMDD)","Set",,"unit",,"unit","Combined","Points"
"Cable One Arm Tricep Extension",2013-05-25,701,5,,10,,"5 kg || 10 reps","8"
"Cable One Arm Tricep Extension",2013-05-25,702,10,,3,,"10 kg || 3 reps","6"
