"Activity","Date (YYYYMMDD)","Set",,"unit",,"unit","Combined","Points"
"Front Dumbbell Raise",2012-01-29,401,5,,10,,"5 kg || 10 reps","5"
"Front Dumbbell Raise",2012-01-29,402,5,,10,,"5 kg || 10 reps","5"
"Front Dumbbell Raise",2012-11-08,901,5,,5,,"5 kg || 5 reps","14"
"Front Dumbbell Raise",2012-12-25,501,1.5,,25,,"1.5 kg || 25 reps","18"
"Front Dumbbell Raise",2014-02-20,11,7,,8,,"7 kg || 8 reps","16"
"Front Dumbbell Raise",2014-02-20,12,7,,8,,"7 kg || 8 reps","16"
