"Activity","Date (YYYYMMDD)","Set",,"unit","Combined","Points"
"Suspension Trainer Inverted Rows",2013-10-02,1,5,,"5 reps","8"
"Suspension Trainer Inverted Rows",2013-10-02,2,5,,"5 reps","8"
"Suspension Trainer Inverted Rows",2013-10-02,3,5,,"5 reps","8"
"Suspension Trainer Inverted Rows",2013-10-02,4,5,,"5 reps","8"
"Suspension Trainer Inverted Rows",2013-10-02,5,5,,"5 reps","8"
"Suspension Trainer Inverted Rows",2013-10-05,401,5,,"5 reps","8"
"Suspension Trainer Inverted Rows",2013-10-07,601,5,,"5 reps","8"
"Suspension Trainer Inverted Rows",2013-12-16,1,5,,"5 reps","8"
