"Activity","Date (YYYYMMDD)","Set",,"unit",,"unit","Combined","Points"
"Kettlebell Clean and Press",2012-07-21,601,8,,10,,"8 kg || 10 reps","70"
"Kettlebell Clean and Press",2012-08-06,201,8,,20,,"8 kg || 20 reps","48"
"Kettlebell Clean and Press",2012-09-12,301,12,,5,,"12 kg || 5 reps","34"
