"Activity","Date (YYYYMMDD)","Set",,"unit",,"unit","Combined","Points"
"One-Arm Face Pull",2013-05-23,701,7.5,,10,,"7.5 kg || 10 reps","8"
"One-Arm Face Pull",2013-05-25,601,10,,10,,"10 kg || 10 reps","9"
"One-Arm Face Pull",2013-05-25,602,15,,5,,"15 kg || 5 reps","8"
