"Activity","Date (YYYYMMDD)","Set",,"unit","Combined","Points"
"Knees-To-Elbows",2012-09-17,801,5,,"5 reps","5"
"Knees-To-Elbows",2012-09-21,401,5,,"5 reps","5"
"Knees-To-Elbows",2012-09-21,402,4,,"4 reps","5"
"Knees-To-Elbows",2012-09-28,301,5,,"5 reps","5"
"Knees-To-Elbows",2012-09-28,302,5,,"5 reps","5"
"Knees-To-Elbows",2012-10-03,501,5,,"5 reps","5"
"Knees-To-Elbows",2012-10-03,502,3,,"3 reps","5"
