"Activity","Date (YYYYMMDD)","Set",,"unit","Combined","Points"
"Suspension Trainer Biceps Clutch",2013-10-05,201,10,,"10 reps","16"
"Suspension Trainer Biceps Clutch",2013-10-07,501,10,,"10 reps","16"
"Suspension Trainer Biceps Clutch",2013-10-09,301,10,,"10 reps","16"
"Suspension Trainer Biceps Clutch",2013-10-12,201,10,,"10 reps","16"
