"Activity","Date (YYYYMMDD)","Set",,"unit",,"unit","Combined","Points"
"Middle Back Shrug",2013-07-15,901,17.5,,15,,"17.5 kg || 15 reps","10"
"Middle Back Shrug",2013-07-15,902,17.5,,15,,"17.5 kg || 15 reps","10"
