"Activity","Date (YYYYMMDD)","Set",,"unit",,"unit","Combined","Points"
"Standing Barbell Press Behind Neck",2012-06-29,201,35,,1,,"35 kg || 1 reps","21"
"Standing Barbell Press Behind Neck",2013-04-19,101,20,,10,,"20 kg || 10 reps","36"
"Standing Barbell Press Behind Neck",2013-06-01,501,40,,5,,"40 kg || 5 reps","42"
"Standing Barbell Press Behind Neck",2013-06-03,401,30,,10,,"30 kg || 10 reps","42"
"Standing Barbell Press Behind Neck",2013-07-19,801,35,,10,,"35 kg || 10 reps","46"
"Standing Barbell Press Behind Neck",2014-02-05,19,20,,5,,"20 kg || 5 reps","31"
"Standing Barbell Press Behind Neck",2014-02-05,20,20,,5,,"20 kg || 5 reps","31"
