"Activity","Date (YYYYMMDD)","Set",,"unit",,"unit","Combined","Points"
"Jerk",2013-03-01,201,40,,1,,"40 kg || 1 reps","19"
"Jerk",2013-03-01,202,42.5,,1,,"42.5 kg || 1 reps","20"
