"Activity","Date (YYYYMMDD)","Set",,"unit",,"unit","Combined","Points"
"Standing Zottman Dumbbell Curls",2013-09-24,301,9.5,,5,,"9.5 kg || 5 reps","19"
"Standing Zottman Dumbbell Curls",2013-09-24,302,9.5,,5,,"9.5 kg || 5 reps","19"
