"Activity","Date (YYYYMMDD)","Set",,"unit",,"unit","Combined","Points"
"Dumbbell Lying Rear Lateral Raise",2012-10-27,401,7.5,,5,,"7.5 kg || 5 reps","14"
"Dumbbell Lying Rear Lateral Raise",2012-10-27,402,7.5,,5,,"7.5 kg || 5 reps","14"
