Date,Exercise,Category,Weight (kgs),Reps,Distance,Distance Unit,Time,Comment
2016-08-05,Dumbbell Bent-Over Rear Delt Raise,Shoulders,4.0,10,,,,""
2016-08-05,Dumbbell Bent-Over Rear Delt Raise,Shoulders,4.0,10,,,,""
2016-08-05,Dumbbell Standing Lateral Raise,Shoulders,6.0,10,,,,""
2016-08-05,Dumbbell Standing Lateral Raise,Shoulders,4.0,10,,,,""
2016-08-05,Dumbbell Standing Lateral Raise,Shoulders,4.0,10,,,,""
2016-08-05,Dumbbell Shrug,Shoulders,30.0,10,,,,""
2016-08-05,Dumbbell Shrug,Shoulders,30.0,10,,,,""
2016-08-05,Dumbbell Shrug,Shoulders,30.0,10,,,,""
2016-08-09,Barbell Overhead Press,Shoulders,30.0,5,,,,""
2016-08-09,Barbell Overhead Press,Shoulders,30.0,5,,,,""
2016-08-09,Barbell Overhead Press,Shoulders,35.0,5,,,,""
2016-08-09,Barbell Overhead Press,Shoulders,40.0,5,,,,""
2016-08-09,Barbell Overhead Press,Shoulders,45.0,3,,,,""
2016-08-09,Barbell Overhead Press,Shoulders,55.0,6,,,,""
2016-08-09,Barbell Overhead Press With Chains (16kg),Shoulders,40.0,3,,,,""
2016-08-09,Barbell Overhead Press With Chains (16kg),Shoulders,40.0,3,,,,""
2016-08-09,Barbell Clean,Back,25.0,3,,,,""
2016-08-09,Barbell Clean,Back,25.0,1,,,,""
2016-08-09,Barbell Clean,Back,25.0,1,,,,""
2016-08-09,Barbell Clean,Back,25.0,1,,,,""
2016-08-09,Barbell Hang Clean,Back,25.0,3,,,,""
2016-08-09,Barbell Hang Clean,Back,25.0,5,,,,""
2016-08-09,Barbell Hang Clean,Back,25.0,3,,,,""
2016-08-09,Ground Base Jammer,Shoulders,7.2,10,,,,""
2016-08-09,Ground Base Jammer,Shoulders,27.2,10,,,,""
2016-08-09,Ground Base Jammer,Shoulders,37.2,5,,,,""
2016-08-09,Ground Base Jammer,Shoulders,37.2,5,,,,""
2016-08-09,Ground Base Jammer,Shoulders,37.2,8,,,,""
2016-08-09,Ground Base Jammer,Shoulders,47.2,5,,,,""
2016-08-09,Ground Base Jammer,Shoulders,47.2,5,,,,""
2016-08-10,Barbell Deadlift,Back,70.0,5,,,,""
2016-08-10,Barbell Deadlift,Back,100.0,5,,,,""
2016-08-10,Barbell Deadlift,Back,125.0,3,,,,""
2016-08-10,Barbell Deadlift,Back,140.0,3,,,,""
2016-08-10,Barbell Deadlift,Back,160.0,5,,,,""
2016-08-10,Barbell Deadlift,Back,180.0,1,,,,""
2016-08-10,Barbell Deadlift,Back,200.0,1,,,,""
2016-08-10,Snatch-Grip Barbell Deadlift,Back,120.0,2,,,,""
2016-08-10,Snatch-Grip Barbell Deadlift,Back,120.0,1,,,,""
2016-08-10,Snatch-Grip Barbell Deadlift,Back,70.0,5,,,,""
2016-08-10,Flat Barbell Bench Press,Chest,20.0,10,,,,""
2016-08-10,Flat Barbell Bench Press,Chest,40.0,5,,,,""
2016-08-10,Flat Barbell Bench Press,Chest,40.0,5,,,,""
2016-08-10,Flat Barbell Bench Press With Chains (20kg),Chest,40.0,10,,,,""
2016-08-10,Flat Barbell Bench Press With Chains (20kg),Chest,40.0,5,,,,""
2016-08-10,Flat Barbell Bench Press With Chains (20kg),Chest,40.0,6,,,,""
2016-08-10,Thick Barbell Bent-Over Row,Back,37.5,12,,,,""
2016-08-13,Flat Barbell Bench Press,Chest,20.0,5,,,,""
2016-08-13,Flat Barbell Bench Press,Chest,40.0,5,,,,""
2016-08-13,Flat Barbell Bench Press,Chest,40.0,5,,,,""
2016-08-13,Flat Barbell Bench Press,Chest,40.0,5,,,,""
2016-08-13,Flat Barbell Bench Press,Chest,50.0,5,,,,""
2016-08-13,Flat Barbell Bench Press,Chest,60.0,5,,,,""
2016-08-13,Flat Barbell Bench Press,Chest,70.0,8,,,,""
2016-08-13,Flat Barbell Bench Press,Chest,75.0,3,,,,""
2016-08-13,Flat Barbell Bench Press,Chest,77.5,1,,,,""
2016-08-13,Barbell Front Squat,Legs,20.0,5,,,,""
2016-08-13,Barbell Front Squat,Legs,35.0,5,,,,""
2016-08-13,Barbell Front Squat,Legs,35.0,5,,,,""
2016-08-13,Barbell Front Squat,Legs,45.0,5,,,,""
2016-08-13,Barbell Front Squat,Legs,55.0,5,,,,""
2016-08-13,Barbell Front Squat,Legs,60.0,8,,,,""
2016-08-13,Strict Thick Bar Barbell Curls,Biceps,17.5,8,,,,""
2016-08-13,Strict Thick Bar Barbell Curls,Biceps,20.0,8,,,,""
2016-08-13,Strict Thick Bar Barbell Curls,Biceps,20.0,8,,,,""
2016-08-13,Thick Barbell Reverse Curls,Biceps,10.0,8,,,,""
2016-08-13,Thick Barbell Reverse Curls,Biceps,17.5,8,,,,""
2016-08-13,Thick Barbell Reverse Curls,Biceps,17.5,8,,,,""
2016-08-13,Seated Chest-Supported Machine Row,Back,30.0,8,,,,""
2016-08-13,Seated Chest-Supported Machine Row,Back,35.0,8,,,,""
2016-08-13,Seated Chest-Supported Machine Row,Back,45.0,8,,,,""
2016-08-13,Rope Triceps Pushdown,Triceps,25.0,8,,,,""
2016-08-13,Rope Triceps Pushdown,Triceps,27.5,8,,,,""
2016-08-13,Rope Triceps Pushdown,Triceps,30.0,7,,,,""
2016-08-16,Incline Barbell Bench Press,Chest,30.0,5,,,,""
2016-08-16,Incline Barbell Bench Press,Chest,30.0,5,,,,""
2016-08-16,Incline Barbell Bench Press,Chest,30.0,5,,,,""
2016-08-16,Incline Barbell Bench Press,Chest,40.0,5,,,,""
2016-08-16,Incline Barbell Bench Press,Chest,45.0,5,,,,""
2016-08-16,Incline Barbell Bench Press,Chest,55.0,12,,,,""
2016-08-16,Barbell Deadlift,Back,85.0,5,,,,""
2016-08-16,Barbell Deadlift,Back,85.0,5,,,,""
2016-08-16,Barbell Deadlift,Back,85.0,5,,,,""
2016-08-16,Barbell Deadlift,Back,110.0,5,,,,""
2016-08-16,Barbell Deadlift,Back,130.0,5,,,,""
2016-08-16,Barbell Deadlift,Back,145.0,6,,,,""
2016-08-16,Barbell Deadlift,Back,160.0,1,,,,""
2016-08-16,Barbell Deadlift,Back,180.0,1,,,,""
2016-08-16,Dumbbell Incline Bench Row,Back,16.0,8,,,,""
2016-08-16,Dumbbell Incline Bench Row,Back,16.0,8,,,,""
2016-08-16,Dumbbell Incline Bench Row,Back,16.0,8,,,,""
2016-08-16,Pull Up,Back,0.0,3,,,,""
2016-08-16,Incline Dumbbell Fly,Chest,9.0,8,,,,""
2016-08-16,Incline Dumbbell Fly,Chest,9.0,8,,,,""
2016-08-16,Incline Dumbbell Fly,Chest,9.0,12,,,,""
2016-08-16,Barbell Shrug,Back,60.0,10,,,,""
2016-08-16,Barbell Shrug,Back,80.0,10,,,,""
2016-08-16,Pull Up,Back,0.0,2,,,,""
2016-08-16,Barbell Shrug,Back,80.0,5,,,,""
2016-08-16,Chin Up,Back,0.0,2,,,,""
2016-08-16,Chin Up,Back,0.0,1,,,,""
2016-08-16,Pull Up,Back,0.0,1,,,,""
2016-08-16,Cable High To Low Crossover,Chest,20.0,10,,,,""
2016-08-16,Cable High To Low Crossover,Chest,25.0,8,,,,""
2016-08-16,Cable High To Low Crossover,Chest,30.0,8,,,,""
2016-08-17,Rowing Machine,Cardio,,,2194.0,m,0:10:00,""
2016-08-20,Rowing Machine,Cardio,,,1000.0,m,0:05:19,""
2016-08-20,Ring Pull Up,Back,0.0,1,,,,""
2016-08-20,Snatch-Grip Barbell Push Press,Shoulders,20.0,5,,,,""
2016-08-20,Barbell Overhead Press,Shoulders,30.0,5,,,,""
2016-08-20,Barbell Overhead Press,Shoulders,30.0,5,,,,""
2016-08-20,Barbell Overhead Press,Shoulders,30.0,5,,,,""
2016-08-20,Pull Up,Back,0.0,3,,,,""
2016-08-20,Snatch-Grip Barbell Push Press,Shoulders,30.0,3,,,,""
2016-08-20,Snatch-Grip Barbell Push Press,Shoulders,30.0,3,,,,""
2016-08-20,Pull Up,Back,0.0,3,,,,""
2016-08-20,Snatch-Grip Barbell Push Press,Shoulders,35.0,3,,,,""
2016-08-20,Barbell Overhead Press,Shoulders,35.0,5,,,,""
2016-08-20,Pull Up,Back,0.0,2,,,,""
2016-08-20,Barbell Overhead Press,Shoulders,45.0,5,,,,""
2016-08-20,Snatch-Grip Barbell Push Press,Shoulders,45.0,3,,,,""
2016-08-20,Chin Up,Back,0.0,3,,,,""
2016-08-20,Chin Up,Back,0.0,2,,,,""
2016-08-20,Barbell Overhead Press,Shoulders,50.0,7,,,,""
2016-08-20,Barbell Overhead Press,Shoulders,55.0,3,,,,""
2016-08-20,Barbell Push Press,Shoulders,55.0,1,,,,""
2016-08-20,Barbell Push Press,Shoulders,50.0,3,,,,""
2016-08-20,Chin Up,Back,0.0,2,,,,""
2016-08-20,Overhead Squat,Abs,20.0,3,,,,""
2016-08-20,Partial Pull Up,Back,0.0,4,,,,""
2016-08-20,Barbell High Bar Squat,Legs,65.0,5,,,,""
2016-08-20,Partial Pull Up,Back,0.0,3,,,,""
2016-08-20,Barbell High Bar Squat,Legs,65.0,5,,,,""
2016-08-20,Barbell High Bar Squat,Legs,65.0,5,,,,""
2016-08-20,Barbell High Bar Squat,Legs,80.0,5,,,,""
2016-08-20,Barbell High Bar Squat,Legs,95.0,5,,,,""
2016-08-20,Barbell High Bar Squat,Legs,105.0,7,,,,""
2016-08-20,Barbell High Bar Squat,Legs,130.0,1,,,,""
2016-08-20,Barbell High Bar Squat,Legs,135.0,1,,,,""
2016-08-20,Barbell High Bar Squat,Legs,140.0,1,,,,""
2016-08-20,Machine Hack Squat,Legs,47.6,10,,,,""
2016-08-20,Machine Hack Squat,Legs,67.6,5,,,,""
2016-08-20,Thick Dumbbell Preacher Curl,Biceps,8.0,10,,,,""
2016-08-20,Thick Dumbbell Preacher Curl,Biceps,10.0,8,,,,""
2016-08-20,Thick Dumbbell Preacher Curl,Biceps,10.0,8,,,,""
2016-08-24,Flat Barbell Bench Press,Chest,40.0,5,,,,""
2016-08-24,Flat Barbell Bench Press,Chest,40.0,5,,,,""
2016-08-24,Flat Barbell Bench Press,Chest,40.0,5,,,,""
2016-08-24,Flat Barbell Bench Press,Chest,55.0,3,,,,""
2016-08-24,Flat Barbell Bench Press,Chest,65.0,3,,,,""
2016-08-24,Flat Barbell Bench Press,Chest,70.0,8,,,,""
2016-08-24,Flat Barbell Bench Press,Chest,75.0,3,,,,""
2016-08-24,Flat Barbell Bench Press,Chest,77.5,1,,,,""
2016-08-24,Barbell Front Squat,Legs,35.0,5,,,,""
2016-08-24,Barbell Front Squat,Legs,35.0,5,,,,""
2016-08-24,Barbell Front Squat,Legs,35.0,5,,,,""
2016-08-24,Barbell Front Squat,Legs,55.0,3,,,,""
2016-08-24,Barbell Front Squat,Legs,65.0,6,,,,""
2016-08-24,Barbell Front Squat,Legs,75.0,3,,,,""
2016-08-24,Barbell Front Squat,Legs,90.0,1,,,,""
2016-08-24,Barbell Front Squat,Legs,100.0,1,,,,""
2016-08-24,Barbell Front Squat,Legs,105.0,1,,,,""
2016-08-24,Seated Dumbbell Overhead Press,Shoulders,14.0,10,,,,""
2016-08-24,Seated Dumbbell Overhead Press,Shoulders,18.0,10,,,,""
2016-08-24,Seated Dumbbell Overhead Press,Shoulders,18.0,10,,,,""
2016-08-24,Rowing Machine,Cardio,,,2000.0,m,0:10:30,""
2016-08-24,Lat Pulldown,Back,50.0,15,,,,""
2016-08-26,Incline Barbell Bench Press,Chest,40.0,5,,,,""
2016-08-26,Incline Barbell Bench Press,Chest,40.0,5,,,,""
2016-08-26,Incline Barbell Bench Press,Chest,40.0,5,,,,""
2016-08-26,Incline Barbell Bench Press,Chest,45.0,3,,,,""
2016-08-26,Incline Barbell Bench Press,Chest,50.0,3,,,,""
2016-08-26,Incline Barbell Bench Press,Chest,55.0,13,,,,""
2016-08-26,Barbell Deadlift,Back,85.0,5,,,,""
2016-08-26,Barbell Deadlift,Back,85.0,5,,,,""
2016-08-26,Barbell Deadlift,Back,85.0,3,,,,""
2016-08-26,Barbell Deadlift,Back,120.0,3,,,,""
2016-08-26,Barbell Deadlift,Back,135.0,3,,,,""
2016-08-26,Barbell Deadlift,Back,155.0,6,,,,""
2016-08-26,Barbell Deadlift,Back,170.0,3,,,,""
2016-08-26,Barbell Deadlift,Back,180.0,2,,,,""
2016-08-26,Barbell Deadlift,Back,195.0,1,,,,""
2016-08-26,Chin Up,Back,0.0,3,,,,""
2016-08-26,Chin Up,Back,0.0,2,,,,""
2016-08-26,Chin Up,Back,0.0,2,,,,""
2016-08-26,Isolateral Machine Seated Chest Press,Chest,25.0,10,,,,""
2016-08-26,Isolateral Machine Seated Chest Press,Chest,25.0,10,,,,""
2016-08-26,Isolateral Machine Seated Chest Press,Chest,30.0,10,,,,""
2016-08-26,Isolateral Machine Seated Chest Press,Chest,30.0,10,,,,""
2016-08-26,Isolateral Machine Seated Chest Press,Chest,20.0,10,,,,""
2016-08-26,Cable Low To High Crossover,Chest,10.0,10,,,,""
2016-08-26,Cable Low To High Crossover,Chest,15.0,10,,,,""
2016-08-26,Cable Low To High Crossover,Chest,10.0,10,,,,""
2016-08-26,Cable High To Low Crossover,Chest,20.0,10,,,,""
2016-08-26,Cable High To Low Crossover,Chest,25.0,10,,,,""
2016-08-26,Cable High To Low Crossover,Chest,20.0,10,,,,""
2016-08-26,Rope Cable Face Pull,Shoulders,25.0,10,,,,""
2016-08-26,Rope Cable Face Pull,Shoulders,30.0,10,,,,""
2016-08-26,Rope Cable Face Pull,Shoulders,20.0,10,,,,""
2016-08-26,Bent-Over Unilateral Cable Rear Delt Raise,Shoulders,2.5,12,,,,""
2016-08-26,Bent-Over Unilateral Cable Rear Delt Raise,Shoulders,2.5,12,,,,""
2016-08-28,Snatch-Grip Barbell Push Press,Shoulders,30.0,3,,,,""
2016-08-28,Snatch-Grip Barbell Push Press,Shoulders,30.0,3,,,,""
2016-08-28,Barbell Overhead Press,Shoulders,30.0,5,,,,""
2016-08-28,Barbell Overhead Press,Shoulders,30.0,5,,,,""
2016-08-28,Overhead Squat,Abs,30.0,3,,,,""
2016-08-28,Snatch-Grip Barbell Push Press,Shoulders,40.0,3,,,,""
2016-08-28,Barbell Overhead Press,Shoulders,40.0,3,,,,""
2016-08-28,Barbell Overhead Press,Shoulders,45.0,3,,,,""
2016-08-28,Barbell Overhead Press,Shoulders,50.0,8,,,,""
2016-08-28,Barbell Overhead Press,Shoulders,55.0,3,,,,""
2016-08-28,Barbell Push Press,Shoulders,65.0,1,,,,""
2016-08-28,Barbell High Bar Squat,Legs,65.0,5,,,,""
2016-08-28,Barbell High Bar Squat,Legs,65.0,5,,,,""
2016-08-28,Barbell High Bar Squat,Legs,65.0,3,,,,""
2016-08-28,Barbell High Bar Squat,Legs,90.0,3,,,,""
2016-08-28,Barbell High Bar Squat,Legs,100.0,3,,,,""
2016-08-28,Barbell High Bar Squat,Legs,115.0,5,,,,""
2016-08-28,Barbell High Bar Squat,Legs,125.0,2,,,,""
2016-08-28,Barbell Shrug,Back,60.0,15,,,,""
2016-08-28,Barbell Shrug,Back,60.0,15,,,,""
2016-08-28,Barbell Shrug,Back,65.0,15,,,,""
2016-08-28,Football Bar Hammer Curl,Biceps,25.0,8,,,,""
2016-08-28,Football Bar Hammer Curl,Biceps,25.0,8,,,,""
2016-08-28,Football Bar Hammer Curl,Biceps,25.0,8,,,,""
2016-08-28,Snatch-Grip Barbell High Pull Off Blocks,Back,40.0,5,,,,""
2016-08-28,Snatch-Grip Barbell High Pull Off Blocks,Back,40.0,5,,,,""
2016-08-28,Snatch-Grip Barbell High Pull Off Blocks,Back,50.0,5,,,,""
2016-08-28,Snatch-Grip Barbell High Pull Off Blocks,Back,50.0,5,,,,""
2016-08-28,Snatch-Grip Barbell High Pull Off Blocks,Back,40.0,5,,,,""
2016-08-28,Barbell Snatch Off Blocks,Back,40.0,1,,,,""
2016-08-28,One Leg Machine Kneeling Leg Curl,Legs,15.0,10,,,,""
2016-08-28,One Leg Machine Kneeling Leg Curl,Legs,20.0,10,,,,""
2016-08-28,One Leg Machine Kneeling Leg Curl,Legs,22.5,10,,,,""
2016-08-28,Neutral Grip Pull Up,Back,0.0,3,,,,""
2016-08-28,Neutral Grip Pull Up,Back,0.0,2,,,,""
2016-08-28,Neutral Grip Pull Up,Back,0.0,2,,,,""
2016-08-28,Machine Abdominal Crunch,Abs,30.0,10,,,,""
2016-08-28,Machine Oblique Crunch,Abs,30.0,10,,,,""
2016-08-28,Machine Oblique Crunch,Abs,20.0,8,,,,""
2016-08-28,Machine Abdominal Crunch,Abs,20.0,10,,,,""
2016-08-28,Standing Machine Calf Raise,Legs,70.0,10,,,,""
2016-08-28,Standing Machine Calf Raise,Legs,70.0,10,,,,""
2016-08-28,Standing Machine Calf Raise,Legs,70.0,10,,,,""
2016-08-28,Seated Machine Pullover,Back,48.2,10,,,,""
2016-08-28,Seated Machine Pullover,Back,48.2,10,,,,""
2016-08-28,Seated Machine Pullover,Back,48.2,10,,,,""
2016-08-31,Flat Barbell Bench Press,Chest,35.0,5,,,,""
2016-08-31,Flat Barbell Bench Press,Chest,35.0,5,,,,""
2016-08-31,Flat Barbell Bench Press,Chest,35.0,5,,,,""
2016-08-31,Flat Barbell Bench Press,Chest,65.0,5,,,,""
2016-08-31,Flat Barbell Bench Press,Chest,70.0,3,,,,""
2016-08-31,Flat Barbell Bench Press,Chest,80.0,4,,,,""
2016-08-31,Barbell Front Squat,Legs,40.0,5,,,,""
2016-08-31,Barbell Front Squat,Legs,40.0,5,,,,""
2016-08-31,Barbell Front Squat,Legs,40.0,5,,,,""
2016-08-31,Barbell Front Squat,Legs,55.0,5,,,,""
2016-08-31,Barbell Front Squat,Legs,65.0,3,,,,""
2016-08-31,Barbell Front Squat,Legs,70.0,10,,,,""
2016-08-31,Barbell Front Squat,Legs,80.0,5,,,,""
2016-08-31,Barbell Front Squat,Legs,100.0,2,,,,""
2016-08-31,Barbell Push Press,Shoulders,40.0,3,,,,""
2016-08-31,Barbell Push Press,Shoulders,60.0,3,,,,""
2016-08-31,Yates Row,Back,60.0,5,,,,""
2016-08-31,Yates Row,Back,60.0,8,,,,""
2016-08-31,Yates Row,Back,60.0,8,,,,""
2016-08-31,Isolateral Wide Grip Machine Lat Pulldown,Back,40.9,8,,,,""
2016-08-31,Isolateral Wide Grip Machine Lat Pulldown,Back,40.9,8,,,,""
2016-08-31,Isolateral Wide Grip Machine Lat Pulldown,Back,40.9,4,,,,""
2016-08-31,Dumbbell Upright Row,Back,12.0,5,,,,""
2016-08-31,Dumbbell Upright Row,Back,10.0,8,,,,""
2016-08-31,Dumbbell Upright Row,Back,10.0,8,,,,""
2016-09-04,Rope Cable Face Pull,Shoulders,20.0,15,,,,""
2016-09-04,Rope Cable Face Pull,Shoulders,20.0,12,,,,""
2016-09-04,One-Arm Rope Cable Pushdown,Triceps,10.0,8,,,,""
2016-09-04,One-Arm Rope Cable Pushdown,Triceps,10.0,8,,,,""
2016-09-04,Underhand Straight Bar Triceps Pushdown,Triceps,10.0,12,,,,""
2016-09-04,Underhand Straight Bar Triceps Pushdown,Triceps,15.0,10,,,,""
2016-09-04,Incline Barbell Bench Press,Chest,25.0,15,,,,""
2016-09-04,Incline Barbell Bench Press,Chest,50.0,5,,,,""
2016-09-04,Incline Barbell Bench Press,Chest,55.0,3,,,,""
2016-09-04,Incline Barbell Bench Press,Chest,65.0,8,,,,""
2016-09-04,Incline Barbell Bench Press,Chest,70.0,5,,,,""
2016-09-04,Incline Barbell Bench Press,Chest,75.0,2,,,,""
2016-09-04,Barbell Deadlift,Back,72.5,10,,,,""
2016-09-04,Barbell Deadlift,Back,72.5,5,,,,""
2016-09-04,Barbell Deadlift,Back,135.0,5,,,,""
2016-09-04,Barbell Deadlift,Back,152.5,3,,,,""
2016-09-04,Barbell Deadlift,Back,170.0,1,,,,""
2016-09-04,Pull Up,Back,0.0,4,,,,""
2016-09-04,Pull Up,Back,0.0,2,,,,""
2016-09-04,Pull Up,Back,0.0,1,,,,""
2016-09-04,Wide Grip Chest-Supported T-Bar Row,Back,20.0,10,,,,""
2016-09-04,Wide Grip Chest-Supported T-Bar Row,Back,20.0,10,,,,""
2016-09-04,Wide Grip Chest-Supported T-Bar Row,Back,20.0,10,,,,""
2016-09-04,Neutral Close Grip Lat Pulldown,Back,60.0,8,,,,""
2016-09-04,Neutral Close Grip Lat Pulldown,Back,50.0,12,,,,""
2016-09-06,Barbell Overhead Press,Shoulders,25.0,5,,,,""
2016-09-06,Barbell Overhead Press,Shoulders,25.0,5,,,,""
2016-09-06,Barbell Overhead Press,Shoulders,25.0,5,,,,""
2016-09-06,Barbell Overhead Press,Shoulders,45.0,5,,,,""
2016-09-06,Barbell Overhead Press,Shoulders,52.5,3,,,,""
2016-09-06,Barbell Overhead Press,Shoulders,57.5,4,,,,""
2016-09-06,Barbell High Bar Squat,Legs,57.5,5,,,,""
2016-09-06,Barbell High Bar Squat,Legs,57.5,5,,,,""
2016-09-06,Barbell High Bar Squat,Legs,57.5,5,,,,""
2016-09-06,Barbell High Bar Squat,Legs,97.5,5,,,,""
2016-09-06,Barbell High Bar Squat,Legs,112.5,3,,,,""
2016-09-06,Barbell High Bar Squat,Legs,125.0,4,,,,""
2016-09-06,Snatch-Grip Barbell High Pull Off Blocks,Back,40.0,5,,,,""
2016-09-06,Snatch-Grip Barbell High Pull Off Blocks,Back,45.0,5,,,,""
2016-09-06,Snatch-Grip Barbell High Pull Off Blocks,Back,50.0,5,,,,""
2016-09-06,Snatch-Grip Barbell High Pull Off Blocks,Back,55.0,3,,,,""
2016-09-06,Snatch-Grip Barbell High Pull Off Blocks,Back,60.0,3,,,,""
2016-09-06,Snatch-Grip Barbell High Pull Off Blocks,Back,65.0,1,,,,""
2016-09-06,Snatch-Grip Barbell High Pull Off Blocks,Back,65.0,1,,,,""
2016-09-06,Snatch-Grip Barbell Deadlift,Back,65.0,5,,,,""
2016-09-06,Snatch-Grip Barbell Deadlift,Back,65.0,5,,,,""
2016-09-06,Snatch-Grip Barbell Deadlift,Back,65.0,5,,,,""
2016-09-06,Rope Cable Upright Row,Back,10.0,10,,,,""
2016-09-06,Rope Cable Upright Row,Back,15.0,10,,,,""
2016-09-06,Rope Cable Upright Row,Back,17.5,10,,,,""
2016-09-06,EZ-Bar Cable Shrug,Back,45.5,15,,,,""
2016-09-06,EZ-Bar Cable Shrug,Back,55.5,15,,,,""
2016-09-10,Pull Up,Back,0.0,3,,,,""
2016-09-10,Pull Up,Back,0.0,2,,,,""
2016-09-10,Neutral Grip Pull Up,Back,0.0,4,,,,""
2016-09-10,Neutral Grip Pull Up,Back,0.0,3,,,,""
2016-09-10,Neutral Grip Pull Up,Back,0.0,3,,,,""
2016-09-10,Chin Up,Back,0.0,2,,,,""
2016-09-10,Decline Sit Up,Abs,0.0,10,,,,""
2016-09-10,Decline Sit Up,Abs,0.0,10,,,,""
2016-09-10,Chin Up,Back,0.0,2,,,,""
2016-09-10,Chin Up,Back,0.0,2,,,,""
2016-09-12,Barbell High Bar Squat,Legs,40.0,5,,,,""
2016-09-12,Barbell High Bar Squat,Legs,70.0,5,,,,""
2016-09-12,Barbell High Bar Squat,Legs,90.0,5,,,,""
2016-09-12,Barbell High Bar Squat,Legs,105.0,5,,,,""
2016-09-12,Barbell High Bar Squat,Legs,115.0,4,,,,""
2016-09-12,Barbell High Bar Squat,Legs,125.0,2,,,,""
2016-09-12,Barbell Front Squat,Legs,60.0,4,,,,""
2016-09-12,EZ Bar Spider Curl,Biceps,17.5,12,,,,""
2016-09-12,EZ Bar Spider Curl,Biceps,20.0,12,,,,""
2016-09-12,EZ Bar Spider Curl,Biceps,17.5,12,,,,""
2016-09-12,Thick Dumbbell Pinwheel Curl,Biceps,8.0,12,,,,""
2016-09-12,Thick Dumbbell Pinwheel Curl,Biceps,10.0,8,,,,""
2016-09-12,Thick Dumbbell Pinwheel Curl,Biceps,8.0,8,,,,""
2016-09-12,Rope Cable Upright Row,Back,15.0,12,,,,""
2016-09-12,Rope Cable Upright Row,Back,17.5,12,,,,""
2016-09-12,Rope Cable Upright Row,Back,21.0,8,,,,""
2016-09-12,Close Grip Seated Cable Row,Back,57.0,12,,,,""
2016-09-12,Close Grip Seated Cable Row,Back,67.0,12,,,,""
2016-09-12,Close Grip Seated Cable Row,Back,67.0,8,,,,""
2016-09-12,One Leg Machine Kneeling Leg Curl,Legs,25.0,12,,,,""
2016-09-12,One Leg Machine Kneeling Leg Curl,Legs,30.0,12,,,,""
2016-09-14,Machine MTS Row,Back,17.5,15,,,,""
2016-09-14,Machine MTS Row,Back,20.0,10,,,,""
2016-09-14,Machine MTS Row,Back,22.5,8,,,,""
2016-09-14,Rope Cable Upright Row,Back,15.0,15,,,,""
2016-09-14,Rope Cable Upright Row,Back,17.5,12,,,,""
2016-09-14,Rope Cable Upright Row,Back,21.0,8,,,,""
2016-09-14,Flat Barbell Bench Press,Chest,30.0,10,,,,""
2016-09-14,Flat Barbell Bench Press,Chest,30.0,10,,,,""
2016-09-14,Flat Barbell Bench Press,Chest,50.0,5,,,,""
2016-09-14,Flat Barbell Bench Press,Chest,60.0,5,,,,""
2016-09-14,Flat Barbell Bench Press,Chest,70.0,5,,,,""
2016-09-14,Kneeling Ab Wheel Rollout,Abs,0.0,5,,,,""
2016-09-14,Kneeling Ab Wheel Rollout,Abs,0.0,5,,,,""
2016-09-14,Kneeling Ab Wheel Rollout,Abs,0.0,5,,,,""
2016-09-14,Landmine Russian Twist,Abs,10.0,10,,,,""
2016-09-14,Landmine Russian Twist,Abs,10.0,10,,,,""
2016-09-14,Landmine Russian Twist,Abs,10.0,10,,,,""
2016-09-14,Seated Free Motion Station Rear Delt Row,Shoulders,10.0,10,,,,""
2016-09-14,Seated Free Motion Station Rear Delt Row,Shoulders,8.0,10,,,,""
2016-09-14,Seated Free Motion Station Rear Delt Row,Shoulders,8.0,10,,,,""
2016-09-14,Seated Free Motion Station Lateral Raise,Shoulders,4.0,8,,,,""
2016-09-14,Seated Free Motion Station Lateral Raise,Shoulders,2.0,8,,,,""
2016-09-14,Seated Free Motion Station Lateral Raise,Shoulders,2.0,12,,,,""
2016-09-14,Standing Rope Cable Overhead Triceps Extension,Triceps,10.0,15,,,,""
2016-09-14,Standing Rope Cable Overhead Triceps Extension,Triceps,15.0,12,,,,""
2016-09-14,Standing Rope Cable Overhead Triceps Extension,Triceps,20.0,10,,,,""
2016-09-16,Incline Dumbbell Bench Press,Chest,20.0,15,,,,""
2016-09-16,Incline Dumbbell Bench Press,Chest,24.0,12,,,,""
2016-09-16,Incline Dumbbell Bench Press,Chest,26.0,8,,,,""
2016-09-16,Dumbbell Incline Bench Row,Back,7.0,15,,,,""
2016-09-16,Dumbbell Incline Bench Row,Back,9.0,12,,,,""
2016-09-16,Dumbbell Incline Bench Row,Back,12.0,8,,,,""
2016-09-16,Barbell Deadlift,Back,100.0,5,,,,""
2016-09-16,Barbell Deadlift,Back,125.0,5,,,,""
2016-09-16,Barbell Deadlift,Back,145.0,5,,,,""
2016-09-16,Barbell Deadlift,Back,165.0,1,,,,""
2016-09-16,Barbell Deadlift,Back,165.0,4,,,,""
2016-09-16,Barbell Deadlift,Back,180.0,3,,,,""
2016-09-16,Barbell Deadlift,Back,190.0,1,,,,""
2016-09-16,Barbell Deadlift,Back,200.0,1,,,,""
2016-09-19,Incline Barbell Bench Press,Chest,40.0,10,,,,""
2016-09-19,Incline Barbell Bench Press,Chest,60.0,5,,,,""
2016-09-19,Incline Barbell Bench Press,Chest,65.0,3,,,,""
2016-09-19,Incline Barbell Bench Press,Chest,67.5,3,,,,""
