"Date","Exercise","Category","Weight (kgs)","Reps","Distance","Distance Unit","Time"
2014-10-27,Decline Barbell Bench Press,Chest,20.0,10,,,
2014-10-27,Decline Barbell Bench Press,Chest,40.0,10,,,
2014-10-27,Decline Barbell Bench Press,Chest,50.0,10,,,
2014-10-27,Decline Barbell Bench Press,Chest,50.0,10,,,
2014-10-27,Decline Barbell Bench Press,Chest,55.0,10,,,
2014-10-27,Seated Machine Fly,Chest,49.5,10,,,
2014-10-27,Seated Machine Fly,Chest,49.5,10,,,
2014-10-27,Seated Machine Fly,Chest,49.5,10,,,
2014-10-27,Seated Machine Fly,Chest,49.5,10,,,
2014-10-27,Rear Delt Machine Fly,Shoulders,22.5,10,,,
2014-10-27,Rear Delt Machine Fly,Shoulders,22.5,10,,,
2014-10-27,Rear Delt Machine Fly,Shoulders,22.5,10,,,
2014-10-27,Rear Delt Machine Fly,Shoulders,22.5,10,,,
2014-10-27,Neutral Chin Up,Back,0.0,5,,,
2014-10-27,Barbell Squat,Legs,40.0,5,,,
2014-10-27,Barbell Squat,Legs,70.0,5,,,
2014-10-27,Barbell Squat,Legs,90.0,5,,,
2014-10-27,Barbell Squat,Legs,110.0,5,,,
2014-10-27,Barbell Squat,Legs,120.0,1,,,
2014-10-27,Barbell Squat,Legs,130.0,1,,,
2014-10-27,Barbell Squat,Legs,140.0,1,,,
2014-10-27,Barbell Front Squat,Legs,70.0,5,,,
2014-10-29,High Cable Rear Delt Fly,Shoulders,10.0,15,,,
2014-10-29,High Cable Rear Delt Fly,Shoulders,15.0,15,,,
2014-10-29,Standing One-Arm Cable Rear Delt Fly,Shoulders,10.0,10,,,
2014-10-29,Standing One-Arm Cable Rear Delt Fly,Shoulders,10.0,10,,,
2014-10-29,One-Arm Rope Triceps Pushdown,Triceps,25.0,10,,,
2014-10-29,One-Arm Rope Triceps Pushdown,Triceps,25.0,8,,,
2014-10-29,One-Arm Rope Triceps Pushdown,Triceps,30.0,8,,,
2014-10-29,Cable Face Pull,Shoulders,25.0,10,,,
2014-10-29,Cable Face Pull,Shoulders,30.0,10,,,
2014-10-29,Cable Face Pull,Shoulders,30.0,10,,,
2014-10-29,Cable Face Pull,Shoulders,25.0,10,,,
2014-10-29,Standing One-Arm Cable Rear Delt Fly,Shoulders,10.0,10,,,
2014-10-29,Bent-Over Cable Rear Delt Raise,Shoulders,5.0,10,,,
2014-10-29,Bent-Over Cable Rear Delt Raise,Shoulders,10.0,5,,,
2014-10-29,Cable Crossover,Chest,20.0,10,,,
2014-10-29,Cable Crossover,Chest,25.0,10,,,
2014-10-29,Cable Crossover,Chest,30.0,10,,,
2014-10-29,Cable Crossover Lateral Raise,Shoulders,10.0,10,,,
2014-10-29,Cable Crossover Lateral Raise,Shoulders,10.0,10,,,
2014-10-29,Lying Cable Fly,Chest,10.0,10,,,
2014-10-29,Lying Cable Fly,Chest,15.0,10,,,
2014-10-29,Lying Cable Fly,Chest,20.0,10,,,
2014-10-29,Dumbbell Pullover,Shoulders,10.0,10,,,
2014-10-29,Dumbbell Pullover,Shoulders,15.0,10,,,
2014-10-29,Dumbbell Pullover,Shoulders,17.5,10,,,
2014-10-29,Standing Dumbbell Press,Shoulders,17.5,5,,,
2014-10-29,Standing Dumbbell Press,Shoulders,20.0,5,,,
2014-10-29,Standing Dumbbell Press,Shoulders,22.5,5,,,
2014-10-29,Standing Dumbbell Press,Shoulders,25.0,3,,,
2014-10-29,Dumbbell Push Press,Shoulders,27.5,1,,,
2014-10-29,Snatch-Grip Behind The Neck Press,Shoulders,20.0,10,,,
2014-10-29,Snatch-Grip Behind The Neck Press,Shoulders,30.0,10,,,
2014-10-29,Push Press,Shoulders,50.0,3,,,
2014-10-29,Push Press,Shoulders,55.0,3,,,
2014-10-29,Push Press,Shoulders,60.0,3,,,
2014-10-29,Push Press,Shoulders,65.0,2,,,
2014-10-29,Barbell Squat,Legs,60.0,5,,,
2014-10-29,Barbell Squat,Legs,80.0,5,,,
2014-10-29,Barbell Squat,Legs,100.0,3,,,
2014-10-29,Barbell Squat,Legs,120.0,1,,,
2014-10-29,Barbell Squat,Legs,140.0,2,,,
2014-10-29,Seated Cable Row,Back,55.0,10,,,
2014-10-29,Seated Cable Row,Back,65.0,10,,,
2014-10-29,Seated Cable Row,Back,75.0,10,,,
2014-10-29,Neutral Chin Up,Back,0.0,4,,,
2014-10-29,Neutral Chin Up,Back,0.0,2,,,
2014-10-31,Cable Face Pull,Shoulders,25.0,10,,,
2014-10-31,Cable Face Pull,Shoulders,30.0,10,,,
2014-10-31,Incline Barbell Bench Press,Chest,40.0,10,,,
2014-10-31,Incline Barbell Bench Press,Chest,60.0,5,,,
2014-10-31,Incline Barbell Bench Press,Chest,65.0,5,,,
2014-10-31,Incline Barbell Bench Press,Chest,70.0,5,,,
2014-10-31,Incline Barbell Bench Press,Chest,75.0,1,,,
2014-10-31,Decline Dumbbell Bench Press,Chest,20.0,10,,,
2014-10-31,One-Arm Rope Triceps Pushdown,Triceps,20.0,10,,,
2014-10-31,One-Arm Rope Triceps Pushdown,Triceps,25.0,10,,,
2014-10-31,One-Arm Rope Triceps Pushdown,Triceps,30.0,5,,,
2014-10-31,Chin Up,Back,0.0,5,,,
2014-10-31,Pull Up,Back,0.0,4,,,
2014-10-31,Chin Up,Back,0.0,5,,,
2014-10-31,Chin Up,Back,0.0,3,,,
2014-10-31,Power Clean,Back,50.0,3,,,
2014-10-31,Power Clean,Back,50.0,3,,,
2014-10-31,Pendlay Row,Back,50.0,5,,,
2014-10-31,Pendlay Row,Back,70.0,5,,,
2014-10-31,Pendlay Row,Back,80.0,5,,,
2014-10-31,Pendlay Row,Back,85.0,3,,,
2014-10-31,Snatch-Grip Deadlift,Back,85.0,5,,,
2014-10-31,Snatch-Grip Deadlift,Back,100.0,5,,,
2014-10-31,Snatch-Grip Deadlift,Back,120.0,5,,,
2014-10-31,Snatch-Grip Deadlift,Back,135.0,3,,,
2014-10-31,Snatch-Grip Deadlift,Back,150.0,3,,,
2014-10-31,Deadlift,Back,150.0,3,,,
2014-10-31,Deadlift,Back,170.0,1,,,
2014-10-31,Reverse Crunch,Abs,0.0,10,,,
2014-10-31,Reverse Crunch,Abs,0.0,10,,,
2014-10-31,Rowing Machine,Cardio,,,2000.0,m,09:55
2014-11-01,Overhead Press,Shoulders,60.0,1,,,
2014-11-01,Barbell Front Squat,Legs,40.0,10,,,
2014-11-01,Overhead Press,Shoulders,60.0,1,,,
2014-11-01,Overhead Press,Shoulders,62.5,1,,,
2014-11-01,Barbell Front Squat,Legs,60.0,5,,,
2014-11-01,Barbell Front Squat,Legs,80.0,1,,,
2014-11-01,Rowing Machine,Cardio,,,500.0,m,01:57
2014-11-05,Cable Face Pull,Shoulders,20.0,10,,,
2014-11-05,Cable Face Pull,Shoulders,25.0,10,,,
2014-11-05,Cable Face Pull,Shoulders,30.0,10,,,
2014-11-05,Cable Face Pull,Shoulders,35.0,10,,,
2014-11-05,Cable Face Pull,Shoulders,40.0,5,,,
2014-11-05,Cable Face Pull,Shoulders,45.0,5,,,
2014-11-05,Cable Face Pull,Shoulders,45.0,5,,,
2014-11-05,Bradshaw Press,Shoulders,20.0,10,,,
2014-11-05,Overhead Press,Shoulders,40.0,5,,,
2014-11-05,Overhead Press,Shoulders,50.0,5,,,
2014-11-05,Overhead Press,Shoulders,55.0,3,,,
2014-11-05,Overhead Press,Shoulders,60.0,1,,,
2014-11-05,Overhead Press,Shoulders,62.5,1,,,
2014-11-05,Zydrunas Press,Shoulders,20.0,5,,,
2014-11-05,Zydrunas Press,Shoulders,40.0,3,,,
2014-11-05,Zydrunas Press,Shoulders,40.0,3,,,
2014-11-05,Zydrunas Press,Shoulders,40.0,3,,,
2014-11-05,Barbell Front Squat,Legs,40.0,5,,,
2014-11-05,Barbell Front Squat,Legs,50.0,5,,,
2014-11-05,Barbell Front Squat,Legs,60.0,5,,,
2014-11-05,Barbell Front Squat,Legs,70.0,5,,,
2014-11-05,Barbell Front Squat,Legs,80.0,5,,,
2014-11-05,Barbell Front Squat,Legs,90.0,1,,,
2014-11-05,Barbell Squat,Legs,90.0,5,,,
2014-11-05,Barbell Squat,Legs,100.0,2,,,
2014-11-05,Barbell Squat,Legs,110.0,1,,,
2014-11-05,Trap-Bar Deadlift,Back,100.0,5,,,
2014-11-05,Trap-Bar Deadlift,Back,130.0,5,,,
2014-11-05,Trap-Bar Deadlift,Back,150.0,5,,,
2014-11-05,Trap-Bar Deadlift,Back,170.0,3,,,
2014-11-05,Trap-Bar Deadlift,Back,190.0,2,,,
2014-11-05,Trap-Bar Deadlift,Back,200.0,1,,,
2014-11-05,Standing One-Arm Cable Rear Delt Fly,Shoulders,10.0,10,,,
2014-11-05,Standing One-Arm Cable Rear Delt Fly,Shoulders,10.0,10,,,
2014-11-05,One-Arm Rope Triceps Pushdown,Triceps,20.0,8,,,
2014-11-05,One-Arm Rope Triceps Pushdown,Triceps,25.0,8,,,
2014-11-05,One-Arm Rope Triceps Pushdown,Triceps,30.0,3,,,
2014-11-05,Smith Machine Close Grip Bench Press,Triceps,30.0,5,,,
2014-11-05,Smith Machine Close Grip Bench Press,Triceps,30.0,5,,,
2014-11-05,Smith Machine Close Grip Bench Press,Triceps,30.0,5,,,
2014-11-05,Smith Machine Close Grip Bench Press,Triceps,40.0,5,,,
2014-11-05,Smith Machine Close Grip Bench Press,Triceps,40.0,5,,,
2014-11-05,High Cable Rear Delt Fly,Shoulders,10.0,10,,,
2014-11-05,High Cable Rear Delt Fly,Shoulders,15.0,10,,,
2014-11-05,High Cable Rear Delt Fly,Shoulders,20.0,10,,,
2014-11-05,Kroc Row,Back,17.5,15,,,
2014-11-05,Kroc Row,Back,22.5,15,,,
2014-11-05,Kroc Row,Back,30.0,15,,,
2014-11-05,One-Arm Cable Preacher Curl,Biceps,7.5,10,,,
2014-11-05,One-Arm Cable Preacher Curl,Biceps,7.5,10,,,
2014-11-05,One-Arm Cable Preacher Curl,Biceps,12.5,10,,,
2014-11-05,One-Arm Cable Preacher Curl,Biceps,12.5,10,,,
2014-11-05,One-Arm Cable Preacher Curl,Biceps,15.0,10,,,
2014-11-05,Rope Hammer Preacher Curl,Biceps,17.5,10,,,
2014-11-05,Seated Machine Fly,Chest,58.5,15,,,
2014-11-05,Rear Delt Machine Fly,Shoulders,31.5,15,,,
2014-11-07,Kettlebell Crosswalk,Shoulders,12.0,25,,,
2014-11-07,Kettlebell Crosswalk,Shoulders,16.0,25,,,
2014-11-07,Barbell Overhead Carry,Shoulders,20.0,25,,,
2014-11-07,Barbell Overhead Carry,Shoulders,25.0,25,,,
2014-11-07,Barbell Overhead Carry,Shoulders,30.0,25,,,
2014-11-07,Farmer's Walk,Back,25.0,25,,,
2014-11-07,Flat Barbell Bench Press,Chest,50.0,5,,,
2014-11-07,Flat Barbell Bench Press,Chest,60.0,5,,,
2014-11-07,Flat Barbell Bench Press,Chest,70.0,5,,,
2014-11-07,Flat Barbell Bench Press,Chest,75.0,3,,,
2014-11-07,Flat Barbell Bench Press,Chest,70.0,5,,,
2014-11-07,Chin Up,Back,0.0,7,,,
2014-11-07,Chin Up,Back,0.0,5,,,
2014-11-07,Pull Up,Back,0.0,2,,,
2014-11-07,Cable Face Pull,Shoulders,20.0,10,,,
2014-11-07,Cable Face Pull,Shoulders,30.0,10,,,
2014-11-07,Cable Face Pull,Shoulders,45.0,5,,,
2014-11-07,Rope Push Down,Triceps,45.0,10,,,
2014-11-07,Rope Push Down,Triceps,50.0,10,,,
2014-11-07,Rope Push Down,Triceps,55.0,8,,,
2014-11-07,Rope Curl,Biceps,30.0,5,,,
2014-11-07,Rope Curl,Biceps,35.0,5,,,
2014-11-07,Rope Curl,Biceps,40.0,5,,,
2014-11-07,Cable Curl,Biceps,30.0,10,,,
2014-11-07,Cable Curl,Biceps,40.0,10,,,
2014-11-07,Rowing Machine,Cardio,,,5462.0,m,30:00
2014-11-07,Rowing Machine,Cardio,,,250.0,m,01:03
2014-11-07,Rowing Machine,Cardio,,,245.0,m,01:00
2014-11-07,Rowing Machine,Cardio,,,246.0,m,01:00
2014-11-07,Barbell Overhead Carry,Shoulders,20.0,25,,,
2014-11-07,Barbell Overhead Carry,Shoulders,25.0,25,,,
2014-11-07,Barbell Overhead Carry,Shoulders,30.0,25,,,
2014-11-08,Lying Leg Curl Machine,Legs,30.0,15,,,
2014-11-08,Leg Extension Machine,Legs,23.0,15,,,
2014-11-08,Barbell Squat,Legs,20.0,5,,,
2014-11-08,Barbell Squat,Legs,60.0,5,,,
2014-11-08,Barbell Squat,Legs,80.0,5,,,
2014-11-08,Barbell Squat,Legs,90.0,5,,,
2014-11-08,Barbell Squat,Legs,100.0,10,,,
2014-11-08,Barbell Squat,Legs,110.0,5,,,
2014-11-08,Barbell Squat,Legs,125.0,1,,,
2014-11-08,Barbell Squat,Legs,100.0,3,,,
2014-11-08,Barbell Squat,Legs,100.0,3,,,
2014-11-08,Barbell Squat,Legs,110.0,2,,,
2014-11-08,Barbell Squat,Legs,115.0,1,,,
2014-11-08,Barbell Front Squat,Legs,60.0,5,,,
2014-11-08,Overhead Press,Shoulders,60.0,3,,,
2014-11-08,Push Press,Shoulders,65.0,1,,,
2014-11-08,Barbell Front Squat,Legs,65.0,5,,,
2014-11-08,Push Press,Shoulders,67.5,1,,,
2014-11-08,Push Press,Shoulders,70.0,1,,,
2014-11-08,Barbell Front Squat,Legs,70.0,3,,,
2014-11-08,Rack Pull,Back,110.0,3,,,
2014-11-08,Rack Pull,Back,150.0,2,,,
2014-11-08,Rack Pull,Back,170.0,2,,,
2014-11-08,Clean,Back,20.0,3,,,
2014-11-08,Clean,Back,20.0,3,,,
2014-11-08,Clean,Back,50.0,3,,,
2014-11-08,Clean,Back,50.0,3,,,
2014-11-08,Clean,Back,50.0,1,,,
2014-11-08,Pull Up,Back,0.0,5,,,
2014-11-08,Chin Up,Back,0.0,5,,,
2014-11-08,Suspension Trainer Reverse Fly,Back,0.0,4,,,
2014-11-08,Cable Face Pull,Shoulders,22.5,10,,,
2014-11-08,Cable Face Pull,Shoulders,30.0,10,,,
2014-11-08,Cable Face Pull,Shoulders,35.0,10,,,
2014-11-08,Rope Push Down,Triceps,30.0,10,,,
2014-11-08,Rope Push Down,Triceps,40.0,10,,,
2014-11-08,Rope Push Down,Triceps,50.0,10,,,
2014-11-08,Lateral Dumbbell Raise,Shoulders,5.0,8,,,
2014-11-08,Front Dumbbell Raise,Shoulders,5.0,3,,,
2014-11-08,Rear Delt Dumbbell Raise,Shoulders,5.0,3,,,
2014-11-08,Lateral Dumbbell Raise,Shoulders,2.5,8,,,
2014-11-08,Front Dumbbell Raise,Shoulders,2.5,8,,,
2014-11-08,Rear Delt Dumbbell Raise,Shoulders,2.5,8,,,
2014-11-08,High Cable Rear Delt Fly,Shoulders,10.0,10,,,
2014-11-08,High Cable Rear Delt Fly,Shoulders,15.0,10,,,
2014-11-12,Cable Face Pull,Shoulders,20.0,10,,,
2014-11-12,Cable Face Pull,Shoulders,30.0,10,,,
2014-11-12,Pull Up,Back,0.0,7,,,
2014-11-12,Chin Up,Back,0.0,5,,,
2014-11-12,Incline Barbell Bench Press,Chest,20.0,10,,,
2014-11-12,Incline Barbell Bench Press,Chest,60.0,5,,,
2014-11-12,Incline Barbell Bench Press,Chest,65.0,5,,,
2014-11-12,Incline Barbell Bench Press,Chest,65.0,5,,,
2014-11-12,One-Arm Rope Triceps Pushdown,Triceps,20.0,10,,,
2014-11-12,One-Arm Rope Triceps Pushdown,Triceps,25.0,8,,,
2014-11-12,Barbell Squat,Legs,20.0,5,,,
2014-11-12,Barbell Squat,Legs,70.0,5,,,
2014-11-12,Barbell Squat,Legs,80.0,5,,,
2014-11-12,Barbell Squat,Legs,90.0,5,,,
2014-11-12,Barbell Squat,Legs,100.0,3,,,
2014-11-12,Barbell Squat,Legs,100.0,2,,,
2014-11-12,Barbell Front Squat,Legs,60.0,3,,,
2014-11-12,Barbell Front Squat,Legs,70.0,3,,,
2014-11-12,Barbell Front Squat,Legs,80.0,2,,,
2014-11-12,Barbell Front Squat,Legs,90.0,1,,,
2014-11-12,High Cable Rear Delt Fly,Shoulders,10.0,10,,,
2014-11-12,High Cable Rear Delt Fly,Shoulders,10.0,10,,,
2014-11-12,High Cable Rear Delt Fly,Shoulders,15.0,10,,,
2014-11-12,Barbell Front Squat,Legs,20.0,5,,,
2014-11-13,Cable Face Pull,Shoulders,20.0,10,,,
2014-11-13,Cable Face Pull,Shoulders,30.0,10,,,
2014-11-13,Cable Face Pull,Shoulders,40.0,5,,,
2014-11-13,High Cable Rear Delt Fly,Shoulders,15.0,10,,,
2014-11-13,High Cable Rear Delt Fly,Shoulders,20.0,8,,,
2014-11-13,Overhead Press,Shoulders,20.0,10,,,
2014-11-13,Overhead Press,Shoulders,40.0,5,,,
2014-11-13,Overhead Press,Shoulders,50.0,5,,,
2014-11-13,Overhead Press,Shoulders,60.0,1,,,
2014-11-13,Overhead Press,Shoulders,62.5,1,,,
2014-11-13,Zydrunas Press,Shoulders,20.0,5,,,
2014-11-13,Zydrunas Press,Shoulders,30.0,5,,,
2014-11-13,Zydrunas Press,Shoulders,40.0,5,,,
2014-11-13,Zydrunas Press,Shoulders,45.0,5,,,
2014-11-13,Zydrunas Press,Shoulders,50.0,3,,,
2014-11-13,Zydrunas Press,Shoulders,55.0,2,,,
2014-11-13,Barbell Front Squat,Legs,62.5,3,,,
2014-11-13,Barbell Front Squat,Legs,55.0,1,,,
2014-11-13,Barbell Front Squat,Legs,55.0,5,,,
2014-11-13,Barbell Front Squat,Legs,60.0,5,,,
2014-11-13,Barbell Front Squat,Legs,70.0,5,,,
2014-11-13,Barbell Front Squat,Legs,80.0,3,,,
2014-11-13,Barbell Front Squat,Legs,90.0,1,,,
2014-11-13,Barbell Front Squat,Legs,100.0,1,,,
2014-11-13,Push Press,Shoulders,60.0,5,,,
2014-11-13,Snatch-Grip Deadlift,Back,100.0,3,,,
2014-11-13,Snatch-Grip Deadlift,Back,130.0,2,,,
2014-11-13,Snatch-Grip Deadlift,Back,150.0,1,,,
2014-11-13,Sumo Deadlift,Legs,150.0,1,,,
2014-11-13,Sumo Deadlift,Legs,170.0,1,,,
2014-11-13,Sumo Deadlift,Legs,180.0,1,,,
2014-11-13,Isolateral Lat Pulldown,Back,40.0,10,,,
2014-11-13,Isolateral Lat Pulldown,Back,60.0,8,,,
2014-11-13,Chin Up,Back,0.0,5,,,
2014-11-13,Pull Up,Back,0.0,4,,,
2014-11-13,Barbell Overhead Carry,Shoulders,35.0,25,,,
2014-11-13,Barbell Overhead Carry,Shoulders,35.0,25,,,
2014-11-13,Triceps Pushdown,Triceps,30.0,10,,,
2014-11-13,Triceps Pushdown,Triceps,45.0,10,,,
2014-11-13,Triceps Pushdown,Triceps,55.0,10,,,
2014-11-13,Triceps Pushdown,Triceps,60.0,5,,,
2014-11-13,Triceps Pushdown,Triceps,65.0,5,,,
2014-11-29,Cable Face Pull,Shoulders,20.0,10,,,
2014-11-29,Cable Face Pull,Shoulders,25.0,10,,,
2014-11-29,Cable Face Pull,Shoulders,30.0,10,,,
2014-11-29,Cable Face Pull,Shoulders,35.0,10,,,
2014-11-29,Standing One-Arm Cable Rear Delt Fly,Shoulders,10.0,10,,,
2014-11-29,High Cable Rear Delt Fly,Shoulders,15.0,10,,,
2014-11-29,Seated Dumbbell Overhead Shrug,Shoulders,17.5,8,,,
2014-11-29,Seated Dumbbell Overhead Shrug,Shoulders,17.5,10,,,
2014-11-29,Seated Dumbbell Overhead Shrug,Shoulders,17.5,10,,,
2014-11-29,Front Dumbbell Raise,Shoulders,2.5,8,,,
2014-11-29,Lateral Dumbbell Raise,Shoulders,2.5,8,,,
2014-11-29,Rear Delt Dumbbell Raise,Shoulders,2.5,8,,,
2014-11-29,Rear Delt Dumbbell Raise,Shoulders,5.0,8,,,
2014-11-29,Lateral Dumbbell Raise,Shoulders,5.0,5,,,
2014-11-29,Front Dumbbell Raise,Shoulders,5.0,8,,,
2014-11-29,Neutral Chin Up,Back,0.0,8,,,
2014-11-29,Neutral Chin Up,Back,0.0,5,,,
2014-11-29,Flat Barbell Bench Press,Chest,20.0,10,,,
2014-11-29,Flat Barbell Bench Press,Chest,50.0,5,,,
2014-11-29,Flat Barbell Bench Press,Chest,60.0,5,,,
2014-11-29,Flat Barbell Bench Press,Chest,65.0,5,,,
2014-11-29,Flat Barbell Bench Press,Chest,70.0,5,,,
2014-11-29,Flat Barbell Bench Press,Chest,75.0,5,,,
2014-11-29,Flat Barbell Bench Press,Chest,60.0,5,,,
2014-11-29,Barbell Front Squat,Legs,60.0,5,,,
2014-11-29,Barbell Front Squat,Legs,70.0,5,,,
2014-11-29,Barbell Front Squat,Legs,80.0,3,,,
2014-11-29,Barbell Squat,Legs,80.0,5,,,
2014-11-29,Barbell Squat,Legs,100.0,3,,,
2014-11-29,Barbell Squat,Legs,80.0,5,,,
2014-11-29,Overhead Press,Shoulders,60.0,1,,,
2014-11-29,Overhead Press,Shoulders,62.5,1,,,
2014-11-29,Overhead Press,Shoulders,65.0,1,,,
2014-11-29,Barbell Overhead Carry,Shoulders,25.0,25,,,
2014-11-29,Barbell Overhead Carry,Shoulders,25.0,25,,,
2014-11-29,Barbell Overhead Carry,Shoulders,35.0,25,,,
2014-11-29,Barbell Overhead Carry,Shoulders,35.0,25,,,
2014-11-29,Barbell Overhead Carry,Shoulders,40.0,25,,,
2014-11-29,Barbell Yoke Walk,Back,40.0,25,,,
2014-12-03,Cable Face Pull,Shoulders,22.5,10,,,
2014-12-03,Cable Face Pull,Shoulders,30.0,10,,,
2014-12-03,Flat Barbell Bench Press,Chest,20.0,10,,,
2014-12-03,Flat Barbell Bench Press,Chest,60.0,5,,,
2014-12-03,Flat Barbell Bench Press,Chest,60.0,5,,,
2014-12-03,Flat Barbell Bench Press,Chest,60.0,5,,,
2014-12-03,Flat Barbell Bench Press,Chest,70.0,5,,,
2014-12-03,Overhead Press,Shoulders,60.0,3,,,
2014-12-03,Overhead Press,Shoulders,62.5,2,,,
2014-12-03,Overhead Press,Shoulders,65.0,1,,,
2014-12-03,Overhead Press,Shoulders,67.5,1,,,
2014-12-03,Barbell Squat,Legs,60.0,10,,,
2014-12-03,Barbell Squat,Legs,80.0,5,,,
2014-12-03,Barbell Squat,Legs,100.0,5,,,
2014-12-03,Barbell Squat,Legs,110.0,2,,,
2014-12-03,Barbell Squat,Legs,80.0,12,,,
2014-12-03,Pull Up,Back,0.0,9,,,
2014-12-03,Pull Up,Back,0.0,4,,,
2014-12-04,High Cable Rear Delt Fly,Shoulders,10.0,10,,,
2014-12-04,High Cable Rear Delt Fly,Shoulders,15.0,10,,,
2014-12-04,Flat Dumbbell Bench Press,Chest,15.0,10,,,
2014-12-04,Flat Dumbbell Bench Press,Chest,20.0,10,,,
2014-12-04,Flat Dumbbell Bench Press,Chest,22.5,10,,,
2014-12-04,Flat Dumbbell Bench Press,Chest,25.0,5,,,
2014-12-04,Flat Dumbbell Bench Press,Chest,27.5,5,,,
2014-12-04,Flat Dumbbell Bench Press,Chest,30.0,5,,,
2014-12-04,Flat Dumbbell Bench Press,Chest,32.5,1,,,
2014-12-04,Pull Up,Back,0.0,6,,,
2014-12-04,Sumo Deadlift,Legs,110.0,3,,,
2014-12-04,Sumo Deadlift,Legs,130.0,1,,,
2014-12-04,Sumo Deadlift,Legs,130.0,1,,,
2014-12-04,Sumo Deadlift,Legs,150.0,1,,,
2014-12-04,Sumo Deadlift,Legs,170.0,1,,,
2014-12-04,Sumo Deadlift,Legs,170.0,1,,,
2014-12-04,Sumo Deadlift,Legs,190.0,1,,,
2014-12-04,Barbell Squat,Legs,60.0,5,,,
2014-12-04,Barbell Squat,Legs,90.0,5,,,
2014-12-04,Barbell Squat,Legs,100.0,5,,,
2014-12-04,Barbell Squat,Legs,110.0,1,,,
2014-12-04,Barbell Squat,Legs,120.0,1,,,
2014-12-05,Cable Face Pull,Shoulders,25.0,10,,,
2014-12-05,Cable Face Pull,Shoulders,30.0,10,,,
2014-12-05,High Cable Rear Delt Fly,Shoulders,15.0,10,,,
2014-12-05,High Cable Rear Delt Fly,Shoulders,20.0,5,,,
2014-12-05,Overhead Press,Shoulders,40.0,5,,,
2014-12-05,Overhead Press,Shoulders,45.0,5,,,
2014-12-05,Overhead Press,Shoulders,50.0,5,,,
2014-12-05,Overhead Press,Shoulders,60.0,3,,,
2014-12-05,Barbell Front Squat,Legs,50.0,5,,,
2014-12-05,Barbell Front Squat,Legs,60.0,5,,,
2014-12-05,Barbell Front Squat,Legs,70.0,5,,,
2014-12-05,Barbell Front Squat,Legs,80.0,3,,,
2014-12-05,Barbell Front Squat,Legs,90.0,2,,,
2014-12-05,Barbell Squat,Legs,60.0,5,,,
2014-12-05,Barbell Squat,Legs,80.0,5,,,
2014-12-05,Barbell Squat,Legs,100.0,3,,,
2014-12-05,Barbell Squat,Legs,110.0,1,,,
2014-12-05,Pull Up,Back,0.0,6,,,
2014-12-05,Pull Up,Back,0.0,5,,,
2014-12-05,Pull Up,Back,0.0,3,,,
2014-12-05,Suspension Trainer Plank,Abs,,,0.0,m,00:30
2014-12-05,Suspension Trainer Plank,Abs,,,0.0,m,00:45
2014-12-05,Suspension Trainer Plank,Abs,,,0.0,m,00:45
2014-12-05,Kroc Row,Back,25.0,15,,,
2014-12-05,Flat Barbell Bench Press,Chest,50.0,10,,,
2014-12-05,Flat Barbell Bench Press,Chest,60.0,10,,,
2014-12-05,Flat Barbell Bench Press,Chest,65.0,9,,,
2014-12-05,Flat Barbell Bench Press,Chest,70.0,4,,,
2014-12-06,Overhead Press,Shoulders,40.0,10,,,
2014-12-06,Overhead Press,Shoulders,40.0,10,,,
2014-12-06,Overhead Press,Shoulders,40.0,8,,,
2014-12-06,Barbell Squat,Legs,40.0,10,,,
2014-12-06,Barbell Squat,Legs,60.0,10,,,
2014-12-06,Barbell Squat,Legs,80.0,10,,,
2014-12-06,Barbell Squat,Legs,90.0,5,,,
2014-12-06,Incline Barbell Bench Press,Chest,50.0,5,,,
2014-12-06,Incline Barbell Bench Press,Chest,55.0,5,,,
2014-12-06,Incline Barbell Bench Press,Chest,60.0,5,,,
2014-12-06,Incline Barbell Bench Press,Chest,65.0,5,,,
2014-12-06,Incline Barbell Bench Press,Chest,70.0,4,,,
2014-12-06,Pull Up,Back,0.0,7,,,
2014-12-06,Pull Up,Back,0.0,4,,,
2014-12-06,Pull Up,Back,0.0,3,,,
2014-12-06,Barbell Overhead Carry,Shoulders,30.0,50,,,
2014-12-06,Barbell Overhead Carry,Shoulders,40.0,25,,,
2014-12-06,Barbell Overhead Carry,Shoulders,40.0,25,,,
2014-12-06,Bulgarian Split Squat,Legs,0.0,5,,,
2014-12-06,Bulgarian Split Squat,Legs,0.0,5,,,
2014-12-06,Bulgarian Split Squat,Legs,12.0,5,,,
2014-12-06,Kroc Row,Back,30.0,15,,,
2014-12-06,Kroc Row,Back,32.5,15,,,
2014-12-08,Neutral Chin Up,Back,0.0,7,,,
2014-12-08,Wide-Grip Pull-Up,Back,0.0,3,,,
2014-12-08,Chin Up,Back,0.0,5,,,
2014-12-08,Barbell Squat,Legs,60.0,15,,,
2014-12-08,Overhead Press,Shoulders,40.0,10,,,
2014-12-17,Cable Face Pull,Shoulders,20.0,10,,,
2014-12-17,Cable Face Pull,Shoulders,25.0,10,,,
2014-12-17,Cable Face Pull,Shoulders,30.0,10,,,
2014-12-17,Incline Dumbbell Bench Press,Chest,17.5,10,,,
2014-12-17,Incline Dumbbell Bench Press,Chest,22.5,10,,,
2014-12-17,Incline Dumbbell Bench Press,Chest,25.0,5,,,
2014-12-17,Incline Dumbbell Bench Press,Chest,27.5,5,,,
