"Date","Exercise","Category","Weight (kgs)","Reps","Distance","Distance Unit","Time"
2014-09-19,Seated Machine Fly,Chest,31.5,10,,,
2014-09-19,Seated Machine Fly,Chest,40.5,10,,,
2014-09-19,Seated Machine Fly,Chest,49.5,10,,,
2014-09-23,Barbell Squat,Legs,50.0,10,,,
2014-09-23,Barbell Squat,Legs,60.0,10,,,
2014-09-23,Barbell Squat,Legs,80.0,10,,,
2014-09-23,Barbell Squat,Legs,85.0,10,,,
2014-09-23,Incline Barbell Bench Press,Chest,40.0,10,,,
2014-09-23,Incline Barbell Bench Press,Chest,50.0,10,,,
2014-09-23,Incline Barbell Bench Press,Chest,55.0,10,,,
2014-09-23,One-Arm Rope Triceps Pushdown,Triceps,17.5,15,,,
2014-09-23,One-Arm Rope Triceps Pushdown,Triceps,22.5,10,,,
2014-09-23,Cable Face Pull,Shoulders,7.5,15,,,
2014-09-23,Cable Face Pull,Shoulders,10.0,15,,,
2014-09-23,Cable Face Pull,Shoulders,12.5,15,,,
2014-09-23,Rope Push Down,Triceps,30.0,10,,,
2014-09-23,Rope Push Down,Triceps,35.0,10,,,
2014-09-23,Rope Push Down,Triceps,40.0,10,,,
2014-09-23,Rope Push Down,Triceps,45.0,10,,,
2014-09-23,One-Arm Rope Triceps Pushdown,Triceps,17.5,8,,,
2014-09-23,Seated Machine Fly,Chest,31.5,15,,,
2014-09-23,Seated Machine Fly,Chest,40.5,10,,,
2014-09-23,Seated Machine Fly,Chest,40.5,10,,,
2014-09-23,Cable Crossover,Chest,22.5,10,,,
2014-09-23,Cable Crossover,Chest,22.5,10,,,
2014-09-23,Cable Crossover Lateral Raise,Shoulders,12.5,10,,,
2014-09-23,Cable Crossover Lateral Raise,Shoulders,12.5,10,,,
2014-09-23,Cable Crossover Lateral Raise,Shoulders,12.5,10,,,
2014-09-23,EZ-Bar Preacher Curl,Biceps,17.5,15,,,
2014-09-23,EZ-Bar Preacher Curl,Biceps,17.5,10,,,
2014-09-23,Incline Rear Delt Fly,Back,7.5,10,,,
2014-09-23,Incline Rear Delt Fly,Back,5.0,10,,,
2014-09-23,Incline Rear Delt Fly,Back,5.0,10,,,
2014-09-23,Glute Kickback Machine,Legs,31.5,10,,,
2014-09-23,Glute Kickback Machine,Legs,40.5,10,,,
2014-09-23,Glute Kickback Machine,Legs,49.5,10,,,
2014-09-23,Glute Kickback Machine,Legs,58.5,8,,,
2014-09-23,Rear Delt Machine Fly,Shoulders,13.5,10,,,
2014-09-23,Rear Delt Machine Fly,Shoulders,22.5,10,,,
2014-09-23,Abductor Machine,Legs,50.0,10,,,
2014-09-23,Abductor Machine,Legs,70.0,10,,,
2014-09-23,Abductor Machine,Legs,80.0,10,,,
2014-09-23,Adductor Machine,Legs,70.0,10,,,
2014-09-23,Adductor Machine,Legs,80.0,10,,,
2014-09-23,Adductor Machine,Legs,90.0,10,,,
2014-09-23,Adductor Machine,Legs,100.0,10,,,
2014-09-23,Seated Cable Row,Back,50.0,10,,,
2014-09-23,Seated Cable Row,Back,60.0,10,,,
2014-09-23,Seated Cable Row,Back,65.0,10,,,
2014-09-23,Leg Press,Legs,100.0,10,,,
2014-09-23,Leg Press,Legs,150.0,10,,,
2014-09-23,Leg Press,Legs,180.0,5,,,
2014-09-23,Leg Press,Legs,200.0,5,,,
2014-09-23,Leg Press,Legs,220.0,3,,,
2014-09-23,Seated Machine Curl,Biceps,22.5,10,,,
2014-09-23,Seated Machine Curl,Biceps,31.5,8,,,
2014-09-23,Lateral Dumbbell Raise,Shoulders,5.0,10,,,
2014-09-23,Front Plate Raise,Shoulders,10.0,10,,,
2014-09-23,Incline Barbell Bench Press,Chest,57.5,10,,,
2014-09-25,Barbell Front Squat,Legs,20.0,5,,,
2014-09-25,Barbell Front Squat,Legs,40.0,10,,,
2014-09-25,Barbell Front Squat,Legs,50.0,10,,,
2014-09-25,Barbell Front Squat,Legs,55.0,10,,,
2014-09-25,Leg Press,Legs,100.0,10,,,
2014-09-25,Leg Press,Legs,150.0,10,,,
2014-09-25,Leg Press,Legs,180.0,5,,,
2014-09-25,Leg Press,Legs,200.0,5,,,
2014-09-25,Leg Press,Legs,230.0,3,,,
2014-09-25,Incline Barbell Bench Press,Chest,20.0,10,,,
2014-09-25,Incline Barbell Bench Press,Chest,50.0,10,,,
2014-09-25,Incline Barbell Bench Press,Chest,60.0,10,,,
2014-09-25,Incline Barbell Bench Press,Chest,65.0,5,,,
2014-09-25,Incline Barbell Bench Press,Chest,70.0,3,,,
2014-09-25,One-Arm Rope Triceps Pushdown,Triceps,17.5,10,,,
2014-09-25,One-Arm Rope Triceps Pushdown,Triceps,22.5,10,,,
2014-09-25,One-Arm Rope Triceps Pushdown,Triceps,25.0,5,,,
2014-09-25,Seated Machine Fly,Chest,36.0,10,,,
2014-09-25,Seated Machine Fly,Chest,40.5,10,,,
2014-09-25,Seated Machine Fly,Chest,49.5,10,,,
2014-09-25,Seated Cable Face Pull,Back,15.0,10,,,
2014-09-25,Seated Cable Face Pull,Back,15.0,10,,,
2014-09-25,Seated Cable Row,Back,50.0,10,,,
2014-09-25,Seated Cable Row,Back,60.0,10,,,
2014-09-25,Seated Cable Row,Back,65.0,5,,,
2014-09-25,Seated Cable Row,Back,70.0,5,,,
2014-09-25,Cable Face Pull,Shoulders,10.0,10,,,
2014-09-25,Cable Face Pull,Shoulders,15.0,10,,,
2014-09-25,Rear Delt Machine Fly,Shoulders,22.5,10,,,
2014-09-25,Rear Delt Machine Fly,Shoulders,22.5,10,,,
2014-09-25,Standing One-Arm Cable Row,Back,17.5,10,,,
2014-09-25,Standing One-Arm Cable Row,Back,22.5,10,,,
2014-09-25,Standing One-Arm Cable Row,Back,30.0,10,,,
2014-09-25,Kettlebell Snatch,Back,20.0,5,,,
2014-09-25,Kettlebell Clean,Back,20.0,10,,,
2014-10-02,Trap-Bar Deadlift,Back,100.0,5,,,
2014-10-02,Trap-Bar Deadlift,Back,140.0,3,,,
2014-10-02,Trap-Bar Deadlift,Back,160.0,2,,,
2014-10-02,Trap-Bar Deadlift,Back,180.0,2,,,
2014-10-02,Trap-Bar Deadlift,Back,200.0,1,,,
2014-10-02,Trap-Bar Deadlift,Back,205.0,1,,,
2014-10-02,Barbell Front Squat,Legs,20.0,10,,,
2014-10-02,Barbell Front Squat,Legs,40.0,10,,,
2014-10-02,Barbell Front Squat,Legs,50.0,10,,,
2014-10-02,Barbell Front Squat,Legs,60.0,5,,,
2014-10-02,Barbell Front Squat,Legs,70.0,5,,,
2014-10-02,Barbell Front Squat,Legs,80.0,3,,,
2014-10-02,Barbell Front Squat,Legs,90.0,1,,,
2014-10-05,Flat Barbell Bench Press,Chest,20.0,10,,,
2014-10-05,Flat Barbell Bench Press,Chest,60.0,10,,,
2014-10-05,Flat Barbell Bench Press,Chest,70.0,5,,,
2014-10-05,Flat Barbell Bench Press,Chest,75.0,5,,,
2014-10-05,Flat Barbell Bench Press,Chest,80.0,2,,,
2014-10-05,One-Arm Rope Triceps Pushdown,Triceps,20.0,10,,,
2014-10-05,One-Arm Rope Triceps Pushdown,Triceps,22.5,10,,,
2014-10-05,Cable Face Pull,Shoulders,22.5,10,,,
2014-10-05,Cable Face Pull,Shoulders,22.5,10,,,
2014-10-05,Cable Face Pull,Shoulders,22.5,10,,,
2014-10-05,Seated Cable Face Pull,Back,20.0,10,,,
2014-10-05,Seated Cable Face Pull,Back,15.0,10,,,
2014-10-05,Seated Cable Face Pull,Back,15.0,10,,,
2014-10-05,Full Range of Motion Lat Pulldown,Back,11.0,10,,,
2014-10-05,Full Range of Motion Lat Pulldown,Back,11.0,10,,,
2014-10-05,Assisted Neutral-Grip Pull Up,Back,20.5,5,,,
2014-10-05,Assisted Neutral-Grip Pull Up,Back,16.5,5,,,
2014-10-05,Assisted Neutral-Grip Pull Up,Back,8.5,5,,,
2014-10-05,Standing One-Arm Cable Row,Back,20.0,10,,,
2014-10-05,Trap-Bar Deadlift,Back,110.0,5,,,
2014-10-05,Trap-Bar Deadlift,Back,140.0,5,,,
2014-10-05,Trap-Bar Deadlift,Back,160.0,3,,,
2014-10-05,Trap-Bar Deadlift,Back,180.0,3,,,
2014-10-05,Trap-Bar Deadlift,Back,210.0,1,,,
2014-10-05,Incline Barbell Bench Press,Chest,50.0,10,,,
2014-10-05,Incline Barbell Bench Press,Chest,50.0,10,,,
2014-10-05,Incline Barbell Bench Press,Chest,50.0,10,,,
2014-10-05,Incline Barbell Bench Press,Chest,50.0,10,,,
2014-10-05,Incline Barbell Bench Press,Chest,50.0,10,,,
2014-10-05,Seated Cable Row,Back,55.0,5,,,
2014-10-05,Seated Cable Row,Back,65.0,5,,,
2014-10-05,Seated Cable Row,Back,75.0,3,,,
2014-10-05,Standing One-Arm Cable Row,Back,25.0,10,,,
2014-10-08,Overhead Press,Shoulders,40.0,5,,,
2014-10-08,Overhead Press,Shoulders,50.0,5,,,
2014-10-08,Overhead Press,Shoulders,52.5,5,,,
2014-10-08,Barbell Front Squat,Legs,50.0,5,,,
2014-10-08,Barbell Front Squat,Legs,70.0,5,,,
2014-10-08,Barbell Front Squat,Legs,80.0,3,,,
2014-10-08,Barbell Front Squat,Legs,90.0,2,,,
2014-10-08,Barbell Front Squat,Legs,95.0,1,,,
2014-10-08,Leg Press,Legs,150.0,10,,,
2014-10-08,Single Leg Press,Legs,50.0,5,,,
2014-10-08,Single Leg Press,Legs,70.0,3,,,
2014-10-08,Leg Press,Legs,170.0,5,,,
2014-10-08,Leg Press,Legs,190.0,5,,,
2014-10-08,Leg Press,Legs,230.0,3,,,
2014-10-08,Leg Press,Legs,240.0,3,,,
2014-10-08,One-Arm Standing Dumbbell Press,Shoulders,15.0,10,,,
2014-10-08,One-Arm Standing Dumbbell Press,Shoulders,17.5,5,,,
2014-10-08,One-Arm Standing Dumbbell Press,Shoulders,20.0,5,,,
2014-10-08,One-Arm Rope Triceps Pushdown,Triceps,20.0,10,,,
2014-10-08,One-Arm Rope Triceps Pushdown,Triceps,22.5,10,,,
2014-10-08,Neutral Chin Up,Back,0.0,5,,,
2014-10-08,Neutral Chin Up,Back,0.0,3,,,
2014-10-08,Neutral Chin Up,Back,0.0,3,,,
2014-10-08,Assisted Dips,Triceps,20.5,5,,,
2014-10-08,Assisted Dips,Triceps,20.5,5,,,
2014-10-08,Assisted Dips,Triceps,20.5,5,,,
2014-10-09,Rowing Machine,Cardio,,,5000.0,m,28:39
2014-10-10,Incline Barbell Bench Press,Chest,50.0,10,,,
2014-10-10,Incline Barbell Bench Press,Chest,50.0,10,,,
2014-10-10,Flat Barbell Bench Press,Chest,60.0,5,,,
2014-10-10,Flat Barbell Bench Press,Chest,70.0,3,,,
2014-10-10,Flat Barbell Bench Press,Chest,75.0,3,,,
2014-10-10,Flat Barbell Bench Press,Chest,80.0,1,,,
2014-10-10,Flat Barbell Bench Press,Chest,80.0,1,,,
2014-10-10,Neutral Chin Up,Back,0.0,8,,,
2014-10-10,Wide-Grip Pull-Up,Back,0.0,3,,,
2014-10-10,Neutral Chin Up,Back,0.0,3,,,
2014-10-10,Neutral Chin Up,Back,0.0,3,,,
2014-10-10,One-Arm Rope Triceps Pushdown,Triceps,20.0,10,,,
2014-10-10,One-Arm Rope Triceps Pushdown,Triceps,25.0,10,,,
2014-10-10,Rope Push Down,Triceps,40.0,10,,,
2014-10-10,Rope Push Down,Triceps,45.0,5,,,
2014-10-10,Rope Push Down,Triceps,50.0,3,,,
2014-10-10,Rope Push Down,Triceps,50.0,3,,,
2014-10-10,Cable Crossover,Chest,20.0,10,,,
2014-10-10,Cable Crossover,Chest,30.0,10,,,
2014-10-10,Full Range of Motion Lat Pulldown,Back,15.0,10,,,
2014-10-10,Full Range of Motion Lat Pulldown,Back,20.0,10,,,
2014-10-10,Full Range of Motion Lat Pulldown,Back,20.0,10,,,
2014-10-10,Cable Face Pull,Shoulders,20.0,10,,,
2014-10-10,Cable Face Pull,Shoulders,25.0,10,,,
2014-10-10,Cable Face Pull,Shoulders,25.0,10,,,
2014-10-10,Standing One-Arm Cable Row,Back,25.0,10,,,
2014-10-10,Standing One-Arm Cable Row,Back,30.0,10,,,
2014-10-10,Standing One-Arm Cable Row,Back,35.0,10,,,
2014-10-10,Seated Machine Fly,Chest,40.5,10,,,
2014-10-10,Seated Machine Fly,Chest,49.5,10,,,
2014-10-10,Seated Machine Fly,Chest,58.5,8,,,
2014-10-10,Trap-Bar Deadlift,Back,100.0,5,,,
2014-10-10,Trap-Bar Deadlift,Back,130.0,3,,,
2014-10-10,Trap-Bar Deadlift,Back,150.0,1,,,
2014-10-10,Trap-Bar Deadlift,Back,170.0,1,,,
2014-10-10,Trap-Bar Deadlift,Back,190.0,1,,,
2014-10-10,Trap-Bar Deadlift,Back,220.0,1,,,
2014-10-10,Barbell Front Squat,Legs,20.0,5,,,
2014-10-10,Barbell Front Squat,Legs,50.0,5,,,
2014-10-10,Barbell Front Squat,Legs,60.0,5,,,
2014-10-10,Barbell Front Squat,Legs,70.0,2,,,
2014-10-10,Barbell Front Squat,Legs,70.0,3,,,
2014-10-10,Leg Press,Legs,130.0,5,,,
2014-10-10,Leg Press,Legs,170.0,5,,,
2014-10-10,Leg Press,Legs,220.0,5,,,
2014-10-10,Leg Press,Legs,240.0,3,,,
2014-10-10,Leg Press,Legs,250.0,2,,,
2014-10-10,Seated Cable Row,Back,60.0,5,,,
2014-10-10,Seated Cable Row,Back,65.0,5,,,
2014-10-10,Seated Cable Row,Back,70.0,5,,,
2014-10-10,Seated Cable Row,Back,75.0,5,,,
2014-10-10,Seated Cable Face Pull,Back,25.0,10,,,
2014-10-10,Seated Cable Face Pull,Back,25.0,10,,,
2014-10-10,Barbell Curl,Biceps,20.0,10,,,
2014-10-10,Barbell Curl,Biceps,22.5,5,,,
2014-10-10,Barbell Curl,Biceps,30.0,5,,,
2014-10-10,Standing Barbell Triceps Extension,Triceps,20.0,10,,,
2014-10-10,Standing Barbell Triceps Extension,Triceps,20.0,8,,,
2014-10-10,One-Arm Dumbbell Floor Press,Chest,15.0,10,,,
2014-10-10,One-Arm Dumbbell Floor Press,Chest,15.0,10,,,
2014-10-14,Close Grip Barbell Bench Press,Triceps,20.0,15,,,
2014-10-14,EZ-Bar Skullcrusher,Triceps,17.5,5,,,
2014-10-14,Close Grip Barbell Bench Press,Triceps,30.0,15,,,
2014-10-14,Close Grip Barbell Bench Press,Triceps,30.0,15,,,
2014-10-14,Chin Up,Back,0.0,5,,,
2014-10-14,Close Grip Barbell Bench Press,Triceps,40.0,10,,,
2014-10-14,Chin Up,Back,0.0,3,,,
2014-10-14,Chin Up,Back,0.0,2,,,
2014-10-14,Close Grip Barbell Bench Press,Triceps,40.0,10,,,
2014-10-14,EZ-Bar Curl,Biceps,17.5,15,,,
2014-10-14,Close Grip Barbell Bench Press,Triceps,40.0,10,,,
2014-10-14,EZ-Bar Curl,Biceps,17.5,15,,,
2014-10-16,Overhead Press,Shoulders,20.0,5,,,
2014-10-16,Overhead Press,Shoulders,40.0,5,,,
2014-10-16,Overhead Press,Shoulders,50.0,5,,,
2014-10-16,Overhead Press,Shoulders,55.0,3,,,
2014-10-16,Incline Barbell Bench Press,Chest,40.0,10,,,
2014-10-16,Incline Barbell Bench Press,Chest,50.0,5,,,
2014-10-16,Incline Barbell Bench Press,Chest,60.0,5,,,
2014-10-16,Incline Barbell Bench Press,Chest,65.0,5,,,
2014-10-16,Incline Barbell Bench Press,Chest,70.0,3,,,
2014-10-16,Close Grip Barbell Bench Press,Triceps,30.0,10,,,
2014-10-16,Close Grip Barbell Bench Press,Triceps,40.0,10,,,
2014-10-16,Close Grip Barbell Bench Press,Triceps,45.0,10,,,
2014-10-16,Close Grip Barbell Bench Press,Triceps,47.5,10,,,
2014-10-16,Cable Face Pull,Shoulders,20.0,10,,,
2014-10-16,Cable Face Pull,Shoulders,20.0,10,,,
2014-10-16,Cable Face Pull,Shoulders,20.0,10,,,
2014-10-16,Neutral Chin Up,Back,0.0,5,,,
2014-10-16,Neutral Chin Up,Back,0.0,3,,,
2014-10-16,Neutral Chin Up,Back,0.0,3,,,
2014-10-16,One-Arm Rope Triceps Pushdown,Triceps,17.5,10,,,
2014-10-16,One-Arm Rope Triceps Pushdown,Triceps,20.0,10,,,
2014-10-16,One-Arm Rope Triceps Pushdown,Triceps,25.0,5,,,
2014-10-16,Seated Cable Row,Back,55.0,5,,,
2014-10-16,Seated Cable Row,Back,65.0,5,,,
2014-10-16,Seated Cable Row,Back,70.0,5,,,
2014-10-16,Seated Cable Face Pull,Back,25.0,10,,,
2014-10-16,Seated Cable Face Pull,Back,20.0,10,,,
2014-10-16,Seated Cable Face Pull,Back,20.0,10,,,
2014-10-16,Rowing Machine,Cardio,,,2000.0,m,10:04
2014-10-16,Rowing Machine,Cardio,,,2000.0,m,11:39
2014-10-16,Seated Machine Fly,Chest,49.5,12,,,
2014-10-16,Seated Machine Fly,Chest,58.5,8,,,
2014-10-16,Seated Machine Fly,Chest,58.5,5,,,
2014-10-16,Rear Delt Machine Fly,Shoulders,13.5,10,,,
2014-10-16,Rear Delt Machine Fly,Shoulders,22.5,10,,,
2014-10-16,Rear Delt Machine Fly,Shoulders,31.5,10,,,
2014-10-16,T-Bar Row,Back,30.0,10,,,
2014-10-16,T-Bar Row,Back,35.0,10,,,
2014-10-16,Standing One-Arm Cable Row,Back,20.0,10,,,
2014-10-16,Standing One-Arm Cable Row,Back,22.5,10,,,
2014-10-16,Standing One-Arm Cable Row,Back,30.0,10,,,
2014-10-16,Standing One-Arm Cable Row,Back,40.0,5,,,
2014-10-16,Standing One-Arm Cable Row,Back,45.0,5,,,
2014-10-16,Cable Curl,Biceps,17.5,10,,,
2014-10-16,Cable Curl,Biceps,22.5,10,,,
2014-10-16,Cable Curl,Biceps,30.0,10,,,
2014-10-16,Cable Curl,Biceps,35.0,10,,,
2014-10-16,Cable Curl,Biceps,40.0,10,,,
2014-10-18,Flat Barbell Bench Press,Chest,20.0,5,,,
2014-10-18,Flat Barbell Bench Press,Chest,60.0,5,,,
2014-10-18,Flat Barbell Bench Press,Chest,70.0,5,,,
2014-10-18,Flat Barbell Bench Press,Chest,70.0,5,,,
2014-10-18,Flat Barbell Bench Press,Chest,70.0,5,,,
2014-10-18,Flat Barbell Bench Press,Chest,60.0,5,,,
2014-10-18,Close Grip Barbell Bench Press,Triceps,40.0,10,,,
2014-10-18,Close Grip Barbell Bench Press,Triceps,50.0,10,,,
2014-10-18,Push Press,Shoulders,20.0,5,,,
2014-10-18,Push Press,Shoulders,40.0,5,,,
2014-10-18,Push Press,Shoulders,50.0,3,,,
2014-10-18,Push Press,Shoulders,55.0,3,,,
2014-10-18,Push Press,Shoulders,60.0,3,,,
2014-10-18,Trap-Bar Deadlift,Back,100.0,5,,,
2014-10-18,Trap-Bar Deadlift,Back,130.0,3,,,
2014-10-18,Trap-Bar Deadlift,Back,150.0,5,,,
2014-10-18,Trap-Bar Deadlift,Back,170.0,5,,,
2014-10-18,Trap-Bar Deadlift,Back,190.0,1,,,
2014-10-18,Trap-Bar Deadlift,Back,200.0,1,,,
2014-10-18,One-Arm Rope Triceps Pushdown,Triceps,20.0,10,,,
2014-10-18,One-Arm Rope Triceps Pushdown,Triceps,25.0,10,,,
2014-10-18,One-Arm Rope Triceps Pushdown,Triceps,30.0,3,,,
2014-10-18,Cable Face Pull,Shoulders,25.0,15,,,
2014-10-18,Cable Face Pull,Shoulders,30.0,10,,,
2014-10-18,Cable Face Pull,Shoulders,30.0,10,,,
2014-10-18,Rope Push Down,Triceps,40.0,10,,,
2014-10-18,Rope Push Down,Triceps,50.0,10,,,
2014-10-18,Rope Push Down,Triceps,55.0,3,,,
2014-10-18,Rope Curl,Biceps,25.0,10,,,
2014-10-18,One-Arm Cable Curl,Biceps,10.0,10,,,
2014-10-18,One-Arm Cable Curl,Biceps,15.0,10,,,
2014-10-18,Rope Curl,Biceps,25.0,10,,,
2014-10-18,Cable Curl,Biceps,25.0,10,,,
2014-10-18,Cable Curl,Biceps,35.0,10,,,
2014-10-18,Seated Cable Face Pull,Back,25.0,10,,,
2014-10-18,Seated Cable Face Pull,Back,20.0,10,,,
2014-10-18,Seated Cable Face Pull,Back,20.0,10,,,
2014-10-18,Seated Machine Fly,Chest,40.5,12,,,
2014-10-18,Seated Machine Fly,Chest,49.5,12,,,
2014-10-18,Seated Machine Fly,Chest,49.5,12,,,
2014-10-18,Rear Delt Machine Fly,Shoulders,22.5,12,,,
2014-10-18,Rear Delt Machine Fly,Shoulders,22.5,12,,,
2014-10-18,Rear Delt Machine Fly,Shoulders,22.5,12,,,
2014-10-20,Sumo Deadlift,Legs,110.0,3,,,
2014-10-20,Sumo Deadlift,Legs,130.0,2,,,
2014-10-20,Deadlift,Back,150.0,1,,,
2014-10-20,Chin Up,Back,0.0,6,,,
2014-10-20,Close Grip Barbell Bench Press,Triceps,40.0,10,,,
2014-10-20,Close Grip Barbell Bench Press,Triceps,40.0,10,,,
2014-10-20,Close Grip Barbell Bench Press,Triceps,40.0,10,,,
2014-10-20,Close Grip Barbell Bench Press,Triceps,40.0,10,,,
2014-10-20,Close Grip Barbell Bench Press,Triceps,40.0,10,,,
2014-10-22,Cable Face Pull,Shoulders,20.0,20,,,
2014-10-22,Cable Face Pull,Shoulders,22.5,20,,,
2014-10-22,Cable Face Pull,Shoulders,20.0,15,,,
2014-10-22,One-Arm Rope Triceps Pushdown,Triceps,20.0,10,,,
2014-10-22,One-Arm Rope Triceps Pushdown,Triceps,22.5,10,,,
2014-10-22,One-Arm Rope Triceps Pushdown,Triceps,25.0,10,,,
2014-10-22,Incline Barbell Bench Press,Chest,30.0,10,,,
2014-10-22,Incline Barbell Bench Press,Chest,60.0,5,,,
2014-10-22,Incline Barbell Bench Press,Chest,65.0,5,,,
2014-10-22,Incline Barbell Bench Press,Chest,65.0,5,,,
2014-10-22,Neutral Chin Up,Back,0.0,6,,,
2014-10-22,Neutral Chin Up,Back,0.0,4,,,
2014-10-22,Neutral Chin Up,Back,0.0,2,,,
2014-10-22,Assisted Dips,Triceps,8.5,5,,,
2014-10-22,Assisted Dips,Triceps,8.5,5,,,
2014-10-22,Assisted Dips,Triceps,8.5,5,,,
2014-10-22,Seated Cable Face Pull,Back,20.0,10,,,
2014-10-22,Seated Cable Face Pull,Back,25.0,10,,,
2014-10-22,Power Clean,Back,50.0,5,,,
2014-10-22,Power Clean,Back,50.0,5,,,
2014-10-22,Muscle Snatch,Shoulders,20.0,5,,,
2014-10-22,Muscle Snatch,Shoulders,30.0,3,,,
2014-10-22,Snatch-Grip Behind The Neck Press,Shoulders,30.0,3,,,
2014-10-22,Overhead Squat,Legs,30.0,1,,,
2014-10-22,Seated Machine Fly,Chest,58.5,10,,,
2014-10-22,Seated Machine Fly,Chest,67.5,8,,,
2014-10-22,Seated Machine Fly,Chest,67.5,5,,,
2014-10-22,Rear Delt Machine Fly,Shoulders,22.5,10,,,
2014-10-22,Rear Delt Machine Fly,Shoulders,31.5,10,,,
2014-10-22,Rear Delt Machine Fly,Shoulders,40.5,5,,,
2014-10-22,Front Plate Raise,Shoulders,10.0,10,,,
2014-10-22,Front Plate Raise,Shoulders,10.0,10,,,
2014-10-23,Muscle Snatch,Shoulders,20.0,5,,,
2014-10-23,Clean,Back,20.0,5,,,
2014-10-23,Overhead Squat,Legs,20.0,5,,,
2014-10-23,Muscle Snatch,Shoulders,30.0,3,,,
2014-10-23,Clean,Back,30.0,3,,,
2014-10-23,Overhead Squat,Legs,30.0,3,,,
2014-10-23,Muscle Snatch,Shoulders,40.0,3,,,
2014-10-23,Clean,Back,40.0,3,,,
2014-10-23,Clean,Back,50.0,3,,,
2014-10-23,Clean,Back,55.0,3,,,
2014-10-23,Barbell Front Squat,Legs,40.0,5,,,
2014-10-23,Barbell Front Squat,Legs,60.0,5,,,
2014-10-23,Barbell Front Squat,Legs,70.0,5,,,
2014-10-23,Barbell Front Squat,Legs,80.0,5,,,
2014-10-23,Barbell Front Squat,Legs,90.0,1,,,
2014-10-23,Barbell Front Lunge,Legs,20.0,5,,,
2014-10-23,Barbell Front Lunge,Legs,40.0,5,,,
2014-10-23,Trap-Bar Deadlift,Back,100.0,3,,,
2014-10-23,Trap-Bar Deadlift,Back,130.0,3,,,
2014-10-23,Trap-Bar Deadlift,Back,150.0,3,,,
2014-10-23,Trap-Bar Deadlift,Back,180.0,2,,,
2014-10-23,Trap-Bar Deadlift,Back,200.0,1,,,
2014-10-23,Rowing Machine,Cardio,,,2000.0,m,11:11
2014-10-23,Barbell Front Squat,Legs,100.0,2,,,
2014-10-23,Barbell Front Squat,Legs,105.0,1,,,
2014-10-24,Flat Barbell Bench Press,Chest,20.0,10,,,
2014-10-24,Flat Barbell Bench Press,Chest,60.0,5,,,
2014-10-24,Flat Barbell Bench Press,Chest,65.0,5,,,
2014-10-24,Flat Barbell Bench Press,Chest,70.0,5,,,
2014-10-24,Flat Barbell Bench Press,Chest,75.0,3,,,
2014-10-24,Assisted Dips,Triceps,8.5,3,,,
2014-10-24,Assisted Dips,Triceps,4.5,3,,,
2014-10-24,Seated Dumbbell Press,Shoulders,15.0,8,,,
2014-10-24,Seated Dumbbell Press,Shoulders,20.0,8,,,
2014-10-24,Seated Dumbbell Press,Shoulders,22.5,5,,,
2014-10-24,Seated Dumbbell Press,Shoulders,25.0,5,,,
2014-10-24,One-Arm Rope Triceps Pushdown,Triceps,20.0,10,,,
2014-10-24,One-Arm Rope Triceps Pushdown,Triceps,22.5,10,,,
2014-10-24,Rope Push Down,Triceps,45.0,8,,,
2014-10-24,Rope Push Down,Triceps,50.0,5,,,
2014-10-24,Cable Face Pull,Shoulders,20.0,15,,,
2014-10-24,Cable Face Pull,Shoulders,25.0,10,,,
2014-10-24,Cable Face Pull,Shoulders,30.0,10,,,
2014-10-24,Seated Machine Fly,Chest,58.5,10,,,
2014-10-24,Seated Machine Fly,Chest,67.5,5,,,
2014-10-24,One-Arm Cable Curl,Biceps,12.5,8,,,
2014-10-24,One-Arm Cable Curl,Biceps,15.0,8,,,
2014-10-24,One-Arm Cable Curl,Biceps,17.5,8,,,
2014-10-24,Isolateral Shoulder Press Machine,Shoulders,15.0,10,,,
2014-10-24,Isolateral Shoulder Press Machine,Shoulders,25.0,10,,,
2014-10-27,High Cable Rear Delt Fly,Shoulders,10.0,10,,,
2014-10-27,High Cable Rear Delt Fly,Shoulders,15.0,10,,,
2014-10-27,High Cable Rear Delt Fly,Shoulders,15.0,10,,,
2014-10-27,High Cable Rear Delt Fly,Shoulders,20.0,10,,,
2014-10-27,Standing One-Arm Cable Rear Delt Fly,Shoulders,10.0,10,,,
2014-10-27,Standing One-Arm Cable Rear Delt Fly,Shoulders,5.0,10,,,
2014-10-27,Cable Face Pull,Shoulders,25.0,10,,,
2014-10-27,Cable Face Pull,Shoulders,30.0,10,,,
2014-10-27,Bent-Over Cable Rear Delt Raise,Shoulders,10.0,10,,,
2014-10-27,Bent-Over Cable Rear Delt Raise,Shoulders,5.0,15,,,
2014-10-27,Cable Face Pull,Shoulders,35.0,10,,,
2014-10-27,Cable Face Pull,Shoulders,30.0,10,,,
2014-10-27,Behind The Neck Barbell Press,Shoulders,20.0,10,,,
2014-10-27,Behind The Neck Barbell Press,Shoulders,30.0,10,,,
2014-10-27,Behind The Neck Barbell Press,Shoulders,30.0,10,,,
2014-10-27,Seated Dumbbell Press,Shoulders,17.5,5,,,
2014-10-27,Seated Dumbbell Press,Shoulders,20.0,5,,,
2014-10-27,Seated Dumbbell Press,Shoulders,22.5,5,,,
2014-10-27,Seated Dumbbell Press,Shoulders,25.0,5,,,
2014-10-27,Seated Dumbbell Press,Shoulders,27.5,3,,,
